gmid_key,date,year,month,product_family,gmid,loc,country,market,geography,market_segmentation,pf_segmentation,gmid_segmentation,seg_combo,forecast_lag_3,log_sales,log_segment,seg_combo_lag,model_segment,gb_forecast,ada_forecast,bag_forecast,rf_forecast,final_forecast,final_best_model,absolute_error,mape,sales
150118_202510_IE,2025-10-01,2025,10,15,150118,IE001,IE,Ireland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,5.0,4.007333185232471,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,53.17430448977151,54.18518518518518,53.993943591464244,54.0,54.0,rf_forecast,0.0,,0.0
150119_202510_GB,2025-10-01,2025,10,15,150119,GB001,GB,United Kingdom,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,45.0,3.6888794541139363,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,39.477103367050454,39.73939393939394,39.92851062530165,39.0,39.0,rf_forecast,0.0,,0.0
150119_202510_IE,2025-10-01,2025,10,15,150119,IE001,IE,Ireland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,0.0,3.58351893845611,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,35.29540298973303,35.283687943262414,35.592697622112915,35.0,35.0,rf_forecast,0.0,,0.0
150120_202510_GB,2025-10-01,2025,10,15,150120,GB001,GB,United Kingdom,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,15.0,2.0794415416798357,Low,Supply Growth_Top MCO,Supply Growth_Top MCO_Low,7.457673856521417,7.00354609929078,7.302926404678227,7.0,7.0,rf_forecast,0.0,,0.0
150120_202510_IE,2025-10-01,2025,10,15,150120,IE001,IE,Ireland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,109.0,5.017279836814924,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,150.45072745128823,150.0126582278481,150.4719758886224,150.0,150.0,rf_forecast,0.0,,0.0
150120_202510_NL,2025-10-01,2025,10,15,150120,NL001,NL,Netherlands,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,937.0,7.155396301896734,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1279.4979247245537,1282.8333333333333,1281.9413601676104,1280.699603174603,1280.699603174603,rf_forecast,0.0,,0.0
150121_202510_GB,2025-10-01,2025,10,15,150121,GB001,GB,United Kingdom,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,150.0,4.852030263919617,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,127.2894626778569,126.95505617977528,126.97309757037485,127.0,127.0,rf_forecast,0.0,,0.0
150121_202510_IE,2025-10-01,2025,10,15,150121,IE001,IE,Ireland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1030.0,7.141245122350491,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1263.955008884673,1262.4705882352941,1262.735555683259,1262.2408994708994,1262.2408994708994,rf_forecast,0.0,,0.0
150121_202510_NL,2025-10-01,2025,10,15,150121,NL001,NL,Netherlands,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,4700.0,8.59378379357795,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,5394.896356885896,5400.0,5408.841666666667,5397.3,5394.896356885896,gb_forecast,0.0,,0.0
150122_202510_ES,2025-10-01,2025,10,15,150122,ES001,ES,Spain,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1984.0,7.729735331385051,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2275.605595308564,2275.0,2274.5528873903877,2274.689629629629,2275.605595308564,gb_forecast,0.0,,0.0
150123_202510_ES,2025-10-01,2025,10,15,150123,ES001,ES,Spain,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,14411.0,9.659567149523216,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,15666.44559213334,15683.5,15744.326666666666,15714.355555555556,15666.44559213334,gb_forecast,0.0,,0.0
150124_202510_AT,2025-10-01,2025,10,15,150124,AT001,AT,Austria,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,401.0,5.4680601411351315,High,Supply Growth_Top MCO,Supply Growth_Top MCO_High,237.33918152389072,235.0,235.36767662527467,236.05453102453103,236.05453102453103,rf_forecast,0.0,,0.0
150124_202510_DE,2025-10-01,2025,10,15,150124,DE001,DE,Germany,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,192.0,6.077642243349034,High,Supply Growth_Top MCO,Supply Growth_Top MCO_High,435.1788673621761,435.96,436.18410882661857,435.0886799620133,435.0886799620133,rf_forecast,0.0,,0.0
150125_202510_AT,2025-10-01,2025,10,15,150125,AT001,AT,Austria,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2518.0,8.867568333206442,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,7088.095758358399,7090.5,7093.990833333334,7096.4,7088.095758358399,gb_forecast,0.0,,0.0
150125_202510_DE,2025-10-01,2025,10,15,150125,DE001,DE,Germany,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,6361.0,8.003028666384733,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2981.9677119406315,2982.285714285714,2984.2326785714286,2982.6911111111112,2981.9677119406315,gb_forecast,0.0,,0.0
150126_202510_DE,2025-10-01,2025,10,15,150126,DE001,DE,Germany,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,711.0,6.790097235513905,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,885.081858687438,888.4,889.2049877115387,888.4883501683504,888.4883501683504,rf_forecast,0.0,,0.0
150127_202510_DE,2025-10-01,2025,10,15,150127,DE001,DE,Germany,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,10415.0,9.351405812254786,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,11533.878216228575,11530.0,11531.24,11508.9,11533.878216228575,gb_forecast,0.0,,0.0
150128_202510_HK,2025-10-01,2025,10,15,150128,HK001,HK,Hong Kong,Greater China,Regular MCO,Supply Growth,Gold,Supply Growth_Regular MCO,119.0,4.59511985013459,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,97.07079363213836,97.23655913978494,98.25404906717212,98.0,98.0,rf_forecast,0.0,,0.0
150129_202510_HK,2025-10-01,2025,10,15,150129,HK001,HK,Hong Kong,Greater China,Regular MCO,Supply Growth,Gold,Supply Growth_Regular MCO,991.0,7.057897937411856,Very High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very High,1161.2141297795254,1161.8181818181818,1160.4278779208144,1161.268562610229,1161.268562610229,rf_forecast,0.0,,0.0
150135_202510_TW,2025-10-01,2025,10,15,150135,TW001,TW,Taiwan,Greater China,Regular MCO,Supply Growth,Gold,Supply Growth_Regular MCO,191.0,5.393627546352362,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,219.24439405971475,219.47222222222223,219.56598997779378,219.0,219.0,rf_forecast,0.0,,0.0
150162_202510_CA,2025-10-01,2025,10,15,150162,CA001,CA,Canada,North America,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,8668.0,9.250330020192342,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,10401.870939415016,10404.6,10389.273333333334,10399.4,10401.870939415016,gb_forecast,0.0,,0.0
150163_202510_CA,2025-10-01,2025,10,15,150163,CA001,CA,Canada,North America,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,558.0,6.984716320118266,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1079.1682486898014,1078.5833333333333,1079.1338249714806,1079.1648412698414,1079.1648412698414,rf_forecast,0.0,,0.0
150136_202510_GB,2025-10-01,2025,10,15,150136,GB001,GB,United Kingdom,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,13800.0,9.561490079872078,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,14202.885806240272,14203.0,14203.424523809523,14203.427777777777,14202.885806240272,gb_forecast,0.0,,0.0
150164_202510_GB,2025-10-01,2025,10,15,150164,GB001,GB,United Kingdom,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2310.0,7.805474625270857,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2455.9195398325883,2457.0,2455.195889110889,2453.86,2455.9195398325883,gb_forecast,0.0,,0.0
150137_202510_DK,2025-10-01,2025,10,15,150137,DK001,DK,Denmark,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1392.0,7.1853870155804165,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1319.1186340235477,1319.125,1315.9658135420987,1318.9888888888888,1318.9888888888888,rf_forecast,0.0,,0.0
150137_202510_IS,2025-10-01,2025,10,15,150137,IS001,IS,Iceland,Key Markets,Regular MCO,Supply Growth,Gold,Supply Growth_Regular MCO,65.0,3.9318256327243257,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,50.238687610008384,49.97945205479452,50.02935597006421,50.0,50.0,rf_forecast,0.0,,0.0
150137_202510_NO,2025-10-01,2025,10,15,150137,NO001,NO,Norway,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1437.0,6.74993119378857,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,852.6888641938898,853.6,853.0608357864155,853.048783068783,853.048783068783,rf_forecast,0.0,,0.0
150138_202510_DK,2025-10-01,2025,10,15,150138,DK001,DK,Denmark,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,58.0,4.1588830833596715,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,63.11007966819232,63.414414414414416,63.455020275608184,63.0,63.0,rf_forecast,0.0,,0.0
150138_202510_IS,2025-10-01,2025,10,15,150138,IS001,IS,Iceland,Key Markets,Regular MCO,Supply Growth,Gold,Supply Growth_Regular MCO,113.0,4.61512051684126,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,100.44516499915959,100.20652173913044,99.99348249589674,100.0,100.0,rf_forecast,0.0,,0.0
150138_202510_NO,2025-10-01,2025,10,15,150138,NO001,NO,Norway,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,128.0,4.477336814478207,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,85.84656009219364,87.4,86.59555407186986,87.0,87.0,rf_forecast,0.0,,0.0
150139_202510_FR,2025-10-01,2025,10,15,150139,FR001,FR,France,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,19665.0,10.165082290224591,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,25936.800369613087,25879.0,25901.37916666667,25917.11111111111,25936.800369613087,gb_forecast,0.0,,0.0
150140_202510_FR,2025-10-01,2025,10,15,150140,FR001,FR,France,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1788.0,7.710653323501202,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2226.5419893729018,2228.1666666666665,2226.803352832864,2231.1810317460313,2226.5419893729018,gb_forecast,0.0,,0.0
150141_202510_PT,2025-10-01,2025,10,15,150141,PT001,PT,Portugal,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2169.0,7.5595594960077,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,1918.1945371298539,1918.2,1920.4431904200464,1917.9222222222222,1918.1945371298539,gb_forecast,0.0,,0.0
150142_202510_PT,2025-10-01,2025,10,15,150142,PT001,PT,Portugal,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,115.0,4.962844630259907,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,141.8861057777162,141.51612903225808,141.60840480414743,142.0,142.0,rf_forecast,0.0,,0.0
150143_202510_CZ,2025-10-01,2025,10,15,150143,CZ001,CZ,Czech Republic,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,114.0,7.349873704738337,Very High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very High,1552.8333397961487,1553.8,1555.3003171858331,1554.9238888888888,1554.9238888888888,rf_forecast,0.0,,0.0
150143_202510_PL,2025-10-01,2025,10,15,150143,PL001,PL,Poland,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,1200.0,5.746203190540153,High,Supply Growth_Major MCO,Supply Growth_Major MCO_High,311.68408721732993,311.6,312.03635686866244,312.01527544351075,312.01527544351075,rf_forecast,0.0,,0.0
150144_202510_CZ,2025-10-01,2025,10,15,150144,CZ001,CZ,Czech Republic,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,28.0,4.8283137373023015,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,125.66889883628542,124.62820512820512,124.46800300925659,124.0,124.0,rf_forecast,0.0,,0.0
150144_202510_PL,2025-10-01,2025,10,15,150144,PL001,PL,Poland,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,110.0,4.23410650459726,Mid High,Supply Growth_Major MCO,Supply Growth_Major MCO_Mid High,68.11069444425294,68.13793103448276,67.9920137689529,68.0,68.0,rf_forecast,0.0,,0.0
150165_202510_CH,2025-10-01,2025,10,15,150165,CH001,CH,Switzerland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2498.0,7.890208213109961,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2668.8672655803507,2668.777777777778,2670.53599304255,2670.1703703703706,2668.8672655803507,gb_forecast,0.0,,0.0
150166_202510_CH,2025-10-01,2025,10,15,150166,CH001,CH,Switzerland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,206.0,5.4510384535657,High,Supply Growth_Top MCO,Supply Growth_Top MCO_High,232.24076010954713,232.11111111111111,232.49248616320256,232.0,232.0,rf_forecast,0.0,,0.0
150145_202510_BE,2025-10-01,2025,10,15,150145,BE001,BE,Belgium,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,64.0,3.871201010907891,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,46.96611130643479,46.92741935483871,47.29817987662722,47.0,47.0,rf_forecast,0.0,,0.0
150146_202510_BE,2025-10-01,2025,10,15,150146,BE001,BE,Belgium,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,71.0,4.919980925828125,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,135.1468037832782,135.87755102040816,136.00524867087296,136.0,136.0,rf_forecast,0.0,,0.0
150147_202510_BE,2025-10-01,2025,10,15,150147,BE001,BE,Belgium,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,715.0,6.658011045870748,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,779.4139579558912,779.0625,778.4437834984991,778.0157407407406,778.0157407407406,rf_forecast,0.0,,0.0
150148_202510_BE,2025-10-01,2025,10,15,150148,BE001,BE,Belgium,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,460.0,6.769641976852503,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,869.6632488702811,868.9230769230769,869.9603649120751,870.3614417989418,870.3614417989418,rf_forecast,0.0,,0.0
150167_202510_RO,2025-10-01,2025,10,15,150167,RO001,RO,Romania,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,650.0,6.267200548541362,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,525.0148125863166,525.6136363636364,525.2056611028573,526.0214029180696,526.0214029180696,rf_forecast,0.0,,0.0
150184_202510_AE,2025-10-01,2025,10,15,150184,AE002,AE,United Arab Emirates,Key Markets,Regular MCO,Supply Growth,Auto Piloted,Supply Growth_Regular MCO,4148.0,8.963672275615016,Extreme High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Extreme High,7818.241466075326,7813.0,7814.825,7817.4,7813.0,ada_forecast,0.0,,0.0
150184_202510_QA,2025-10-01,2025,10,15,150184,QA001,QA,Qatar,Key Markets,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,7566.0,3.713572066704308,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,40.21418307053156,39.962162162162166,39.92851062530165,40.0,40.0,rf_forecast,0.0,,0.0
150168_202510_CY,2025-10-01,2025,10,15,150168,CY001,CY,Cyprus,International,Regular MCO,Supply Growth,Auto Piloted,Supply Growth_Regular MCO,50.0,2.1972245773362196,Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Low,8.374291943433386,7.611510791366906,8.050691720265409,8.0,8.0,rf_forecast,0.0,,0.0
150168_202510_GR,2025-10-01,2025,10,15,150168,GR001,GR,Greece,International,Major MCO,Supply Growth,Auto Piloted,Supply Growth_Major MCO,717.0,6.805722553416985,Very High,Supply Growth_Major MCO,Supply Growth_Major MCO_Very High,900.9844633130554,902.1904761904761,902.4692848864627,902.3917592592591,902.3917592592591,rf_forecast,0.0,,0.0
150168_202510_RO,2025-10-01,2025,10,15,150168,RO001,RO,Romania,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,1066.0,6.837332814685591,Very High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very High,932.8764447012584,931.7777777777778,931.5882443250144,931.4781569664905,931.4781569664905,rf_forecast,0.0,,0.0
150185_202510_IT,2025-10-01,2025,10,15,150185,IT001,IT,Italy,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,0.0,1.0986122886681098,Very Low,Supply Growth_Top MCO,Supply Growth_Top MCO_Very Low,2.5153116773862934,1.5777777777777777,2.0764190571482755,2.0,2.0,rf_forecast,0.0,,0.0
150169_202510_FI,2025-10-01,2025,10,15,150169,FI001,FI,Finland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,152.0,4.9344739331306915,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,138.98921993242664,138.72222222222223,138.33063547367607,138.00533333333334,138.00533333333334,rf_forecast,0.0,,0.0
150169_202510_SE,2025-10-01,2025,10,15,150169,SE001,SE,Sweden,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,127.0,5.030437921392435,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,152.20864090835747,151.21311475409837,151.34074235032796,152.0,152.0,rf_forecast,0.0,,0.0
150170_202510_FI,2025-10-01,2025,10,15,150170,FI001,FI,Finland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,3015.0,7.3938782901077555,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1626.57048524714,1626.0,1625.0227421992915,1625.415740740741,1625.415740740741,rf_forecast,0.0,,0.0
150170_202510_SE,2025-10-01,2025,10,15,150170,SE001,SE,Sweden,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1445.0,8.157943507105037,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,3490.5559343907703,3492.5,3486.838531746032,3489.6,3490.5559343907703,gb_forecast,0.0,,0.0
150171_202510_HU,2025-10-01,2025,10,15,150171,HU001,HU,Hungary,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,1351.0,7.322510433997394,Very High,Supply Growth_Major MCO,Supply Growth_Major MCO_Very High,1513.9961094000244,1514.1818181818182,1512.775861291486,1513.4838095238097,1513.4838095238097,rf_forecast,0.0,,0.0
150172_202510_IT,2025-10-01,2025,10,15,150172,IT001,IT,Italy,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1038.0,6.77078942390898,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,869.5048989326572,869.0769230769231,869.9603649120751,870.8453703703705,870.8453703703705,rf_forecast,0.0,,0.0
150173_202510_IT,2025-10-01,2025,10,15,150173,IT001,IT,Italy,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,27426.0,10.006675710332297,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,22146.225916960884,22149.0,22125.859166666665,22184.32222222222,22146.225916960884,gb_forecast,0.0,,0.0
150174_202510_SA,2025-10-01,2025,10,15,150174,SA001,SA,Saudi Arabia,Key Markets,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,257.0,4.564348191467836,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,94.58057867379956,95.74489795918367,95.47629120269885,95.0,95.0,rf_forecast,0.0,,0.0
150175_202510_SA,2025-10-01,2025,10,15,150175,SA001,SA,Saudi Arabia,Key Markets,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,13536.0,8.701346403039162,Extreme High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Extreme High,6007.587653580218,6009.2,6008.402302330022,6008.555555555556,6009.2,ada_forecast,0.0,,0.0
150150_202510_JP,2025-10-01,2025,10,15,150150,JP001,JP,Japan,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,13670.0,9.407960966059306,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,12194.453084612855,12202.333333333334,12197.683333333332,12199.077777777778,12194.453084612855,gb_forecast,0.0,,0.0
150151_202510_FR,2025-10-01,2025,10,15,150151,FR001,FR,France,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,99.0,4.927253685157205,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,138.9751874356704,136.47826086956522,136.60591564873613,137.01111111111112,137.01111111111112,rf_forecast,0.0,,0.0
150152_202510_JP,2025-10-01,2025,10,15,150152,JP001,JP,Japan,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,16575.0,9.75423319944637,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,17238.713726867572,17256.5,17277.204999999998,17249.911111111112,17238.713726867572,gb_forecast,0.0,,0.0
150186_202510_RU,2025-10-01,2025,10,15,150186,RU001,RU,Russia,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,0.0,7.175489713624222,Very High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very High,1310.8228131043654,1307.875,1309.1420231803081,1306.6970370370368,1306.6970370370368,rf_forecast,0.0,,0.0
150187_202510_RU,2025-10-01,2025,10,15,150187,RU001,RU,Russia,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,0.0,8.73020559553099,Extreme High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Extreme High,6185.682792976857,6171.0,6174.327499999999,6177.122222222222,6171.0,ada_forecast,0.0,,0.0
150177_202510_JP,2025-10-01,2025,10,15,150177,JP001,JP,Japan,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,182884.0,12.192353973389237,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,197387.52713556436,197274.0,194096.65916666668,196360.1,197387.52713556436,gb_forecast,0.0,,0.0
150178_202510_ZA,2025-10-01,2025,10,15,150178,ZA001,ZA,South Africa,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,47.0,1.6094379124341003,Very Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very Low,4.411315115950246,4.0,4.851649900690053,4.0,4.0,rf_forecast,0.0,,0.0
150181_202510_HU,2025-10-01,2025,10,15,150181,HU001,HU,Hungary,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,39.0,3.912023005428146,Mid,Supply Growth_Major MCO,Supply Growth_Major MCO_Mid,49.708226828201454,49.28387096774193,48.95018552591473,49.0,49.0,rf_forecast,0.0,,0.0
900001_202510_TW,2025-10-01,2025,10,9,900001,TW001,TW,Taiwan,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,425.0,6.102558594613569,High,Secure_Regular MCO,Secure_Regular MCO_High,444.8975470649987,445.43333333333334,447.53956176936464,446.01320346320347,446.01320346320347,rf_forecast,0.0,,0.0
900002_202510_AU,2025-10-01,2025,10,9,900002,AU001,AU,Australia,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,13.0,6.212606095751519,High,Secure_Regular MCO,Secure_Regular MCO_High,497.46125552163926,499.6,499.6192779423433,498.00861952861953,498.00861952861953,rf_forecast,0.0,,0.0
900002_202510_NZ,2025-10-01,2025,10,9,900002,NZ001,NZ,New Zealand,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,487.0,2.5649493574615367,Low,Secure_Regular MCO,Secure_Regular MCO_Low,12.268013271653256,12.0,11.761745593932302,12.0,12.0,rf_forecast,0.0,,0.0
900003_202510_KR,2025-10-01,2025,10,9,900003,KR001,KR,Korea,International,Major MCO,Secure,Auto Piloted,Secure_Major MCO,450.0,6.2166061010848646,High,Secure_Major MCO,Secure_Major MCO_High,500.7373202672414,499.85714285714283,500.62659275715816,499.9999434631328,499.9999434631328,rf_forecast,0.0,,0.0
900004_202510_HK,2025-10-01,2025,10,9,900004,HK001,HK,Hong Kong,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,10.0,2.4849066497880004,Low,Secure_Regular MCO,Secure_Regular MCO_Low,11.32061895258975,11.073313782991203,11.027734597954375,11.0,11.0,rf_forecast,0.0,,0.0
900007_202510_ZA,2025-10-01,2025,10,9,900007,ZA001,ZA,South Africa,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,79.0,3.871201010907891,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,46.96611130643479,46.92741935483871,47.29817987662722,47.0,47.0,rf_forecast,0.0,,0.0
900009_202510_JP,2025-10-01,2025,10,9,900009,JP001,JP,Japan,Key Markets,Top MCO,Secure,Platinum,Secure_Top MCO,998.0,7.083387847625295,Very High,Secure_Top MCO,Secure_Top MCO_Very High,1190.2396793599553,1192.0,1193.066729765303,1191.6249779541447,1191.6249779541447,rf_forecast,0.0,,0.0
400001_202510_AU,2025-10-01,2025,10,4,400001,AU001,AU,Australia,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,327.0,5.298317366548036,High,Secure_Regular MCO,Secure_Regular MCO_High,199.1912375216653,200.21138211382114,200.08340513839278,198.9974358974359,198.9974358974359,rf_forecast,0.0,,0.0
400003_202510_AU,2025-10-01,2025,10,4,400003,AU001,AU,Australia,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,160.0,4.330733340286331,Mid High,Secure_Regular MCO,Secure_Regular MCO_Mid High,74.39009556119224,75.47058823529412,75.34009657770324,75.0,75.0,rf_forecast,0.0,,0.0
400005_202510_AU,2025-10-01,2025,10,4,400005,AU001,AU,Australia,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,228.0,5.66988092298052,High,Secure_Regular MCO,Secure_Regular MCO_High,291.3418723806224,288.8695652173913,288.0607532996196,289.0148148148148,289.0148148148148,rf_forecast,0.0,,0.0
400006_202510_US,2025-10-01,2025,10,4,400006,US001,US,United States,North America,Top MCO,Secure,Platinum,Secure_Top MCO,887.0,6.8679744089702925,Very High,Secure_Top MCO,Secure_Top MCO_Very High,960.3500332070603,959.9090909090909,960.5964402182739,960.0243885435553,960.0243885435553,rf_forecast,0.0,,0.0
400009_202510_US,2025-10-01,2025,10,4,400009,US001,US,United States,North America,Top MCO,Secure,Platinum,Secure_Top MCO,97.0,3.5263605246161616,Mid,Secure_Top MCO,Secure_Top MCO_Mid,32.861394791444994,32.84313725490196,32.66195676840467,33.0,33.0,rf_forecast,0.0,,0.0
