gmid_key,date,year,month,product_family,gmid,loc,country,market,geography,market_segmentation,pf_segmentation,gmid_segmentation,seg_combo,forecast_lag_3,log_sales,log_segment,seg_combo_lag,model_segment,gb_forecast,ada_forecast,bag_forecast,rf_forecast,final_forecast,final_best_model,absolute_error,mape,sales
160017_202602_CH,2026-02-01,2026,2,16,160017,CH001,CH,Switzerland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,69.0,4.143134726391533,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,63.11007966819232,62.596774193548384,62.41334167219071,62.0,62.0,rf_forecast,0.0,,0.0
160018_202602_CH,2026-02-01,2026,2,16,160018,CH001,CH,Switzerland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,100.0,4.110873864173311,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,60.02965526434394,59.92307692307692,59.99299414336605,60.0,60.0,rf_forecast,0.0,,0.0
160019_202602_FR,2026-02-01,2026,2,16,160019,FR001,FR,France,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1409.0,7.418180822726788,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1669.6403630624181,1667.388888888889,1665.5059048875962,1664.8555555555556,1664.8555555555556,rf_forecast,0.0,,0.0
160020_202602_FR,2026-02-01,2026,2,16,160020,FR001,FR,France,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2066.0,7.77779262633883,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2384.9833953023403,2384.4444444444443,2385.175616883117,2385.65,2384.9833953023403,gb_forecast,0.0,,0.0
160021_202602_BE,2026-02-01,2026,2,16,160021,BE001,BE,Belgium,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,130.0,5.123963979403259,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,165.51987713666526,166.70149253731344,167.47674957702824,167.0,167.0,rf_forecast,0.0,,0.0
160021_202602_NL,2026-02-01,2026,2,16,160021,NL001,NL,Netherlands,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,184.0,4.7535901911063645,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,114.8992396807072,115.4931506849315,114.8864541517496,115.0,115.0,rf_forecast,0.0,,0.0
160022_202602_BE,2026-02-01,2026,2,16,160022,BE001,BE,Belgium,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,215.0,4.804021044733257,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,121.33079494970596,120.416,120.56731782106809,121.0,121.0,rf_forecast,0.0,,0.0
160022_202602_NL,2026-02-01,2026,2,16,160022,NL001,NL,Netherlands,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,122.0,5.214935757608986,High,Supply Growth_Top MCO,Supply Growth_Top MCO_High,181.65174777796128,182.8918918918919,181.75173578214623,183.01111111111112,183.01111111111112,rf_forecast,0.0,,0.0
160023_202602_CZ,2026-02-01,2026,2,16,160023,CZ001,CZ,Czech Republic,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,80.0,5.805134968916488,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,332.82078572951485,331.0,331.4590587311118,330.9892504409171,330.9892504409171,rf_forecast,0.0,,0.0
160023_202602_PL,2026-02-01,2026,2,16,160023,PL001,PL,Poland,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,380.0,4.499809670330265,Mid High,Supply Growth_Major MCO,Supply Growth_Major MCO_Mid High,89.4160752675403,88.92207792207792,89.51846168587845,89.0,89.0,rf_forecast,0.0,,0.0
160024_202602_CZ,2026-02-01,2026,2,16,160024,CZ001,CZ,Czech Republic,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,40.0,5.802118375377063,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,328.767216181704,330.60526315789474,331.4590587311118,330.00351294903925,330.00351294903925,rf_forecast,0.0,,0.0
160024_202602_PL,2026-02-01,2026,2,16,160024,PL001,PL,Poland,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,299.0,3.9889840465642745,Mid,Supply Growth_Major MCO,Supply Growth_Major MCO_Mid,53.17430448977151,52.857142857142854,52.819009339051796,53.0,53.0,rf_forecast,0.0,,0.0
160025_202602_IT,2026-02-01,2026,2,16,160025,IT001,IT,Italy,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1892.0,7.411556287811163,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1652.9638307807766,1654.0,1654.35094417429,1654.233492063492,1654.233492063492,rf_forecast,0.0,,0.0
160026_202602_IT,2026-02-01,2026,2,16,160026,IT001,IT,Italy,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1359.0,7.286191714702382,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1456.0287538007249,1457.0,1459.4265874465195,1459.4674074074073,1459.4674074074073,rf_forecast,0.0,,0.0
160029_202602_BR,2026-02-01,2026,2,16,160029,BR001,BR,Brazil,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,1038.0,7.513163545234075,Extreme High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Extreme High,1830.4057222825957,1832.6,1832.3136429871297,1830.8809259259258,1832.6,ada_forecast,0.0,,0.0
160030_202602_TW,2026-02-01,2026,2,16,160030,TW001,TW,Taiwan,Greater China,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,90.0,5.030437921392435,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,152.19460841160122,151.21311475409837,151.34074235032796,152.0,152.0,rf_forecast,0.0,,0.0
160031_202602_CY,2026-02-01,2026,2,16,160031,CY001,CY,Cyprus,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,66.0,3.044522437723423,Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Low,20.247360427203166,20.0,20.11260919327745,20.0,20.0,rf_forecast,0.0,,0.0
160031_202602_GR,2026-02-01,2026,2,16,160031,GR001,GR,Greece,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,0.0,4.8283137373023015,Mid High,Supply Growth_Major MCO,Supply Growth_Major MCO_Mid High,125.66889883628542,124.62820512820512,124.46800300925659,124.0,124.0,rf_forecast,0.0,,0.0
160032_202602_CY,2026-02-01,2026,2,16,160032,CY001,CY,Cyprus,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,68.0,3.4339872044851463,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,29.697357405733747,29.92982456140351,29.90256153665074,30.0,30.0,rf_forecast,0.0,,0.0
160033_202602_ES,2026-02-01,2026,2,16,160033,ES001,ES,Spain,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,1728.0,7.478734825567875,Very High,Supply Growth_Top MCO,Supply Growth_Top MCO_Very High,1763.3496576426703,1767.5,1769.1014301874595,1769.7674338624338,1769.7674338624338,rf_forecast,0.0,,0.0
160034_202602_ES,2026-02-01,2026,2,16,160034,ES001,ES,Spain,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2695.0,7.836369760545124,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,2528.49156354661,2528.375,2525.3405952380954,2529.549285714286,2528.49156354661,gb_forecast,0.0,,0.0
160035_202602_PT,2026-02-01,2026,2,16,160035,PT001,PT,Portugal,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,30.0,3.912023005428146,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,49.708226828201454,49.28387096774193,48.95018552591473,49.0,49.0,rf_forecast,0.0,,0.0
160036_202602_PT,2026-02-01,2026,2,16,160036,PT001,PT,Portugal,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,30.0,4.04305126783455,Mid,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid,56.236528634762266,55.93333333333333,56.055781288427454,56.0,56.0,rf_forecast,0.0,,0.0
160037_202602_MX,2026-02-01,2026,2,16,160037,MX001,MX,Mexico,International,Regular MCO,Supply Growth,Auto Piloted,Supply Growth_Regular MCO,31.0,4.3694478524670215,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,78.49870681557323,77.55,78.16363874730828,78.0,78.0,rf_forecast,0.0,,0.0
160038_202602_MX,2026-02-01,2026,2,16,160038,MX001,MX,Mexico,International,Regular MCO,Supply Growth,Auto Piloted,Supply Growth_Regular MCO,61.0,2.302585092994046,Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Low,9.347273659926127,9.577114427860696,8.394601990468976,9.0,9.0,rf_forecast,0.0,,0.0
160039_202602_AE,2026-02-01,2026,2,16,160039,AE002,AE,United Arab Emirates,Key Markets,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,25.0,3.044522437723423,Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Low,20.247360427203166,20.0,20.11260919327745,20.0,20.0,rf_forecast,0.0,,0.0
160040_202602_SA,2026-02-01,2026,2,16,160040,SA001,SA,Saudi Arabia,Key Markets,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,0.0,4.9344739331306915,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,138.98921993242664,138.72222222222223,138.33063547367607,138.00533333333334,138.00533333333334,rf_forecast,0.0,,0.0
160041_202602_AR,2026-02-01,2026,2,16,160041,AR001,AR,Argentina,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,583.0,5.924255797414532,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,372.99163643446093,373.09090909090907,373.2751680881114,372.99703703703693,372.99703703703693,rf_forecast,0.0,,0.0
160042_202602_AR,2026-02-01,2026,2,16,160042,AR001,AR,Argentina,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,164.0,5.54907608489522,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,256.3214251848472,255.75862068965517,256.95339158848407,256.00555555555553,256.00555555555553,rf_forecast,0.0,,0.0
160047_202602_HK,2026-02-01,2026,2,16,160047,HK001,HK,Hong Kong,Greater China,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,165.0,5.552959584921617,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,256.57054702109866,256.1666666666667,257.71664996728725,256.99444444444447,256.99444444444447,rf_forecast,0.0,,0.0
160048_202602_HK,2026-02-01,2026,2,16,160048,HK001,HK,Hong Kong,Greater China,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,128.0,4.912654885736052,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,134.99912988605837,135.28846153846155,134.67968280998417,135.0,135.0,rf_forecast,0.0,,0.0
160050_202602_SG,2026-02-01,2026,2,16,160050,SG002,SG,Singapore,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,45.0,3.6888794541139363,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,39.477103367050454,39.73939393939394,39.92851062530165,39.0,39.0,rf_forecast,0.0,,0.0
160051_202602_SG,2026-02-01,2026,2,16,160051,SG002,SG,Singapore,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,50.0,4.110873864173311,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,60.02965526434394,59.92307692307692,59.99299414336605,60.0,60.0,rf_forecast,0.0,,0.0
160053_202602_TR,2026-02-01,2026,2,16,160053,TR001,TR,Turkey,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,20.0,1.6094379124341003,Very Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very Low,4.411315115950246,4.0,4.851649900690053,4.0,4.0,rf_forecast,0.0,,0.0
160054_202602_JP,2026-02-01,2026,2,16,160054,JP001,JP,Japan,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,5110.0,8.701512750872865,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,6009.144846312885,6009.666666666667,6008.778691218911,6010.849206349206,6009.144846312885,gb_forecast,0.0,,0.0
160055_202602_JP,2026-02-01,2026,2,16,160055,JP001,JP,Japan,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,3959.0,8.524367395164237,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,5034.135649071401,5033.0,5032.058750000001,5030.511111111111,5034.135649071401,gb_forecast,0.0,,0.0
160059_202602_RU,2026-02-01,2026,2,16,160059,RU001,RU,Russia,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,0.0,5.44673737166631,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,231.03534790228227,230.86885245901638,230.98606954473343,231.0,231.0,rf_forecast,0.0,,0.0
160060_202602_RU,2026-02-01,2026,2,16,160060,RU001,RU,Russia,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,520.0,6.48768401848461,High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_High,656.003467638887,656.9,657.2188504207279,655.9645454545455,655.9645454545455,rf_forecast,0.0,,0.0
160061_202602_CN,2026-02-01,2026,2,16,160061,CN001,CN,China,Greater China,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,0.0,5.926926025970411,High,Supply Growth_Top MCO,Supply Growth_Top MCO_High,374.7544885507332,374.32142857142856,374.011957416669,374.0333796296296,374.0333796296296,rf_forecast,0.0,,0.0
600014_202602_PY,2026-02-01,2026,2,6,600014,PY001,PY,Paraguay,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,646.0,6.352629396319567,High,Secure_Regular MCO,Secure_Regular MCO_High,572.2360332555032,572.96,573.7929037425884,572.9853350970017,572.9853350970017,rf_forecast,0.0,,0.0
600039_202602_AE,2026-02-01,2026,2,6,600039,AE002,AE,United Arab Emirates,Key Markets,Regular MCO,Secure,Gold,Secure_Regular MCO,500.0,6.516193076042964,Very High,Secure_Regular MCO,Secure_Regular MCO_Very High,676.0636560263755,675.85,676.9675091961268,675.0805952380953,675.0805952380953,rf_forecast,0.0,,0.0
600039_202602_BH,2026-02-01,2026,2,6,600039,BH001,BH,Bahrain,Key Markets,Regular MCO,Secure,Gold,Secure_Regular MCO,2600.0,4.394449154672439,Mid High,Secure_Regular MCO,Secure_Regular MCO_Mid High,80.08637928245422,80.21774193548387,80.23337105664955,80.0,80.0,rf_forecast,0.0,,0.0
100001_202602_AU,2026-02-01,2026,2,1,100001,AU001,AU,Australia,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,39.0,3.7376696182833684,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,41.634901691317026,40.29385964912281,40.184645553849336,41.0,41.0,rf_forecast,0.0,,0.0
100004_202602_NZ,2026-02-01,2026,2,1,100004,NZ001,NZ,New Zealand,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,38.0,2.70805020110221,Low,Secure_Regular MCO,Secure_Regular MCO_Low,14.275094386512988,14.454545454545455,13.99804693509283,14.0,14.0,rf_forecast,0.0,,0.0
100005_202602_NZ,2026-02-01,2026,2,1,100005,NZ001,NZ,New Zealand,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,74.0,3.9512437185814275,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,51.3212198231864,50.495049504950494,50.90971045006283,51.0,51.0,rf_forecast,0.0,,0.0
100017_202602_TW,2026-02-01,2026,2,1,100017,TW001,TW,Taiwan,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,262.0,5.831882477283517,High,Secure_Regular MCO,Secure_Regular MCO_High,339.48129604922997,339.8139534883721,339.2348581023544,339.99693251354125,339.99693251354125,rf_forecast,0.0,,0.0
100019_202602_HK,2026-02-01,2026,2,1,100019,HK001,HK,Hong Kong,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,180.0,5.480638923341991,High,Secure_Regular MCO,Secure_Regular MCO_High,238.1209255584674,239.7391304347826,239.52996133586475,238.99722222222223,238.99722222222223,rf_forecast,0.0,,0.0
200013_202602_US,2026-02-01,2026,2,2,200013,US001,US,United States,North America,Top MCO,Supply Growth,Auto Piloted,Supply Growth_Top MCO,0.0,2.0794415416798357,Low,Supply Growth_Top MCO,Supply Growth_Top MCO_Low,7.457673856521417,7.00354609929078,7.302926404678227,7.0,7.0,rf_forecast,0.0,,0.0
300002_202602_DE,2026-02-01,2026,2,3,300002,DE001,DE,Germany,Key Markets,Top MCO,Secure,Platinum,Secure_Top MCO,2.0,3.5553480614894135,Mid,Secure_Top MCO,Secure_Top MCO_Mid,34.838846920273774,33.93984962406015,33.68842826525144,34.0,34.0,rf_forecast,0.0,,0.0
700013_202602_AU,2026-02-01,2026,2,7,700013,AU001,AU,Australia,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,33.0,3.4657359027997265,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,32.46902274738881,30.811764705882354,30.911979105286814,31.0,31.0,rf_forecast,0.0,,0.0
800022_202602_IQ,2026-02-01,2026,2,8,800022,IQ001,IQ,Iraq,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,0.0,8.016647877057803,Extreme High,Secure_Regular MCO,Secure_Regular MCO_Extreme High,3025.8886431997557,3030.6,3030.3582030877624,3029.9870370370377,3025.8886431997557,gb_forecast,0.0,,0.0
800049_202602_PY,2026-02-01,2026,2,8,800049,PY001,PY,Paraguay,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,1050.0,7.554334823725748,Extreme High,Secure_Regular MCO,Secure_Regular MCO_Extreme High,1905.993209649298,1906.888888888889,1903.1478517727962,1907.7623544973549,1905.993209649298,gb_forecast,0.0,,0.0
800065_202602_AR,2026-02-01,2026,2,8,800065,AR001,AR,Argentina,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,2100.0,7.5688956634069955,Extreme High,Secure_Regular MCO,Secure_Regular MCO_Extreme High,1937.3158424254927,1934.0,1933.8828675362304,1935.8764814814815,1937.3158424254927,gb_forecast,0.0,,0.0
150022_202602_CH,2026-02-01,2026,2,15,150022,CH001,CH,Switzerland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,2073.0,7.5953872788539725,Extreme High,Supply Growth_Top MCO,Supply Growth_Top MCO_Extreme High,1986.95852544611,1989.4285714285713,1988.4640180186918,1988.1823544973547,1986.95852544611,gb_forecast,0.0,,0.0
150023_202602_SG,2026-02-01,2026,2,15,150023,SG002,SG,Singapore,International,Regular MCO,Supply Growth,Gold,Supply Growth_Regular MCO,0.0,3.9318256327243257,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,50.238687610008384,49.97945205479452,50.02935597006421,50.0,50.0,rf_forecast,0.0,,0.0
150046_202602_CH,2026-02-01,2026,2,15,150046,CH001,CH,Switzerland,Key Markets,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,176.0,5.123963979403259,Mid High,Supply Growth_Top MCO,Supply Growth_Top MCO_Mid High,165.51987713666526,166.70149253731344,167.47674957702824,167.0,167.0,rf_forecast,0.0,,0.0
150083_202602_RU,2026-02-01,2026,2,15,150083,RU001,RU,Russia,International,Regular MCO,Supply Growth,Auto Piloted,Supply Growth_Regular MCO,7057.0,6.831953565565855,Very High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Very High,927.8851087655645,927.2,927.2845986778982,926.163002645503,926.163002645503,rf_forecast,0.0,,0.0
400019_202602_TW,2026-02-01,2026,2,4,400019,TW001,TW,Taiwan,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,1000.0,6.133398042996649,High,Secure_Regular MCO,Secure_Regular MCO_High,460.34324871513536,458.85185185185185,458.19229227050147,460.05395807895815,460.05395807895815,rf_forecast,0.0,,0.0
400022_202602_HK,2026-02-01,2026,2,4,400022,HK001,HK,Hong Kong,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,1037.0,7.1693500166706,Very High,Secure_Regular MCO,Secure_Regular MCO_Very High,1300.1784914018974,1301.5833333333333,1299.6439269819743,1300.1227777777779,1300.1227777777779,rf_forecast,0.0,,0.0
400044_202602_TW,2026-02-01,2026,2,4,400044,TW001,TW,Taiwan,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,0.0,3.5553480614894135,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,34.838846920273774,33.93984962406015,33.68842826525144,34.0,34.0,rf_forecast,0.0,,0.0
170007_202602_RU,2026-02-01,2026,2,17,170007,RU001,RU,Russia,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,10.0,5.75890177387728,High,Secure_Regular MCO,Secure_Regular MCO_High,317.14394470504647,315.45,315.36794858967943,316.0111111111111,316.0111111111111,rf_forecast,0.0,,0.0
170043_202602_SA,2026-02-01,2026,2,17,170043,SA001,SA,Saudi Arabia,Key Markets,Regular MCO,Secure,Platinum,Secure_Regular MCO,0.0,3.9318256327243257,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,50.238687610008384,49.97945205479452,50.02935597006421,50.0,50.0,rf_forecast,0.0,,0.0
170045_202602_DZ,2026-02-01,2026,2,17,170045,DZ001,DZ,Algeria,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,705.0,6.375024819828097,High,Secure_Regular MCO,Secure_Regular MCO_High,587.8670967914228,586.2142857142857,585.9117883021144,585.9657495590827,585.9657495590827,rf_forecast,0.0,,0.0
170052_202602_MY,2026-02-01,2026,2,17,170052,MY001,MY,Malaysia,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,0.0,1.6094379124341003,Very Low,Secure_Regular MCO,Secure_Regular MCO_Very Low,4.411315115950246,4.0,4.851649900690053,4.0,4.0,rf_forecast,0.0,,0.0
140055_202602_AR,2026-02-01,2026,2,14,140055,AR001,AR,Argentina,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,46.0,0.6931471805599453,Very Low,Secure_Regular MCO,Secure_Regular MCO_Very Low,1.8195315185261933,1.5657142857142856,2.0764190571482755,1.0,1.0,rf_forecast,0.0,,0.0
110017_202602_CH,2026-02-01,2026,2,11,110017,CH001,CH,Switzerland,Key Markets,Top MCO,Secure,Platinum,Secure_Top MCO,720.0,6.12029741895095,High,Secure_Top MCO,Secure_Top MCO_High,454.1389557596211,453.7692307692308,455.3561022385278,453.96428571428567,453.96428571428567,rf_forecast,0.0,,0.0
110040_202602_JO,2026-02-01,2026,2,11,110040,JO001,JO,Jordan,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,400.0,6.90875477931522,Very High,Secure_Regular MCO,Secure_Regular MCO_Very High,1000.0113357068122,1000.1590909090909,1000.855986977039,999.9922744843493,999.9922744843493,rf_forecast,0.0,,0.0
130013_202602_KW,2026-02-01,2026,2,13,130013,KW001,KW,Kuwait,Key Markets,Regular MCO,Secure,Platinum,Secure_Regular MCO,144.0,3.9318256327243257,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,50.238687610008384,49.97945205479452,50.02935597006421,50.0,50.0,rf_forecast,0.0,,0.0
130013_202602_RU,2026-02-01,2026,2,13,130013,RU001,RU,Russia,International,Regular MCO,Secure,Platinum,Secure_Regular MCO,0.0,5.389071729816501,High,Secure_Regular MCO,Secure_Regular MCO_High,218.81523991730194,219.07692307692307,218.01879101820245,217.99686868686868,217.99686868686868,rf_forecast,0.0,,0.0
130017_202602_CN,2026-02-01,2026,2,13,130017,CN001,CN,China,Greater China,Top MCO,Secure,Auto Piloted,Secure_Top MCO,13.0,2.6390573296152584,Low,Secure_Top MCO,Secure_Top MCO_Low,13.42189851450044,12.398876404494382,13.143845029407526,13.0,13.0,rf_forecast,0.0,,0.0
160032_202602_GR,2026-02-01,2026,2,16,160032,GR001,GR,Greece,International,Major MCO,Supply Growth,Platinum,Supply Growth_Major MCO,134.0,4.290459441148391,Mid High,Supply Growth_Major MCO,Supply Growth_Major MCO_Mid High,72.4553772831398,72.16216216216216,71.79570753517427,72.0,72.0,rf_forecast,0.0,,0.0
160058_202602_RU,2026-02-01,2026,2,16,160058,RU001,RU,Russia,International,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,278.0,5.135798437050262,Mid High,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid High,169.88699013210254,169.71186440677965,168.27085621796945,168.99711934156377,168.99711934156377,rf_forecast,0.0,,0.0
600032_202602_BR,2026-02-01,2026,2,6,600032,BR001,BR,Brazil,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,0.0,5.54907608489522,High,Secure_Regular MCO,Secure_Regular MCO_High,256.3214251848472,255.75862068965517,256.95339158848407,256.00555555555553,256.00555555555553,rf_forecast,0.0,,0.0
600039_202602_SA,2026-02-01,2026,2,6,600039,SA001,SA,Saudi Arabia,Key Markets,Regular MCO,Secure,Platinum,Secure_Regular MCO,0.0,6.343880434126331,High,Secure_Regular MCO,Secure_Regular MCO_High,568.0124350602003,567.875,568.3354104369,568.1222619047619,568.1222619047619,rf_forecast,0.0,,0.0
100006_202602_NZ,2026-02-01,2026,2,1,100006,NZ001,NZ,New Zealand,International,Regular MCO,Secure,Auto Piloted,Secure_Regular MCO,20.0,3.367295829986474,Mid,Secure_Regular MCO,Secure_Regular MCO_Mid,28.133078949370613,27.92391304347826,27.919234246229575,28.0,28.0,rf_forecast,0.0,,0.0
100018_202602_HK,2026-02-01,2026,2,1,100018,HK001,HK,Hong Kong,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,600.0,5.564520407322694,High,Secure_Regular MCO,Secure_Regular MCO_High,259.41615912334163,259.8157894736842,259.19804034234784,260.0043471853816,260.0043471853816,rf_forecast,0.0,,0.0
300007_202602_TW,2026-02-01,2026,2,3,300007,TW001,TW,Taiwan,Greater China,Regular MCO,Secure,Gold,Secure_Regular MCO,415.0,2.4849066497880004,Low,Secure_Regular MCO,Secure_Regular MCO_Low,11.32061895258975,11.073313782991203,11.027734597954375,11.0,11.0,rf_forecast,0.0,,0.0
700019_202602_IT,2026-02-01,2026,2,7,700019,IT001,IT,Italy,Key Markets,Top MCO,Secure,Platinum,Secure_Top MCO,135.0,5.030437921392435,Mid High,Secure_Top MCO,Secure_Top MCO_Mid High,152.20864090835747,151.21311475409837,151.34074235032796,152.0,152.0,rf_forecast,0.0,,0.0
800043_202602_TN,2026-02-01,2026,2,8,800043,TN001,TN,Tunisia,International,Regular MCO,Secure,Gold,Secure_Regular MCO,236.0,4.442651256490317,Mid High,Secure_Regular MCO,Secure_Regular MCO_Mid High,84.3481002212753,84.36585365853658,84.05789797586277,84.0,84.0,rf_forecast,0.0,,0.0
150067_202602_CA,2026-02-01,2026,2,15,150067,CA001,CA,Canada,North America,Top MCO,Supply Growth,Platinum,Supply Growth_Top MCO,0.0,0.6931471805599453,Very Low,Supply Growth_Top MCO,Supply Growth_Top MCO_Very Low,1.8195315185261933,1.5657142857142856,2.0764190571482755,1.0,1.0,rf_forecast,0.0,,0.0
150110_202602_OM,2026-02-01,2026,2,15,150110,OM001,OM,Oman,Key Markets,Regular MCO,Supply Growth,Auto Piloted,Supply Growth_Regular MCO,23.0,3.258096538021482,Mid,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Mid,24.671954283108416,24.856287425149702,24.924826203418355,25.0,25.0,rf_forecast,0.0,,0.0
150183_202602_QA,2026-02-01,2026,2,15,150183,QA001,QA,Qatar,Key Markets,Regular MCO,Supply Growth,Platinum,Supply Growth_Regular MCO,0.0,2.3978952727983707,Low,Supply Growth_Regular MCO,Supply Growth_Regular MCO_Low,10.33832667537623,10.0,10.437219568778586,10.0,10.0,rf_forecast,0.0,,0.0
