month,year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
5,25,15,150114,FR001,FR,820,560.2049174,31.70%,0.02%,0.10%,259.7950826,-259.7950826
5,25,15,150114,FR003,FR,1,8.438776277,743.90%,0.00%,0.00%,7.438776277,7.438776277
5,25,15,150115,AR001,AR,"1,464",1452,0.80%,0.00%,0.00%,12,-12
5,25,15,150117,AR001,AR,98,55,43.90%,0.00%,0.00%,43,-43
5,25,15,150161,TR001,TR,"1,610",1639,1.80%,0.00%,0.00%,29,29
5,25,15,150118,GB001,GB,0,4.75,,0.00%,0.00%,4.75,4.75
5,25,15,150118,IE001,IE,6,2.096407625,65.10%,0.00%,0.00%,3.903592375,-3.903592375
5,25,15,150119,GB001,GB,13,37.55499479,188.90%,0.00%,0.00%,24.55499479,24.55499479
5,25,15,150119,IE001,IE,45,50.92857143,13.20%,0.00%,0.00%,5.928571429,5.928571429
5,25,15,150120,GB001,GB,7,15,114.30%,0.00%,0.00%,8,8
5,25,15,150120,IE001,IE,143,128.8111843,9.90%,0.00%,0.00%,14.1888157,-14.1888157
5,25,15,150120,NL001,NL,"1,118",1015,9.20%,0.01%,0.00%,103,-103
5,25,15,150121,GB001,GB,101,150,48.50%,0.00%,0.00%,49,49
5,25,15,150121,IE001,IE,"1,366",1091.673049,20.10%,0.02%,0.10%,274.3269512,-274.3269512
5,25,15,150121,NL001,NL,"2,738",5262,92.20%,0.17%,1.00%,2524,2524
5,25,15,150122,ES001,ES,"2,488",2379.91938,4.30%,0.01%,0.00%,108.08062,-108.08062
5,25,15,150123,ES001,ES,"17,366",17679.27964,1.80%,0.02%,0.10%,313.2796355,313.2796355
5,25,15,150124,AT001,AT,230,197.7765566,14.00%,0.00%,0.00%,32.22344345,-32.22344345
5,25,15,150124,DE001,DE,413,416.6935746,0.90%,0.00%,0.00%,3.693574603,3.693574603
5,25,15,150125,AT001,AT,"6,846",7357.109577,7.50%,0.03%,0.20%,511.1095775,511.1095775
5,25,15,150125,DE001,DE,"2,845",2580.193522,9.30%,0.02%,0.10%,264.8064781,-264.8064781
5,25,15,150126,DE001,DE,770,824.760715,7.10%,0.00%,0.00%,54.76071501,54.76071501
5,25,15,150127,DE001,DE,"9,840",10857.23019,10.30%,0.07%,0.40%,1017.230194,1017.230194
5,25,15,150128,HK001,HK,216,121,44.00%,0.01%,0.00%,95,-95
5,25,15,150129,HK001,HK,"1,115",1145,2.70%,0.00%,0.00%,30,30
5,25,15,150135,TW001,TW,255,200,21.60%,0.00%,0.00%,55,-55
5,25,15,150162,CA001,CA,"13,743",8864,35.50%,0.32%,1.90%,4879,-4879
5,25,15,150163,CA001,CA,"1,684",1011,40.00%,0.04%,0.30%,673,-673
5,25,15,150136,GB001,GB,"16,113",15016.92156,6.80%,0.07%,0.40%,1096.078444,-1096.078444
5,25,15,150164,GB001,GB,"2,704",2550.295269,5.70%,0.01%,0.10%,153.7047306,-153.7047306
5,25,15,150137,DK001,DK,"1,702",1398.796562,17.80%,0.02%,0.10%,303.2034376,-303.2034376
5,25,15,150137,IS001,IS,80,70.07965868,12.40%,0.00%,0.00%,9.92034132,-9.92034132
5,25,15,150137,NO001,NO,"1,694",1449.364269,14.40%,0.02%,0.10%,244.6357306,-244.6357306
5,25,15,150138,DK001,DK,83,61.24205137,26.20%,0.00%,0.00%,21.75794863,-21.75794863
5,25,15,150138,IS001,IS,150,115.5542728,23.00%,0.00%,0.00%,34.44572719,-34.44572719
5,25,15,150138,NO001,NO,187,140,25.10%,0.00%,0.00%,47,-47
5,25,15,150139,FR001,FR,"29,564",25614.96713,13.40%,0.26%,1.50%,3949.032874,-3949.032874
5,25,15,150139,FR003,FR,306,546.6485413,78.60%,0.02%,0.10%,240.6485413,240.6485413
5,25,15,150140,FR001,FR,"2,425",2126.976143,12.30%,0.02%,0.10%,298.0238568,-298.0238568
5,25,15,150140,FR003,FR,53,92.80350755,75.10%,0.00%,0.00%,39.80350755,39.80350755
5,25,15,150141,PT001,PT,"2,908",2704.670864,7.00%,0.01%,0.10%,203.3291359,-203.3291359
5,25,15,150142,PT001,PT,262,192.2507527,26.60%,0.00%,0.00%,69.74924725,-69.74924725
5,25,15,150143,CZ001,CZ,"1,141",1699,48.90%,0.04%,0.20%,558,558
5,25,15,150143,PL001,PL,327,493,50.80%,0.01%,0.10%,166,166
5,25,15,150144,CZ001,CZ,86,220,155.80%,0.01%,0.10%,134,134
5,25,15,150144,PL001,PL,67,32,52.20%,0.00%,0.00%,35,-35
5,25,15,150165,CH001,CH,"2,808",2796.382515,0.40%,0.00%,0.00%,11.61748514,-11.61748514
5,25,15,150166,CH001,CH,277,218.8199695,21.00%,0.00%,0.00%,58.18003049,-58.18003049
5,25,15,150145,BE001,BE,125,66,47.20%,0.00%,0.00%,59,-59
5,25,15,150146,BE001,BE,133,85.29844094,35.90%,0.00%,0.00%,47.70155906,-47.70155906
5,25,15,150147,BE001,BE,919,600,34.70%,0.02%,0.10%,319,-319
5,25,15,150148,BE001,BE,641,602.9802807,5.90%,0.00%,0.00%,38.01971926,-38.01971926
5,25,15,150167,RO001,RO,460,687,49.30%,0.01%,0.10%,227,227
5,25,15,150183,AE002,AE,500,353.6666667,29.30%,0.01%,0.10%,146.3333333,-146.3333333
5,25,15,150183,KW001,KW,0,180,,0.01%,0.10%,180,180
5,25,15,150184,AE002,AE,"4,900",5086.5,3.80%,0.01%,0.10%,186.5,186.5
5,25,15,150184,BH001,BH,0,485,,0.03%,0.20%,485,485
5,25,15,150184,KW001,KW,400,0,100.00%,0.03%,0.20%,400,-400
5,25,15,150168,CY001,CY,15,0,100.00%,0.00%,0.00%,15,-15
5,25,15,150168,GR001,GR,915,781,14.60%,0.01%,0.10%,134,-134
5,25,15,150168,RO001,RO,"1,025",1183,15.40%,0.01%,0.10%,158,158
5,25,15,150185,IT001,IT,1,0,100.00%,0.00%,0.00%,1,-1
5,25,15,150169,FI001,FI,119,127,6.70%,0.00%,0.00%,8,8
5,25,15,150169,SE001,SE,186,161.5093205,13.20%,0.00%,0.00%,24.49067953,-24.49067953
5,25,15,150170,FI001,FI,"1,627",1458,10.40%,0.01%,0.10%,169,-169
5,25,15,150170,SE001,SE,"3,274",3181.768409,2.80%,0.01%,0.00%,92.2315905,-92.2315905
5,25,15,150171,HU001,HU,"1,217",1459,19.90%,0.02%,0.10%,242,242
5,25,15,150189,IT001,IT,0,0,,0.00%,0.00%,0,0
5,25,15,150172,IT001,IT,"1,401",1463.374363,4.50%,0.00%,0.00%,62.3743634,62.3743634
5,25,15,150173,IT001,IT,"29,232",26145.42146,10.60%,0.20%,1.20%,3086.578536,-3086.578536
5,25,15,150174,SA001,SA,94,94.4605598,0.50%,0.00%,0.00%,0.460559796,0.460559796
5,25,15,150175,SA001,SA,"5,834",5833.984823,0.00%,0.00%,0.00%,0.015177154,-0.015177154
5,25,15,150150,JP001,JP,"10,266",12459,21.40%,0.14%,0.80%,2193,2193
5,25,15,150151,FR001,FR,188,88.04113614,53.20%,0.01%,0.00%,99.95886386,-99.95886386
5,25,15,150151,FR003,FR,0,0.958863859,,0.00%,0.00%,0.958863859,0.958863859
5,25,15,150176,IN001,IN,0,0,,0.00%,0.00%,0,0
5,25,15,150152,JP001,JP,"13,960",15876,13.70%,0.13%,0.70%,1916,1916
5,25,15,150186,RU001,RU,213,360,69.00%,0.01%,0.10%,147,147
5,25,15,150187,RU001,RU,"4,377",4992,14.10%,0.04%,0.20%,615,615
5,25,15,150177,JP001,JP,"168,486",188159,11.70%,1.29%,7.50%,19673,19673
5,25,15,150178,ZA001,ZA,9,35,288.90%,0.00%,0.00%,26,26
5,25,15,150179,BR001,BR,50,2731,5362.00%,0.18%,1.00%,2681,2681
5,25,15,150180,BR001,BR,0,447,,0.03%,0.20%,447,447
5,25,15,150181,HU001,HU,51,53,3.90%,0.00%,0.00%,2,2
5,25,15,150188,TR001,TR,0,500,,0.03%,0.20%,500,500
5,25,15,150190,NL001,NL,"2,998",0,100.00%,0.20%,1.10%,2998,-2998
5,25,9,900001,TW001,TW,396,432.0064629,9.10%,0.00%,0.00%,36.0064629,36.0064629
5,25,9,900002,AU001,AU,397,341,14.10%,0.00%,0.00%,56,-56
5,25,9,900002,NZ001,NZ,15,12,20.00%,0.00%,0.00%,3,-3
5,25,9,900003,KR001,KR,362,436,20.40%,0.00%,0.00%,74,74
5,25,9,900004,HK001,HK,19,12,36.80%,0.00%,0.00%,7,-7
5,25,9,900005,MY001,MY,226,170,24.80%,0.00%,0.00%,56,-56
5,25,9,900006,TH001,TH,30,16,46.70%,0.00%,0.00%,14,-14
5,25,9,900007,ZA001,ZA,95,90,5.30%,0.00%,0.00%,5,-5
5,25,9,900009,JP001,JP,952,920.5645916,3.30%,0.00%,0.00%,31.43540838,-31.43540838
5,25,4,400005,AU001,AU,283,273,3.50%,0.00%,0.00%,10,-10
5,25,4,400006,US001,US,789,920.3846559,16.70%,0.01%,0.00%,131.3846559,131.3846559
5,25,4,400009,US001,US,26,70.82352941,172.40%,0.00%,0.00%,44.82352941,44.82352941
5,25,4,400010,US001,US,165,255.6960181,55.00%,0.01%,0.00%,90.69601813,90.69601813
5,25,4,400011,US001,US,288,392.496817,36.30%,0.01%,0.00%,104.496817,104.496817
5,25,4,400012,US001,US,552,565.5925926,2.50%,0.00%,0.00%,13.59259259,13.59259259
5,25,4,400013,US001,US,243,255,4.90%,0.00%,0.00%,12,12
5,25,4,400014,US001,US,521,746.1541956,43.20%,0.01%,0.10%,225.1541956,225.1541956
5,25,4,400015,US001,US,848,637.8124251,24.80%,0.01%,0.10%,210.1875749,-210.1875749
5,25,4,400016,US001,US,563,545.4576062,3.10%,0.00%,0.00%,17.54239376,-17.54239376
5,25,4,400017,US001,US,264,425.1633829,61.00%,0.01%,0.10%,161.1633829,161.1633829
5,25,4,400024,KR001,KR,60,94,56.70%,0.00%,0.00%,34,34
5,25,4,400025,KR001,KR,0,162,,0.01%,0.10%,162,162
5,25,4,400026,KR001,KR,60,78,30.00%,0.00%,0.00%,18,18
5,25,4,400042,TW001,TW,140,360,157.10%,0.01%,0.10%,220,220
5,25,4,400046,TW001,TW,380,620,63.20%,0.02%,0.10%,240,240
5,25,4,400043,TW001,TW,80,220,175.00%,0.01%,0.10%,140,140
5,25,4,400028,JP001,JP,396,662,67.20%,0.02%,0.10%,266,266
5,25,4,400029,JP001,JP,40,34,15.00%,0.00%,0.00%,6.000000003,-6.000000003
5,25,4,400030,JP001,JP,256,294,14.80%,0.00%,0.00%,37.99999997,37.99999997
5,25,4,400031,JP001,JP,265,241,9.10%,0.00%,0.00%,24.00000004,-24.00000004
5,25,4,400032,JP001,JP,745,1032,38.50%,0.02%,0.10%,286.9999996,286.9999996
5,25,4,400033,JP001,JP,881,1527,73.30%,0.04%,0.20%,646.0000003,646.0000003
5,25,4,400034,JP001,JP,13,13,0.00%,0.00%,0.00%,2.33117E-09,-2.33E-09
5,25,4,400035,JP001,JP,94,23,75.50%,0.00%,0.00%,71,-71
5,25,4,400036,CA001,CA,120,37,69.20%,0.01%,0.00%,83,-83
5,25,4,400038,CA001,CA,80,111,38.70%,0.00%,0.00%,31,31
5,25,4,400039,CA001,CA,40,74,85.00%,0.00%,0.00%,34,34
5,25,4,400040,CA001,CA,438,406,7.30%,0.00%,0.00%,32,-32
5,25,4,400041,CA001,CA,80,148,85.00%,0.00%,0.00%,68,68
5,25,4,400045,AU001,AU,43,55,27.90%,0.00%,0.00%,12,12
5,25,4,400047,AU001,AU,81,191,135.80%,0.01%,0.00%,110,110
5,25,4,400048,AU001,AU,258,391,51.60%,0.01%,0.10%,133,133
5,25,4,400049,AU001,AU,581,587,1.00%,0.00%,0.00%,6,6
5,25,4,400050,HK001,HK,837,1295,54.70%,0.03%,0.20%,458,458
5,25,4,400051,HK001,HK,"1,387",1273,8.20%,0.01%,0.00%,114,-114
5,25,17,170006,IT001,IT,"1,747",1814.224735,3.80%,0.00%,0.00%,67.2247353,67.2247353
5,25,17,170008,AT001,AT,42,50.97212516,21.40%,0.00%,0.00%,8.972125162,8.972125162
5,25,17,170009,FR001,FR,"1,446",1577.699183,9.10%,0.01%,0.10%,131.6991832,131.6991832
5,25,17,170009,FR003,FR,15,20.7062312,38.00%,0.00%,0.00%,5.706231202,5.706231202
5,25,17,170009,MA001,MA,0,10,,0.00%,0.00%,10,10
5,25,17,170010,DE001,DE,164,165.5895442,1.00%,0.00%,0.00%,1.589544193,1.589544193
5,25,17,170011,PT001,PT,137,144.7373192,5.60%,0.00%,0.00%,7.737319227,7.737319227
5,25,17,170012,ES001,ES,748,699.0784646,6.50%,0.00%,0.00%,48.92153539,-48.92153539
5,25,17,170013,CH001,CH,273,303,11.00%,0.00%,0.00%,30,30
5,25,17,170014,HU001,HU,118,115,2.50%,0.00%,0.00%,3,-3
5,25,17,170015,TR001,TR,931,0,100.00%,0.06%,0.40%,931,-931
5,25,17,170016,DE001,DE,6,12.99326665,116.60%,0.00%,0.00%,6.993266651,6.993266651
5,25,17,170017,FI001,FI,209,241.4641916,15.50%,0.00%,0.00%,32.46419162,32.46419162
5,25,17,170017,SE001,SE,140,186,32.90%,0.00%,0.00%,46,46
5,25,17,170018,GR001,GR,76,115,51.30%,0.00%,0.00%,39,39
5,25,17,170019,GB001,GB,612,660.5211506,7.90%,0.00%,0.00%,48.52115058,48.52115058
5,25,17,170020,CZ001,CZ,3,189,6200.00%,0.01%,0.10%,186,186
5,25,17,170021,RO001,RO,276,201,27.20%,0.00%,0.00%,75,-75
5,25,17,170022,DE001,DE,41,41.36294068,0.90%,0.00%,0.00%,0.362940677,0.362940677
5,25,17,170023,PL001,PL,218,273,25.20%,0.00%,0.00%,55,55
5,25,17,170024,DK001,DK,77,123,59.70%,0.00%,0.00%,46,46
5,25,17,170024,IS001,IS,40,22.49189804,43.80%,0.00%,0.00%,17.50810196,-17.50810196
5,25,17,170024,NO001,NO,152,150,1.30%,0.00%,0.00%,2,-2
5,25,17,170080,UA001,UA,0,330,,0.02%,0.10%,330,330
5,25,17,170026,AT001,AT,53,44.89218054,15.30%,0.00%,0.00%,8.107819459,-8.107819459
5,25,17,170027,PT001,PT,202,132.0679013,34.60%,0.00%,0.00%,69.93209871,-69.93209871
5,25,17,170028,ES001,ES,762,680.5577135,10.70%,0.01%,0.00%,81.44228651,-81.44228651
5,25,17,170029,FI001,FI,272,248.4374336,8.70%,0.00%,0.00%,23.56256635,-23.56256635
5,25,17,170029,SE001,SE,77,55.88616443,27.40%,0.00%,0.00%,21.11383557,-21.11383557
5,25,17,170030,DE001,DE,176,157.5448815,10.50%,0.00%,0.00%,18.45511846,-18.45511846
5,25,17,170031,HU001,HU,189,199,5.30%,0.00%,0.00%,10,10
5,25,17,170032,DK001,DK,181,195,7.70%,0.00%,0.00%,14,14
5,25,17,170032,IS001,IS,40,35.96945039,10.10%,0.00%,0.00%,4.030549614,-4.030549614
5,25,17,170032,NO001,NO,104,120,15.40%,0.00%,0.00%,16,16
5,25,17,170033,GR001,GR,48,92,91.70%,0.00%,0.00%,44,44
5,25,17,170034,DE001,DE,96,109.8659355,14.40%,0.00%,0.00%,13.86593546,13.86593546
5,25,17,170035,GB001,GB,"1,205",1178.615256,2.20%,0.00%,0.00%,26.38474407,-26.38474407
5,25,17,170036,ZA001,ZA,16,26,62.50%,0.00%,0.00%,10,10
5,25,17,170037,ZA001,ZA,28,19,32.10%,0.00%,0.00%,9,-9
5,25,17,170038,IL001,IL,96,70,27.10%,0.00%,0.00%,26,-26
5,25,17,170039,IE001,IE,142,58,59.20%,0.01%,0.00%,84,-84
5,25,17,170039,LBN01,LB,0,50,,0.00%,0.00%,50,50
5,25,17,170040,IE001,IE,129,53.99082994,58.10%,0.00%,0.00%,75.00917006,-75.00917006
5,25,17,170040,OM001,OM,0,275,,0.02%,0.10%,275,275
5,25,17,170041,EG001,EG,24,0,100.00%,0.00%,0.00%,24,-24
5,25,17,170043,SA001,SA,668,268,59.90%,0.03%,0.20%,400,-400
5,25,17,170044,PL001,PL,396,516,30.30%,0.01%,0.00%,120,120
5,25,17,170045,DZ001,DZ,"1,203",0,100.00%,0.08%,0.50%,1203,-1203
5,25,17,170046,CH001,CH,280,260,7.10%,0.00%,0.00%,20,-20
5,25,17,170047,US001,US,"9,317",9088.890236,2.40%,0.01%,0.10%,228.1097635,-228.1097635
5,25,17,170048,US001,US,"5,932",6084.023324,2.60%,0.01%,0.10%,152.0233238,152.0233238
5,25,17,170049,IN001,IN,0,2,,0.00%,0.00%,2,2
5,25,17,170050,BE001,BE,113,115.4240144,2.10%,0.00%,0.00%,2.424014365,2.424014365
5,25,17,170050,NL001,NL,500,374.9137662,25.00%,0.01%,0.00%,125.0862338,-125.0862338
5,25,17,170051,BE001,BE,91,104.6286113,15.00%,0.00%,0.00%,13.62861127,13.62861127
5,25,17,170051,NL001,NL,525,495.418797,5.60%,0.00%,0.00%,29.58120298,-29.58120298
5,25,17,170082,TH001,TH,7,4,42.90%,0.00%,0.00%,3,-3
5,25,17,170053,SG002,SG,29,19,34.50%,0.00%,0.00%,10,-10
5,25,17,170054,SG002,SG,27,16,40.70%,0.00%,0.00%,11,-11
5,25,17,170055,TW001,TW,"1,499",1566.785462,4.50%,0.00%,0.00%,67.78546234,67.78546234
5,25,17,170056,HK001,HK,90,119.8636321,33.20%,0.00%,0.00%,29.86363213,29.86363213
5,25,17,170057,HK001,HK,150,95.99491608,36.00%,0.00%,0.00%,54.00508392,-54.00508392
5,25,17,170058,CA001,CA,485,533,9.90%,0.00%,0.00%,48,48
5,25,17,170059,CA001,CA,781,823.1289176,5.40%,0.00%,0.00%,42.12891756,42.12891756
5,25,17,170060,CO001,CO,340,225,33.80%,0.01%,0.00%,115,-115
5,25,17,170061,CO001,CO,605,523,13.60%,0.01%,0.00%,82,-82
5,25,17,170062,PE001,PE,72,170,136.10%,0.01%,0.00%,98,98
5,25,17,170065,CL001,CL,0,26,,0.00%,0.00%,26,26
5,25,17,170066,CL001,CL,299,300,0.30%,0.00%,0.00%,1,1
5,25,17,170067,AR001,AR,346,357,3.20%,0.00%,0.00%,11,11
5,25,17,170068,AR001,AR,340,0,100.00%,0.02%,0.10%,340,-340
5,25,17,170069,KR001,KR,495,84,83.00%,0.03%,0.20%,411,-411
5,25,17,170071,BR001,BR,356,2264.023075,536.00%,0.13%,0.70%,1908.023075,1908.023075
5,25,17,170072,CR001,CR,68,43,36.80%,0.00%,0.00%,25,-25
5,25,17,170072,SV001,SV,8,0,100.00%,0.00%,0.00%,8,-8
5,25,17,170073,IN001,IN,6,21,250.00%,0.00%,0.00%,15,15
5,25,17,170074,AU001,AU,154,182,18.20%,0.00%,0.00%,28,28
5,25,17,170075,AU001,AU,90,106,17.80%,0.00%,0.00%,16,16
5,25,17,170076,JP001,JP,"2,408",2496.65,3.70%,0.01%,0.00%,88.65,88.65
5,25,17,170077,JP001,JP,927,1057.07,14.00%,0.01%,0.00%,130.07,130.07
5,25,17,170084,TR001,TR,0,1053,,0.07%,0.40%,1053,1053
5,25,5,500001,AE002,AE,5,1,80.00%,0.00%,0.00%,4,-4
5,25,5,500001,SA001,SA,0,1,,0.00%,0.00%,1,1
5,25,5,500002,AE002,AE,14,2,85.70%,0.00%,0.00%,12,-12
5,25,5,500002,SA001,SA,0,3,,0.00%,0.00%,3,3
5,25,14,140001,CA001,CA,305,270.7213466,11.20%,0.00%,0.00%,34.2786534,-34.2786534
5,25,14,140002,PR001,PR,0,0,,0.00%,0.00%,0,0
5,25,14,140002,US001,US,145,103.0471314,28.90%,0.00%,0.00%,41.9528686,-41.9528686
5,25,14,140003,PR001,PR,1,4,300.00%,0.00%,0.00%,3,3
5,25,14,140003,US001,US,"1,283",1175.514352,8.40%,0.01%,0.00%,107.4856481,-107.4856481
5,25,14,140004,AT001,AT,18,18,0.00%,0.00%,0.00%,0,0
5,25,14,140004,DE001,DE,21,30.0973943,43.30%,0.00%,0.00%,9.097394297,9.097394297
5,25,14,140005,DE001,DE,44,65.16786155,48.10%,0.00%,0.00%,21.16786155,21.16786155
5,25,14,140006,AT001,AT,62,140.7522923,127.00%,0.01%,0.00%,78.75229232,78.75229232
5,25,14,140006,DE001,DE,78,263.2782122,237.50%,0.01%,0.10%,185.2782122,185.2782122
5,25,14,140006,FI001,FI,52,0,100.00%,0.00%,0.00%,52,-52
5,25,14,140007,DE001,DE,284,295.2615005,4.00%,0.00%,0.00%,11.26150046,11.26150046
5,25,14,140008,DE001,DE,195,200.2161115,2.70%,0.00%,0.00%,5.216111455,5.216111455
5,25,14,140009,DE001,DE,945,865.264396,8.40%,0.01%,0.00%,79.73560395,-79.73560395
5,25,14,140011,BE001,BE,162,149.5311302,7.70%,0.00%,0.00%,12.46886984,-12.46886984
5,25,14,140012,BE001,BE,28,18.20867501,35.00%,0.00%,0.00%,9.791324993,-9.791324993
5,25,14,140013,GB001,GB,92,53.64253834,41.70%,0.00%,0.00%,38.35746166,-38.35746166
5,25,14,140014,GB001,GB,136,124.7334549,8.30%,0.00%,0.00%,11.26654509,-11.26654509
5,25,14,140015,GB001,GB,"1,098",1100.464739,0.20%,0.00%,0.00%,2.46473929,2.46473929
5,25,14,140016,ES001,ES,56,40.04185299,28.50%,0.00%,0.00%,15.95814701,-15.95814701
5,25,14,140017,DK001,DK,394,339,14.00%,0.00%,0.00%,55,-55
5,25,14,140017,FI001,FI,381,501.1673195,31.50%,0.01%,0.00%,120.1673195,120.1673195
5,25,14,140017,SE001,SE,512,510,0.40%,0.00%,0.00%,2,-2
5,25,14,140018,DK001,DK,3,7,133.30%,0.00%,0.00%,4,4
5,25,14,140018,FI001,FI,113,132.6632134,17.40%,0.00%,0.00%,19.66321344,19.66321344
5,25,14,140018,SE001,SE,93,86.41401979,7.10%,0.00%,0.00%,6.585980209,-6.585980209
5,25,14,140019,CH001,CH,17,24.45051089,43.80%,0.00%,0.00%,7.450510888,7.450510888
5,25,14,140020,CH001,CH,92,126.2324969,37.20%,0.00%,0.00%,34.23249692,34.23249692
5,25,14,140021,ES001,ES,279,265.2840771,4.90%,0.00%,0.00%,13.71592295,-13.71592295
5,25,14,140022,ES001,ES,"1,466",1570.440275,7.10%,0.01%,0.00%,104.4402753,104.4402753
5,25,14,140023,CH001,CH,35,22.38838275,36.00%,0.00%,0.00%,12.61161725,-12.61161725
5,25,14,140024,CH001,CH,233,199.5033261,14.40%,0.00%,0.00%,33.49667392,-33.49667392
5,25,14,140028,CA001,CA,65,63,3.10%,0.00%,0.00%,2,-2
5,25,14,140029,CA001,CA,653,550.4889186,15.70%,0.01%,0.00%,102.5110814,-102.5110814
5,25,14,140030,IL001,IL,25,29,16.00%,0.00%,0.00%,4,4
5,25,14,140031,IL001,IL,358,230,35.80%,0.01%,0.00%,128,-128
5,25,14,140032,FR001,FR,89,133.5491034,50.10%,0.00%,0.00%,44.54910343,44.54910343
5,25,14,140032,FR003,FR,0,0.021089631,,0.00%,0.00%,0.021089631,0.021089631
5,25,14,140033,FR001,FR,379,407.0236569,7.40%,0.00%,0.00%,28.02365691,28.02365691
5,25,14,140033,FR003,FR,1,1.220485278,22.00%,0.00%,0.00%,0.220485278,0.220485278
5,25,14,140034,FR001,FR,"1,069",1209.021014,13.10%,0.01%,0.10%,140.0210142,140.0210142
5,25,14,140034,FR003,FR,39,21.43314509,45.00%,0.00%,0.00%,17.56685491,-17.56685491
5,25,14,140035,FR001,FR,385,435.0525541,13.00%,0.00%,0.00%,50.05255406,50.05255406
5,25,14,140035,FR003,FR,0,6.576274819,,0.00%,0.00%,6.576274819,6.576274819
5,25,14,140036,DK001,DK,93,43,53.80%,0.00%,0.00%,50,-50
5,25,14,140036,FI001,FI,0,217.2303707,,0.01%,0.10%,217.2303707,217.2303707
5,25,14,140037,HK001,HK,0,5,,0.00%,0.00%,5,5
5,25,14,140038,HK001,HK,147,120.4424597,18.10%,0.00%,0.00%,26.55754028,-26.55754028
5,25,14,140039,PR001,PR,106,109,2.80%,0.00%,0.00%,3.000000002,3.000000002
5,25,14,140039,US001,US,"10,749",9569.234139,11.00%,0.08%,0.40%,1179.765861,-1179.765861
5,25,14,140040,PR001,PR,14,13,7.10%,0.00%,0.00%,1.000000001,-1.000000001
5,25,14,140040,US001,US,504,554.1080819,9.90%,0.00%,0.00%,50.10808194,50.10808194
5,25,14,140041,IT001,IT,14,29.04841381,107.50%,0.00%,0.00%,15.04841381,15.04841381
5,25,14,140042,IT001,IT,164,169.10138,3.10%,0.00%,0.00%,5.101380028,5.101380028
5,25,14,140044,CZ001,CZ,439,368,16.20%,0.00%,0.00%,71,-71
5,25,14,140045,CZ001,CZ,86,52,39.50%,0.00%,0.00%,34,-34
5,25,14,140046,IT001,IT,131,83.83737685,36.00%,0.00%,0.00%,47.16262315,-47.16262315
5,25,14,140047,IT001,IT,782,652.5276666,16.60%,0.01%,0.00%,129.4723334,-129.4723334
5,25,14,140049,AT001,AT,91,179.1509213,96.90%,0.01%,0.00%,88.15092126,88.15092126
5,25,14,140049,DE001,DE,295,455.4663722,54.40%,0.01%,0.10%,160.4663722,160.4663722
5,25,14,140050,AT001,AT,34,102.2482759,200.70%,0.00%,0.00%,68.24827586,68.24827586
5,25,14,140050,DE001,DE,54,107.7540767,99.50%,0.00%,0.00%,53.75407666,53.75407666
5,25,14,140051,BE001,BE,24,15.50983146,35.40%,0.00%,0.00%,8.490168543,-8.490168543
5,25,14,140051,NL001,NL,10,4,60.00%,0.00%,0.00%,6,-6
5,25,14,140052,AR001,AR,169,105,37.90%,0.00%,0.00%,64,-64
5,25,14,140054,BE001,BE,69,67.56108367,2.10%,0.00%,0.00%,1.438916326,-1.438916326
5,25,14,140054,NL001,NL,50,39.64150169,20.70%,0.00%,0.00%,10.35849831,-10.35849831
5,25,14,140056,BE001,BE,18,26.79562276,48.90%,0.00%,0.00%,8.795622756,8.795622756
5,25,14,140056,NL001,NL,24,32.64516129,36.00%,0.00%,0.00%,8.64516129,8.64516129
5,25,14,140057,BE001,BE,192,192.9931786,0.50%,0.00%,0.00%,0.99317865,0.99317865
5,25,14,140057,NL001,NL,304,357.9759467,17.80%,0.00%,0.00%,53.97594675,53.97594675
5,25,11,110001,IT001,IT,"6,591",6328.077708,4.00%,0.02%,0.10%,262.922292,-262.922292
5,25,11,110002,PE001,PE,0,210,,0.01%,0.10%,210,210
5,25,11,110003,US001,US,"18,280",23619.73815,29.20%,0.35%,2.00%,5339.738151,5339.738151
5,25,11,110004,DE001,DE,185,185,0.00%,0.00%,0.00%,0,0
5,25,11,110005,DE001,DE,183,176,3.80%,0.00%,0.00%,7,-7
5,25,11,110006,CA001,CA,"3,193",3706,16.10%,0.03%,0.20%,513,513
5,25,11,110008,AT001,AT,5,1,80.00%,0.00%,0.00%,4,-4
5,25,11,110009,AT001,AT,1,2,100.00%,0.00%,0.00%,1,1
5,25,11,110010,PL001,PL,0,117,,0.01%,0.00%,117,117
5,25,11,110011,PT001,PT,"1,780",689,61.30%,0.07%,0.40%,1091,-1091
5,25,11,110012,ES001,ES,"1,841",1345,26.90%,0.03%,0.20%,496,-496
5,25,11,110013,BE001,BE,0,0.001,,0.00%,0.00%,0.001,0.001
5,25,11,110014,IL001,IL,112,56,50.00%,0.00%,0.00%,56,-56
5,25,11,110016,EG001,EG,533,250,53.10%,0.02%,0.10%,283,-283
5,25,11,110016,GB001,GB,"2,305",2620,13.70%,0.02%,0.10%,315,315
5,25,11,110018,CO001,CO,"2,545",1801,29.20%,0.05%,0.30%,744,-744
5,25,11,110019,BR001,BR,168,4117,2350.60%,0.26%,1.50%,3949,3949
5,25,11,110020,MY001,MY,380,148,61.10%,0.02%,0.10%,232,-232
