Month-Year,PRODUCT_FAMILY,GMID,LOC,Country,Sales,Forecast,MAPE,MAPE_Impact,MAPE_Contribution,Absolute Error,Non Absolute Error
24-Nov,15,150037,DO001,DO,0,240,,0.02%,0.10%,240,240
24-Dec,15,150037,DO001,DO,0,229,,0.02%,0.10%,229,229
24-Jan,15,150037,GT001,GT,0,14,,0.00%,0.00%,14,14
24-Feb,15,150037,GT001,GT,10,14,40.00%,0.00%,0.00%,4,4
24-Mar,15,150037,GT001,GT,11,14,27.30%,0.00%,0.00%,3,3
24-Apr,15,150037,GT001,GT,0,14,,0.00%,0.00%,14,14
24-May,15,150037,GT001,GT,22,14,36.40%,0.00%,0.00%,8,-8
24-Jun,15,150037,GT001,GT,18,14,22.20%,0.00%,0.00%,4,-4
24-Jul,15,150037,GT001,GT,12,40,233.30%,0.00%,0.00%,28,28
24-Aug,15,150037,GT001,GT,20,0,100.00%,0.00%,0.00%,20,-20
24-Sep,15,150037,GT001,GT,35,82,134.30%,0.00%,0.00%,47,47
24-Oct,15,150037,GT001,GT,20,0,100.00%,0.00%,0.00%,20,-20
24-Nov,15,150037,GT001,GT,35,60,71.40%,0.00%,0.00%,25,25
24-Dec,15,150037,GT001,GT,14,0,100.00%,0.00%,0.00%,14,-14
24-Jan,15,150037,PA001,PA,0,40,,0.00%,0.00%,40,40
24-Feb,15,150037,PA001,PA,10,49,,0.00%,0.00%,49,49
24-Mar,15,150037,PA001,PA,16,76,,0.01%,0.00%,76,76
24-Apr,15,150037,PA001,PA,0,60,,0.00%,0.00%,60,60
24-May,15,150037,PA001,PA,22,28,,0.00%,0.00%,28,28
24-Jun,15,150037,PA001,PA,18,55,,0.00%,0.00%,55,55
24-Jul,15,150037,PA001,PA,12,69,,0.00%,0.00%,69,69
24-Aug,15,150037,PA001,PA,20,44,,0.00%,0.00%,44,44
24-Sep,15,150037,PA001,PA,40,47,,0.00%,0.00%,47,47
24-Oct,15,150037,PA001,PA,25,59,,0.00%,0.00%,59,59
24-Nov,15,150037,PA001,PA,41,49,,0.00%,0.00%,49,49
24-Dec,15,150037,PA001,PA,14,39,,0.00%,0.00%,39,39
24-Sep,15,150038,TH001,TH,299,0,100.00%,0.02%,0.10%,299,-299
24-Oct,15,150038,TH001,TH,448,0,100.00%,0.03%,0.20%,448,-448
24-Nov,15,150038,TH001,TH,469,0,100.00%,0.04%,0.20%,469,-469
24-Dec,15,150038,TH001,TH,350,0,100.00%,0.03%,0.10%,350,-350
24-Jan,15,150039,GB001,GB,244,280,14.80%,0.00%,0.00%,36,36
24-Feb,15,150039,GB001,GB,261,294,12.60%,0.00%,0.00%,33,33
24-Mar,15,150039,GB001,GB,225,296,31.60%,0.01%,0.00%,71,71
24-Apr,15,150039,GB001,GB,261,304,16.50%,0.00%,0.00%,43,43
24-May,15,150039,GB001,GB,257,309,20.20%,0.00%,0.00%,52,52
24-Jun,15,150039,GB001,GB,299,316,5.70%,0.00%,0.00%,17,17
24-Jul,15,150039,GB001,GB,325,283,12.90%,0.00%,0.00%,42,-42
24-Aug,15,150039,GB001,GB,249,285.8431902,14.80%,0.00%,0.00%,36.84319018,36.84319018
24-Sep,15,150039,GB001,GB,351,292.0964732,16.80%,0.00%,0.00%,58.90352676,-58.90352676
24-Oct,15,150039,GB001,GB,272,297.9812997,9.60%,0.00%,0.00%,25.98129974,25.98129974
24-Nov,15,150039,GB001,GB,331,309.3967743,6.50%,0.00%,0.00%,21.60322574,-21.60322574
24-Dec,15,150039,GB001,GB,292,310.7581673,6.40%,0.00%,0.00%,18.75816729,18.75816729
24-Jan,15,150040,BE001,BE,5,0,100.00%,0.00%,0.00%,5,-5
24-Feb,15,150040,BE001,BE,2,0,100.00%,0.00%,0.00%,2,-2
24-Mar,15,150040,BE001,BE,8,0,100.00%,0.00%,0.00%,8,-8
24-Apr,15,150040,BE001,BE,10,0,100.00%,0.00%,0.00%,10,-10
24-Aug,15,150040,BE001,BE,12,0,100.00%,0.00%,0.00%,12,-12
24-Jan,15,150041,KR001,KR,520,421,19.00%,0.01%,0.00%,99,-99
24-Feb,15,150041,KR001,KR,425,387,8.90%,0.00%,0.00%,38,-38
24-Mar,15,150041,KR001,KR,471,371,21.20%,0.01%,0.00%,100,-100
24-Apr,15,150041,KR001,KR,500,580,16.00%,0.01%,0.00%,80,80
24-May,15,150041,KR001,KR,518,466,10.00%,0.00%,0.00%,52,-52
24-Jun,15,150041,KR001,KR,681,555,18.50%,0.01%,0.10%,126,-126
24-Jul,15,150041,KR001,KR,419,607,44.90%,0.01%,0.10%,188,188
24-Aug,15,150041,KR001,KR,467,548,17.30%,0.01%,0.00%,81,81
24-Sep,15,150041,KR001,KR,721,478,33.70%,0.02%,0.10%,243,-243
24-Oct,15,150041,KR001,KR,438,502,14.60%,0.00%,0.00%,64,64
24-Nov,15,150041,KR001,KR,558,524,6.10%,0.00%,0.00%,34,-34
24-Dec,15,150041,KR001,KR,691,540,21.90%,0.01%,0.00%,151,-151
24-Jan,15,150042,FI001,FI,15,10.47524287,30.20%,0.00%,0.00%,4.524757129,-4.524757129
24-Feb,15,150042,FI001,FI,11,10.924998,0.70%,0.00%,0.00%,0.075002,-0.075002
24-Mar,15,150042,FI001,FI,15,11.15896731,25.60%,0.00%,0.00%,3.841032686,-3.841032686
24-Apr,15,150042,FI001,FI,19,11.4959245,39.50%,0.00%,0.00%,7.5040755,-7.5040755
24-May,15,150042,FI001,FI,17,12.9803515,23.60%,0.00%,0.00%,4.019648501,-4.019648501
24-Jun,15,150042,FI001,FI,17,13.07436795,23.10%,0.00%,0.00%,3.92563205,-3.92563205
24-Jul,15,150042,FI001,FI,17,13,23.50%,0.00%,0.00%,4,-4
24-Aug,15,150042,FI001,FI,20,13,35.00%,0.00%,0.00%,7,-7
24-Sep,15,150042,FI001,FI,18,16.68751241,7.30%,0.00%,0.00%,1.31248759,-1.31248759
24-Oct,15,150042,FI001,FI,26,17.09962255,34.20%,0.00%,0.00%,8.900377446,-8.900377446
24-Nov,15,150042,FI001,FI,17,17.47887608,2.80%,0.00%,0.00%,0.478876081,0.478876081
24-Dec,15,150042,FI001,FI,20,17.27192651,13.60%,0.00%,0.00%,2.728073487,-2.728073487
24-Jan,15,150042,SE001,SE,46,37.58461454,18.30%,0.00%,0.00%,8.415385456,-8.415385456
24-Feb,15,150042,SE001,SE,63,41.7751659,33.70%,0.00%,0.00%,21.2248341,-21.2248341
24-Mar,15,150042,SE001,SE,43,47.45365228,10.40%,0.00%,0.00%,4.453652278,4.453652278
24-Apr,15,150042,SE001,SE,56,49.90743812,10.90%,0.00%,0.00%,6.09256188,-6.09256188
24-May,15,150042,SE001,SE,59,49.90417818,15.40%,0.00%,0.00%,9.095821823,-9.095821823
24-Jun,15,150042,SE001,SE,66,58.21825952,11.80%,0.00%,0.00%,7.781740481,-7.781740481
24-Jul,15,150042,SE001,SE,67,52.15635827,22.20%,0.00%,0.00%,14.84364173,-14.84364173
24-Aug,15,150042,SE001,SE,65,54.83994609,15.60%,0.00%,0.00%,10.16005391,-10.16005391
24-Sep,15,150042,SE001,SE,63,53.94886101,14.40%,0.00%,0.00%,9.051138992,-9.051138992
24-Oct,15,150042,SE001,SE,64,59.23004092,7.50%,0.00%,0.00%,4.769959079,-4.769959079
24-Nov,15,150042,SE001,SE,55,63.17475778,14.90%,0.00%,0.00%,8.17475778,8.17475778
24-Dec,15,150042,SE001,SE,57,64.74716663,13.60%,0.00%,0.00%,7.747166626,7.747166626
24-Jan,15,150043,BR001,BR,"1,209",1242,2.70%,0.00%,0.00%,33,33
24-Feb,15,150043,BR001,BR,"1,962",1173,40.20%,0.07%,0.40%,789,-789
24-Mar,15,150043,BR001,BR,"1,582",1585,0.20%,0.00%,0.00%,3,3
24-Apr,15,150043,BR001,BR,"1,587",1753,10.50%,0.01%,0.10%,166,166
24-May,15,150043,BR001,BR,"1,474",2004,36.00%,0.04%,0.20%,530,530
24-Jun,15,150043,BR001,BR,"1,951",1998,2.40%,0.00%,0.00%,47,47
24-Jul,15,150043,BR001,BR,"1,833",2133,16.40%,0.02%,0.10%,300,300
24-Aug,15,150043,BR001,BR,"2,008",2037,1.40%,0.00%,0.00%,29,29
24-Sep,15,150043,BR001,BR,"2,770",1715,38.10%,0.08%,0.40%,1055,-1055
24-Oct,15,150043,BR001,BR,"2,322",1560,32.80%,0.05%,0.30%,762,-762
24-Nov,15,150043,BR001,BR,"2,110",1455,31.00%,0.05%,0.20%,655,-655
24-Dec,15,150043,BR001,BR,"2,830",2309,18.40%,0.04%,0.20%,521,-521
24-Jan,15,150044,PR001,PR,0,0,,0.00%,0.00%,0,0
24-Feb,15,150044,PR001,PR,0,0,,0.00%,0.00%,0,0
24-Mar,15,150044,PR001,PR,0,0,,0.00%,0.00%,0,0
24-Apr,15,150044,PR001,PR,0,0,,0.00%,0.00%,0,0
24-Jul,15,150044,US001,US,1,0,100.00%,0.00%,0.00%,1,-1
24-Sep,15,150044,US001,US,1,0,100.00%,0.00%,0.00%,1,-1
24-Oct,15,150044,US001,US,1,0,100.00%,0.00%,0.00%,1,-1
24-Jan,15,150045,DK001,DK,42,22.09339481,47.40%,0.00%,0.00%,19.90660519,-19.90660519
24-Feb,15,150045,DK001,DK,26,23.36696158,10.10%,0.00%,0.00%,2.633038417,-2.633038417
24-Mar,15,150045,DK001,DK,37,22.51279107,39.20%,0.00%,0.00%,14.48720893,-14.48720893
24-Apr,15,150045,DK001,DK,34,21.71784149,36.10%,0.00%,0.00%,12.28215851,-12.28215851
24-May,15,150045,DK001,DK,24,29.22662896,21.80%,0.00%,0.00%,5.226628959,5.226628959
24-Jun,15,150045,DK001,DK,30,30.76373309,2.50%,0.00%,0.00%,0.763733089,0.763733089
24-Jul,15,150045,DK001,DK,51,27,47.10%,0.00%,0.00%,24,-24
24-Aug,15,150045,DK001,DK,30,29,3.30%,0.00%,0.00%,1,-1
24-Sep,15,150045,DK001,DK,22,31.53232543,43.30%,0.00%,0.00%,9.532325425,9.532325425
24-Oct,15,150045,DK001,DK,16,31.80468989,98.80%,0.00%,0.00%,15.80468989,15.80468989
24-Nov,15,150045,DK001,DK,25,36.7716433,47.10%,0.00%,0.00%,11.7716433,11.7716433
24-Dec,15,150045,DK001,DK,22,32.29997936,46.80%,0.00%,0.00%,10.29997936,10.29997936
24-Jan,15,150045,IS001,IS,0,3,,0.00%,0.00%,3,3
24-Feb,15,150045,IS001,IS,0,2,,0.00%,0.00%,2,2
24-Mar,15,150045,IS001,IS,0,2,,0.00%,0.00%,2,2
24-Apr,15,150045,IS001,IS,0,2,,0.00%,0.00%,2,2
24-May,15,150045,IS001,IS,3,2,33.30%,0.00%,0.00%,1,-1
24-Jun,15,150045,IS001,IS,6,2,66.70%,0.00%,0.00%,4,-4
24-Jul,15,150045,IS001,IS,0,2,,0.00%,0.00%,2,2
24-Aug,15,150045,IS001,IS,11,2,81.80%,0.00%,0.00%,9,-9
24-Sep,15,150045,IS001,IS,5,2,60.00%,0.00%,0.00%,3,-3
24-Oct,15,150045,IS001,IS,7,2.021005336,71.10%,0.00%,0.00%,4.978994664,-4.978994664
24-Nov,15,150045,IS001,IS,8,1.662014456,79.20%,0.00%,0.00%,6.337985544,-6.337985544
24-Dec,15,150045,IS001,IS,0,1.502583916,,0.00%,0.00%,1.502583916,1.502583916
24-Jan,15,150045,NO001,NO,23,25,8.70%,0.00%,0.00%,2,2
24-Feb,15,150045,NO001,NO,22,27,22.70%,0.00%,0.00%,5,5
24-Mar,15,150045,NO001,NO,29,27,6.90%,0.00%,0.00%,2,-2
24-Apr,15,150045,NO001,NO,19,28,47.40%,0.00%,0.00%,9,9
24-May,15,150045,NO001,NO,28,28,0.00%,0.00%,0.00%,0,0
24-Jun,15,150045,NO001,NO,27,29,7.40%,0.00%,0.00%,2,2
24-Jul,15,150045,NO001,NO,15,29,93.30%,0.00%,0.00%,14,14
24-Aug,15,150045,NO001,NO,29,30,3.40%,0.00%,0.00%,1,1
24-Sep,15,150045,NO001,NO,21,21.28650183,1.40%,0.00%,0.00%,0.286501828,0.286501828
24-Oct,15,150045,NO001,NO,25,24.89344257,0.40%,0.00%,0.00%,0.106557429,-0.106557429
24-Nov,15,150045,NO001,NO,41,24.81252672,39.50%,0.00%,0.00%,16.18747328,-16.18747328
24-Dec,15,150045,NO001,NO,27,31.36249128,16.20%,0.00%,0.00%,4.362491276,4.362491276
24-Jan,15,150046,CH001,CH,129,140,8.50%,0.00%,0.00%,11,11
24-Feb,15,150046,CH001,CH,113,110,2.70%,0.00%,0.00%,3,-3
24-Mar,15,150046,CH001,CH,50,105,110.00%,0.00%,0.00%,55,55
24-Apr,15,150046,CH001,CH,192,120,37.50%,0.01%,0.00%,72,-72
24-May,15,150046,CH001,CH,180,133.0001098,26.10%,0.00%,0.00%,46.99989022,-46.99989022
24-Jun,15,150046,CH001,CH,140,132.8046443,5.10%,0.00%,0.00%,7.195355656,-7.195355656
24-Jul,15,150046,CH001,CH,155,131.7304953,15.00%,0.00%,0.00%,23.26950466,-23.26950466
24-Aug,15,150046,CH001,CH,104,134.8702125,29.70%,0.00%,0.00%,30.87021246,30.87021246
24-Sep,15,150046,CH001,CH,157,143.821205,8.40%,0.00%,0.00%,13.17879504,-13.17879504
24-Oct,15,150046,CH001,CH,149,144.0589462,3.30%,0.00%,0.00%,4.941053778,-4.941053778
24-Nov,15,150046,CH001,CH,163,156.8006532,3.80%,0.00%,0.00%,6.199346827,-6.199346827
24-Dec,15,150046,CH001,CH,140,175.8521906,25.60%,0.00%,0.00%,35.85219058,35.85219058
24-Jan,15,150047,PR001,PR,913,650,28.80%,0.02%,0.10%,263,-263
24-Feb,15,150047,PR001,PR,950,860,9.50%,0.01%,0.00%,90,-90
24-Mar,15,150047,PR001,PR,"1,122",860,23.40%,0.02%,0.10%,262,-262
24-Apr,15,150047,PR001,PR,"1,231",860,30.10%,0.03%,0.20%,371,-371
24-May,15,150047,PR001,PR,"1,253",900,28.20%,0.03%,0.10%,353,-353
24-Jun,15,150047,PR001,PR,"1,279",925,27.70%,0.03%,0.20%,354,-354
24-Jul,15,150047,PR001,PR,"1,314",1050,20.10%,0.02%,0.10%,264,-264
24-Aug,15,150047,PR001,PR,"1,428",1187.5,16.80%,0.02%,0.10%,240.5,-240.5
24-Sep,15,150047,PR001,PR,"1,074",1187.5,10.60%,0.01%,0.00%,113.5,113.5
24-Oct,15,150047,PR001,PR,"1,629",1316.25,19.20%,0.02%,0.10%,312.75,-312.75
24-Nov,15,150047,PR001,PR,"1,122",1316.25,17.30%,0.02%,0.10%,194.25,194.25
24-Dec,15,150047,PR001,PR,"1,496",1316.25,12.00%,0.01%,0.10%,179.75,-179.75
24-Jan,15,150047,US001,US,"195,270",207630,6.30%,1.12%,4.90%,12360,12360
24-Feb,15,150047,US001,US,"224,343",209423,6.70%,1.35%,7.20%,14920,-14920
24-Mar,15,150047,US001,US,"219,294",255985,16.70%,3.14%,12.40%,36691,36691
24-Apr,15,150047,US001,US,"268,041",243388,9.20%,1.88%,12.20%,24653,-24653
24-May,15,150047,US001,US,"271,826",245774,9.60%,1.95%,9.90%,26052,-26052
24-Jun,15,150047,US001,US,"246,254",243245,1.20%,0.24%,1.60%,3009,-3009
24-Jul,15,150047,US001,US,"306,600",271764,11.40%,2.51%,15.20%,34836,-34836
24-Aug,15,150047,US001,US,"293,602",285824,2.60%,0.59%,3.10%,7778,-7778
24-Sep,15,150047,US001,US,"260,616",281768,8.10%,1.64%,8.50%,21152,21152
24-Oct,15,150047,US001,US,"357,190",299289,16.20%,3.86%,20.20%,57901,-57901
24-Nov,15,150047,US001,US,"262,878",274713,4.50%,0.92%,4.10%,11835,11835
24-Dec,15,150047,US001,US,"281,353",333150,18.40%,3.95%,15.50%,51797,51797
24-Jan,15,150048,PR001,PR,18,25,38.90%,0.00%,0.00%,7,7
24-Feb,15,150048,PR001,PR,68,70,2.90%,0.00%,0.00%,2,2
24-Mar,15,150048,PR001,PR,101,70,30.70%,0.00%,0.00%,31,-31
24-Apr,15,150048,PR001,PR,128,100,21.90%,0.00%,0.00%,28,-28
24-May,15,150048,PR001,PR,91,100,9.90%,0.00%,0.00%,9,9
24-Jun,15,150048,PR001,PR,77,100,29.90%,0.00%,0.00%,23,23
24-Jul,15,150048,PR001,PR,132,100,24.20%,0.00%,0.00%,32,-32
24-Aug,15,150048,PR001,PR,61,115,88.50%,0.00%,0.00%,54,54
24-Sep,15,150048,PR001,PR,96,115,19.80%,0.00%,0.00%,19,19
24-Oct,15,150048,PR001,PR,156,115,26.30%,0.00%,0.00%,41,-41
24-Nov,15,150048,PR001,PR,81,115,42.00%,0.00%,0.00%,34,34
24-Dec,15,150048,PR001,PR,140,115,17.90%,0.00%,0.00%,25,-25
24-Jan,15,150048,US001,US,"14,185",13692,3.50%,0.04%,0.20%,493,-493
24-Feb,15,150048,US001,US,"15,574",13755,11.70%,0.16%,0.90%,1819,-1819
24-Mar,15,150048,US001,US,"17,386",16887,2.90%,0.04%,0.20%,499,-499
24-Apr,15,150048,US001,US,"18,365",16224,11.70%,0.16%,1.10%,2141,-2141
24-May,15,150048,US001,US,"18,758",26455,41.00%,0.58%,2.90%,7697,7697
24-Jun,15,150048,US001,US,"17,086",17643,3.30%,0.05%,0.30%,557,557
24-Jul,15,150048,US001,US,"21,214",19855,6.40%,0.10%,0.60%,1359,-1359
24-Aug,15,150048,US001,US,"22,404",20387,9.00%,0.15%,0.80%,2017,-2017
24-Sep,15,150048,US001,US,"18,641",19640,5.40%,0.08%,0.40%,999,999
24-Oct,15,150048,US001,US,"26,908",22535,16.30%,0.29%,1.50%,4373,-4373
24-Nov,15,150048,US001,US,"17,287",21343,23.50%,0.31%,1.40%,4056,4056
24-Dec,15,150048,US001,US,"18,836",24390,29.50%,0.42%,1.70%,5554,5554
24-Jan,15,150049,HU001,HU,"1,200",727,39.40%,0.04%,0.20%,473,-473
24-Feb,15,150049,HU001,HU,"1,100",875,20.50%,0.02%,0.10%,225,-225
24-Mar,15,150049,HU001,HU,"1,050",993,5.40%,0.00%,0.00%,57,-57
24-Apr,15,150049,HU001,HU,"1,100",1012,8.00%,0.01%,0.00%,88,-88
24-May,15,150049,HU001,HU,"1,181",1085,8.10%,0.01%,0.00%,96,-96
24-Jun,15,150049,HU001,HU,76,293,285.50%,0.02%,0.10%,217,217
24-May,15,150154,IT001,IT,0,0,,0.00%,0.00%,0,0
24-Feb,15,150051,IT001,IT,5,0,100.00%,0.00%,0.00%,5,-5
24-Apr,15,150051,IT001,IT,2,0,100.00%,0.00%,0.00%,2,-2
24-May,15,150051,IT001,IT,1,0,100.00%,0.00%,0.00%,1,-1
24-Jan,15,150052,IT001,IT,701,1053,50.20%,0.03%,0.10%,352,352
24-Feb,15,150052,IT001,IT,704,1080,53.40%,0.03%,0.20%,376,376
24-Mar,15,150052,IT001,IT,682,3448,405.60%,0.24%,0.90%,2766,2766
24-Apr,15,150052,IT001,IT,598,1143,91.10%,0.04%,0.30%,545,545
24-May,15,150052,IT001,IT,513,1182,130.40%,0.05%,0.30%,669,669
24-Jun,15,150052,IT001,IT,433,1358,213.60%,0.08%,0.50%,925,925
24-Jul,15,150052,IT001,IT,743,910.1733097,22.50%,0.01%,0.10%,167.1733097,167.1733097
24-Aug,15,150052,IT001,IT,625,968.1755964,54.90%,0.03%,0.10%,343.1755964,343.1755964
24-Sep,15,150052,IT001,IT,523,605.5626483,15.80%,0.01%,0.00%,82.56264829,82.56264829
24-Oct,15,150052,IT001,IT,559,366.6446395,34.40%,0.01%,0.10%,192.3553605,-192.3553605
24-Nov,15,150052,IT001,IT,392,287.2020016,26.70%,0.01%,0.00%,104.7979984,-104.7979984
24-Dec,15,150052,IT001,IT,163,0,100.00%,0.01%,0.00%,163,-163
24-Jan,15,150053,IT001,IT,"3,126",3393,8.50%,0.02%,0.10%,267,267
24-Feb,15,150053,IT001,IT,"2,909",3479,19.60%,0.05%,0.30%,570,570
24-Mar,15,150053,IT001,IT,"3,609",10591,193.50%,0.60%,2.40%,6982,6982
24-Apr,15,150053,IT001,IT,"2,697",3429,27.10%,0.06%,0.40%,732,732
24-May,15,150053,IT001,IT,"2,798",3546,26.70%,0.06%,0.30%,748,748
24-Jun,15,150053,IT001,IT,"3,445",4073,18.20%,0.05%,0.30%,628,628
24-Jul,15,150053,IT001,IT,"3,146",3728.432565,18.50%,0.04%,0.30%,582.4325647,582.4325647
24-Aug,15,150053,IT001,IT,"2,006",3703.702504,84.60%,0.13%,0.70%,1697.702504,1697.702504
24-Sep,15,150053,IT001,IT,"2,813",2258.086368,19.70%,0.04%,0.20%,554.9136323,-554.9136323
24-Oct,15,150053,IT001,IT,"2,550",1489.117476,41.60%,0.07%,0.40%,1060.882524,-1060.882524
24-Nov,15,150053,IT001,IT,"5,019",1118.309047,77.70%,0.30%,1.40%,3900.690953,-3900.690953
24-Dec,15,150053,IT001,IT,137,0,100.00%,0.01%,0.00%,137,-137
24-Jun,15,150155,IT001,IT,7,0,100.00%,0.00%,0.00%,7,-7
24-Jul,15,150155,IT001,IT,7,0,100.00%,0.00%,0.00%,7,-7
24-Oct,15,150155,IT001,IT,6,0,100.00%,0.00%,0.00%,6,-6
24-Nov,15,150155,IT001,IT,4,0,100.00%,0.00%,0.00%,4,-4
24-May,15,150156,IT001,IT,2,0,100.00%,0.00%,0.00%,2,-2
24-Jan,15,150054,RO001,RO,17,26,52.90%,0.00%,0.00%,9,9
24-Feb,15,150054,RO001,RO,80,28,65.00%,0.00%,0.00%,52,-52
24-Mar,15,150054,RO001,RO,19,31,63.20%,0.00%,0.00%,12,12
24-Apr,15,150054,RO001,RO,37,34,8.10%,0.00%,0.00%,3,-3
24-May,15,150054,RO001,RO,19,36,89.50%,0.00%,0.00%,17,17
24-Jun,15,150054,RO001,RO,51,51,0.00%,0.00%,0.00%,0,0
24-Jul,15,150054,RO001,RO,51,50,2.00%,0.00%,0.00%,1,-1
24-Aug,15,150054,RO001,RO,41,52,26.80%,0.00%,0.00%,11,11
24-Sep,15,150054,RO001,RO,41,50,22.00%,0.00%,0.00%,9,9
24-Oct,15,150054,RO001,RO,45,58,28.90%,0.00%,0.00%,13,13
24-Nov,15,150054,RO001,RO,36,60,66.70%,0.00%,0.00%,24,24
24-Dec,15,150054,RO001,RO,17,40,135.30%,0.00%,0.00%,23,23
24-Jan,15,150055,GB001,GB,"9,840",9048,8.00%,0.07%,0.30%,792,-792
24-Feb,15,150055,GB001,GB,"10,453",9510,9.00%,0.09%,0.50%,943,-943
24-Mar,15,150055,GB001,GB,"10,134",9757,3.70%,0.03%,0.10%,377,-377
24-Apr,15,150055,GB001,GB,"12,251",10259,16.30%,0.15%,1.00%,1992,-1992
24-Feb,15,150056,IS001,IS,120,100,16.70%,0.00%,0.00%,20,-20
24-Mar,15,150056,IS001,IS,106,110,3.80%,0.00%,0.00%,4,4
24-Feb,15,150057,CY001,CY,19,18,5.30%,0.00%,0.00%,1,-1
24-Mar,15,150057,CY001,CY,3,0,100.00%,0.00%,0.00%,3,-3
24-Apr,15,150057,CY001,CY,1,0,100.00%,0.00%,0.00%,1,-1
24-Jun,15,150057,CY001,CY,0,20,,0.00%,0.00%,20,20
24-Jan,15,150057,GR001,GR,130,85,34.60%,0.00%,0.00%,45,-45
24-Feb,15,150057,GR001,GR,62,93,50.00%,0.00%,0.00%,31,31
24-Mar,15,150057,GR001,GR,55,79,43.60%,0.00%,0.00%,24,24
24-Apr,15,150057,GR001,GR,9,82,811.10%,0.01%,0.00%,73,73
24-May,15,150057,GR001,GR,23,85,269.60%,0.00%,0.00%,62,62
24-Jun,15,150057,GR001,GR,29,85,193.10%,0.00%,0.00%,56,56
24-Jul,15,150057,GR001,GR,264,73,72.30%,0.01%,0.10%,191,-191
24-Aug,15,150057,GR001,GR,246,37,85.00%,0.02%,0.10%,209,-209
24-Sep,15,150057,GR001,GR,123,52,57.70%,0.01%,0.00%,71,-71
24-Oct,15,150057,GR001,GR,91,77,15.40%,0.00%,0.00%,14,-14
24-Nov,15,150057,GR001,GR,119,67,43.70%,0.00%,0.00%,52,-52
24-Dec,15,150057,GR001,GR,116,65,44.00%,0.00%,0.00%,51,-51
24-Jan,15,150058,FR001,FR,872,768.159,11.90%,0.01%,0.00%,103.841,-103.841
24-Feb,15,150058,FR001,FR,771,766.241,0.60%,0.00%,0.00%,4.759,-4.759
24-Mar,15,150058,FR001,FR,820,802.683,2.10%,0.00%,0.00%,17.317,-17.317
24-Apr,15,150058,FR001,FR,663,809.4915511,22.10%,0.01%,0.10%,146.4915511,146.4915511
24-May,15,150058,FR001,FR,"1,038",836.6542451,19.40%,0.02%,0.10%,201.3457549,-201.3457549
24-Jun,15,150058,FR001,FR,883,837.4083055,5.20%,0.00%,0.00%,45.5916945,-45.5916945
24-Jul,15,150058,FR001,FR,942,889.4577977,5.60%,0.00%,0.00%,52.54220232,-52.54220232
24-Aug,15,150058,FR001,FR,823,808.3339578,1.80%,0.00%,0.00%,14.66604222,-14.66604222
24-Sep,15,150058,FR001,FR,770,951.650449,23.60%,0.01%,0.10%,181.650449,181.650449
24-Oct,15,150058,FR001,FR,"1,156",953.8599063,17.50%,0.01%,0.10%,202.1400937,-202.1400937
24-Nov,15,150058,FR001,FR,892,974.4878498,9.20%,0.01%,0.00%,82.48784977,82.48784977
24-Dec,15,150058,FR001,FR,"1,063",1105.457144,4.00%,0.00%,0.00%,42.45714395,42.45714395
24-Jan,15,150058,FR003,FR,33,32.841,0.50%,0.00%,0.00%,0.159,-0.159
24-Feb,15,150058,FR003,FR,20,32.759,63.80%,0.00%,0.00%,12.759,12.759
24-Mar,15,150058,FR003,FR,37,34.317,7.30%,0.00%,0.00%,2.683,-2.683
24-Apr,15,150058,FR003,FR,45,37.5084489,16.60%,0.00%,0.00%,7.491551101,-7.491551101
24-May,15,150058,FR003,FR,34,38.81912248,14.20%,0.00%,0.00%,4.819122482,4.819122482
24-Jun,15,150058,FR003,FR,70,38.85410941,44.50%,0.00%,0.00%,31.14589059,-31.14589059
24-Jul,15,150058,FR003,FR,48,41.60153719,13.30%,0.00%,0.00%,6.398462813,-6.398462813
24-Aug,15,150058,FR003,FR,81,37.44384142,53.80%,0.00%,0.00%,43.55615858,-43.55615858
24-Sep,15,150058,FR003,FR,20,44.08687461,120.40%,0.00%,0.00%,24.08687461,24.08687461
24-Oct,15,150058,FR003,FR,52,44.18558704,15.00%,0.00%,0.00%,7.814412956,-7.814412956
24-Nov,15,150058,FR003,FR,46,42.99236082,6.50%,0.00%,0.00%,3.007639184,-3.007639184
24-Dec,15,150058,FR003,FR,71,51.29105186,27.80%,0.00%,0.00%,19.70894814,-19.70894814
24-Jan,15,150059,CN001,CN,"68,329",64418.62283,5.70%,0.35%,1.50%,3910.377166,-3910.377166
24-Feb,15,150059,CN001,CN,"49,738",74174.61087,49.10%,2.22%,11.90%,24436.61087,24436.61087
24-Mar,15,150059,CN001,CN,"75,061",73658.14545,1.90%,0.12%,0.50%,1402.854549,-1402.854549
24-Apr,15,150059,CN001,CN,"63,054",71735.16042,13.80%,0.66%,4.30%,8681.160419,8681.160419
24-May,15,150059,CN001,CN,"84,850",73183.17609,13.70%,0.87%,4.40%,11666.82391,-11666.82391
24-Jun,15,150059,CN001,CN,"86,095",66681.47229,22.50%,1.58%,10.40%,19413.52771,-19413.52771
24-Jul,15,150059,CN001,CN,"65,057",72606.31512,11.60%,0.54%,3.30%,7549.315121,7549.315121
24-Aug,15,150059,CN001,CN,"63,870",90254.62405,41.30%,2.01%,10.40%,26384.62405,26384.62405
24-Sep,15,150059,CN001,CN,"79,516",88047.09355,10.70%,0.66%,3.40%,8531.093551,8531.093551
