month,year,product_family,gmid,loc,country,sales,gmid_key
5,2025,17,170055,TW001,TW,1499,170055_202505_TW
5,2025,17,170056,HK001,HK,90,170056_202505_HK
5,2025,17,170057,HK001,HK,150,170057_202505_HK
5,2025,17,170058,CA001,CA,485,170058_202505_CA
5,2025,17,170059,CA001,CA,781,170059_202505_CA
5,2025,17,170060,CO001,CO,340,170060_202505_CO
5,2025,17,170061,CO001,CO,605,170061_202505_CO
5,2025,17,170062,PE001,PE,72,170062_202505_PE
5,2025,17,170065,CL001,CL,0,170065_202505_CL
5,2025,17,170066,CL001,CL,299,170066_202505_CL
5,2025,17,170067,AR001,AR,346,170067_202505_AR
5,2025,17,170068,AR001,AR,340,170068_202505_AR
5,2025,17,170069,KR001,KR,495,170069_202505_KR
5,2025,17,170071,BR001,BR,356,170071_202505_BR
5,2025,17,170072,CR001,CR,68,170072_202505_CR
5,2025,17,170072,SV001,SV,8,170072_202505_SV
5,2025,17,170073,IN001,IN,6,170073_202505_IN
5,2025,17,170074,AU001,AU,154,170074_202505_AU
5,2025,17,170075,AU001,AU,90,170075_202505_AU
5,2025,17,170076,JP001,JP,2408,170076_202505_JP
5,2025,17,170077,JP001,JP,927,170077_202505_JP
5,2025,17,170084,TR001,TR,0,170084_202505_TR
5,2025,5,500001,AE002,AE,5,500001_202505_AE
5,2025,5,500001,SA001,SA,0,500001_202505_SA
5,2025,5,500002,AE002,AE,14,500002_202505_AE
5,2025,5,500002,SA001,SA,0,500002_202505_SA
5,2025,14,140001,CA001,CA,305,140001_202505_CA
5,2025,14,140002,PR001,PR,0,140002_202505_PR
5,2025,14,140002,US001,US,145,140002_202505_US
5,2025,14,140003,PR001,PR,1,140003_202505_PR
5,2025,14,140003,US001,US,1283,140003_202505_US
5,2025,14,140004,AT001,AT,18,140004_202505_AT
5,2025,14,140004,DE001,DE,21,140004_202505_DE
5,2025,14,140005,DE001,DE,44,140005_202505_DE
5,2025,14,140006,AT001,AT,62,140006_202505_AT
5,2025,14,140006,DE001,DE,78,140006_202505_DE
5,2025,14,140006,FI001,FI,52,140006_202505_FI
5,2025,14,140007,DE001,DE,284,140007_202505_DE
5,2025,14,140008,DE001,DE,195,140008_202505_DE
5,2025,14,140009,DE001,DE,945,140009_202505_DE
5,2025,14,140011,BE001,BE,162,140011_202505_BE
5,2025,14,140012,BE001,BE,28,140012_202505_BE
5,2025,14,140013,GB001,GB,92,140013_202505_GB
5,2025,14,140014,GB001,GB,136,140014_202505_GB
5,2025,14,140015,GB001,GB,1098,140015_202505_GB
5,2025,14,140016,ES001,ES,56,140016_202505_ES
5,2025,14,140017,DK001,DK,394,140017_202505_DK
5,2025,14,140017,FI001,FI,381,140017_202505_FI
5,2025,14,140017,SE001,SE,512,140017_202505_SE
5,2025,14,140018,DK001,DK,3,140018_202505_DK
5,2025,14,140018,FI001,FI,113,140018_202505_FI
5,2025,14,140018,SE001,SE,93,140018_202505_SE
5,2025,14,140019,CH001,CH,17,140019_202505_CH
5,2025,14,140020,CH001,CH,92,140020_202505_CH
5,2025,14,140021,ES001,ES,279,140021_202505_ES
5,2025,14,140022,ES001,ES,1466,140022_202505_ES
5,2025,14,140023,CH001,CH,35,140023_202505_CH
5,2025,14,140024,CH001,CH,233,140024_202505_CH
5,2025,14,140028,CA001,CA,65,140028_202505_CA
5,2025,14,140029,CA001,CA,653,140029_202505_CA
5,2025,14,140030,IL001,IL,25,140030_202505_IL
5,2025,14,140031,IL001,IL,358,140031_202505_IL
5,2025,14,140032,FR001,FR,89,140032_202505_FR
5,2025,14,140033,FR001,FR,379,140033_202505_FR
5,2025,14,140034,FR001,FR,1069,140034_202505_FR
5,2025,14,140035,FR001,FR,385,140035_202505_FR
5,2025,14,140036,DK001,DK,93,140036_202505_DK
5,2025,14,140036,FI001,FI,0,140036_202505_FI
5,2025,14,140037,HK001,HK,0,140037_202505_HK
5,2025,14,140038,HK001,HK,147,140038_202505_HK
5,2025,14,140039,PR001,PR,106,140039_202505_PR
5,2025,14,140039,US001,US,10749,140039_202505_US
5,2025,14,140040,PR001,PR,14,140040_202505_PR
5,2025,14,140040,US001,US,504,140040_202505_US
5,2025,14,140041,IT001,IT,14,140041_202505_IT
5,2025,14,140042,IT001,IT,164,140042_202505_IT
5,2025,14,140044,CZ001,CZ,439,140044_202505_CZ
5,2025,14,140045,CZ001,CZ,86,140045_202505_CZ
5,2025,14,140046,IT001,IT,131,140046_202505_IT
5,2025,14,140047,IT001,IT,782,140047_202505_IT
5,2025,14,140049,AT001,AT,91,140049_202505_AT
5,2025,14,140049,DE001,DE,295,140049_202505_DE
5,2025,14,140050,AT001,AT,34,140050_202505_AT
5,2025,14,140050,DE001,DE,54,140050_202505_DE
5,2025,14,140051,BE001,BE,24,140051_202505_BE
5,2025,14,140051,NL001,NL,10,140051_202505_NL
5,2025,14,140052,AR001,AR,169,140052_202505_AR
5,2025,14,140054,BE001,BE,69,140054_202505_BE
5,2025,14,140054,NL001,NL,50,140054_202505_NL
5,2025,14,140056,BE001,BE,18,140056_202505_BE
5,2025,14,140056,NL001,NL,24,140056_202505_NL
5,2025,14,140057,BE001,BE,192,140057_202505_BE
5,2025,14,140057,NL001,NL,304,140057_202505_NL
5,2025,11,110001,IT001,IT,6591,110001_202505_IT
5,2025,11,110002,PE001,PE,0,110002_202505_PE
5,2025,11,110003,US001,US,18280,110003_202505_US
5,2025,11,110004,DE001,DE,185,110004_202505_DE
5,2025,11,110005,DE001,DE,183,110005_202505_DE
5,2025,11,110006,CA001,CA,3193,110006_202505_CA
5,2025,11,110008,AT001,AT,5,110008_202505_AT
5,2025,11,110009,AT001,AT,1,110009_202505_AT
5,2025,11,110010,PL001,PL,0,110010_202505_PL
5,2025,11,110011,PT001,PT,1780,110011_202505_PT
5,2025,11,110012,ES001,ES,1841,110012_202505_ES
5,2025,11,110013,BE001,BE,0,110013_202505_BE
5,2025,11,110014,IL001,IL,112,110014_202505_IL
5,2025,11,110016,EG001,EG,533,110016_202505_EG
5,2025,11,110016,GB001,GB,2305,110016_202505_GB
5,2025,11,110018,CO001,CO,2545,110018_202505_CO
5,2025,11,110019,BR001,BR,168,110019_202505_BR
5,2025,11,110020,MY001,MY,380,110020_202505_MY
5,2025,11,110021,HK001,HK,38,110021_202505_HK
5,2025,11,110023,SG002,SG,0,110023_202505_SG
5,2025,11,110023,TW001,TW,50,110023_202505_TW
5,2025,11,110024,AU001,AU,28,110024_202505_AU
5,2025,11,110025,SE001,SE,425,110025_202505_SE
5,2025,11,110026,CL001,CL,280,110026_202505_CL
5,2025,11,110027,DK001,DK,402,110027_202505_DK
5,2025,11,110027,NO001,NO,400,110027_202505_NO
5,2025,11,110028,GR001,GR,1655,110028_202505_GR
5,2025,11,110029,RO001,RO,524,110029_202505_RO
5,2025,11,110031,ZA001,ZA,295,110031_202505_ZA
5,2025,11,110051,UA001,UA,0,110051_202505_UA
5,2025,11,110034,TH001,TH,40,110034_202505_TH
5,2025,11,110035,IN001,IN,44,110035_202505_IN
5,2025,11,110036,SA001,SA,0,110036_202505_SA
5,2025,11,110037,AR001,AR,737,110037_202505_AR
5,2025,11,110037,UY001,UY,0,110037_202505_UY
5,2025,11,110038,CR001,CR,0,110038_202505_CR
5,2025,11,110038,GT001,GT,0,110038_202505_GT
5,2025,11,110038,PA001,PA,0,110038_202505_PA
5,2025,11,110039,VN001,VN,220,110039_202505_VN
5,2025,11,110040,AE002,AE,0,110040_202505_AE
5,2025,11,110040,EG001,EG,124,110040_202505_EG
5,2025,11,110040,IE001,IE,388,110040_202505_IE
5,2025,11,110040,KW001,KW,0,110040_202505_KW
5,2025,11,110040,LBN01,LB,0,110040_202505_LB
5,2025,11,110040,MX001,MX,93,110040_202505_MX
5,2025,11,110040,TR001,TR,1804,110040_202505_TR
5,2025,11,110042,DZ001,DZ,2042,110042_202505_DZ
5,2025,11,110043,RU001,RU,515,110043_202505_RU
5,2025,11,110044,CR001,CR,0,110044_202505_CR
5,2025,11,110045,BR001,BR,0,110045_202505_BR
5,2025,11,110046,BE001,BE,40,110046_202505_BE
5,2025,11,110047,FR001,FR,302,110047_202505_FR
5,2025,11,110048,FR001,FR,498,110048_202505_FR
5,2025,11,110049,JP001,JP,40,110049_202505_JP
5,2025,11,110050,ZA001,ZA,0,110050_202505_ZA
5,2025,11,110055,PY001,PY,1,110055_202505_PY
5,2025,11,110055,UY001,UY,0,110055_202505_UY
5,2025,12,120002,MY001,MY,0,120002_202505_MY
5,2025,12,120002,SA001,SA,729,120002_202505_SA
5,2025,12,120002,US001,US,20529,120002_202505_US
5,2025,12,120003,FI001,FI,64,120003_202505_FI
5,2025,12,120003,SE001,SE,188,120003_202505_SE
5,2025,12,120004,CA001,CA,362,120004_202505_CA
5,2025,12,120005,DK001,DK,212,120005_202505_DK
5,2025,12,120006,DE001,DE,0,120006_202505_DE
5,2025,12,120007,DE001,DE,0,120007_202505_DE
5,2025,12,120008,BE001,BE,0,120008_202505_BE
5,2025,12,120008,DE001,DE,1325,120008_202505_DE
5,2025,12,120009,AT001,AT,0,120009_202505_AT
5,2025,12,120010,AT001,AT,133,120010_202505_AT
5,2025,12,120013,CH001,CH,824,120013_202505_CH
5,2025,12,120014,TW001,TW,2954,120014_202505_TW
5,2025,12,120028,RU001,RU,438,120028_202505_RU
5,2025,12,120015,BR001,BR,84,120015_202505_BR
5,2025,12,120016,BE001,BE,2063,120016_202505_BE
5,2025,12,120017,FR001,FR,3392,120017_202505_FR
5,2025,12,120018,AU001,AU,959,120018_202505_AU
5,2025,12,120019,HU001,HU,776,120019_202505_HU
5,2025,12,120019,RO001,RO,0,120019_202505_RO
5,2025,12,120020,BE001,BE,0,120020_202505_BE
5,2025,12,120021,BE001,BE,0,120021_202505_BE
5,2025,12,120021,NL001,NL,10,120021_202505_NL
5,2025,12,120029,CZ001,CZ,500,120029_202505_CZ
5,2025,12,120029,PL001,PL,1526,120029_202505_PL
5,2025,12,120030,IL001,IL,451,120030_202505_IL
5,2025,12,120022,AR001,AR,638,120022_202505_AR
5,2025,12,120023,GB001,GB,3134,120023_202505_GB
5,2025,12,120024,ES001,ES,1908,120024_202505_ES
5,2025,12,120024,PT001,PT,718,120024_202505_PT
5,2025,12,120031,HK001,HK,322,120031_202505_HK
5,2025,12,120025,JP001,JP,1848,120025_202505_JP
5,2025,12,120032,KR001,KR,1208,120032_202505_KR
5,2025,12,120033,IT001,IT,5259,120033_202505_IT
5,2025,12,120026,AE002,AE,0,120026_202505_AE
5,2025,12,120026,BH001,BH,0,120026_202505_BH
5,2025,12,120026,OM001,OM,0,120026_202505_OM
5,2025,12,120026,SA001,SA,0,120026_202505_SA
5,2025,12,120027,MY001,MY,0,120027_202505_MY
5,2025,12,120034,SG002,SG,152,120034_202505_SG
5,2025,12,120035,TH001,TH,0,120035_202505_TH
5,2025,12,120036,IN001,IN,0,120036_202505_IN
5,2025,12,120037,ZA001,ZA,0,120037_202505_ZA
5,2025,12,120038,GR001,GR,36,120038_202505_GR
5,2025,12,120039,EG001,EG,80,120039_202505_EG
5,2025,13,130004,BE001,BE,45,130004_202505_BE
5,2025,13,130026,BE001,BE,16,130026_202505_BE
5,2025,13,130026,NL001,NL,3,130026_202505_NL
5,2025,13,130005,DE001,DE,21,130005_202505_DE
5,2025,13,130006,AT001,AT,18,130006_202505_AT
5,2025,13,130006,DE001,DE,46,130006_202505_DE
5,2025,13,130007,CAR01,CA,36,130007_202505_CA
5,2025,13,130007,CO001,CO,0,130007_202505_CO
5,2025,13,130007,US001,US,1232,130007_202505_US
5,2025,13,130008,CZ001,CZ,0,130008_202505_CZ
5,2025,13,130009,HU001,HU,12,130009_202505_HU
5,2025,13,130009,RO001,RO,282,130009_202505_RO
5,2025,13,130010,HU001,HU,4,130010_202505_HU
5,2025,13,130036,RU001,RU,250,130036_202505_RU
5,2025,13,130028,CH001,CH,35,130028_202505_CH
5,2025,13,130029,IN001,IN,0,130029_202505_IN
5,2025,13,130011,BR001,BR,12,130011_202505_BR
5,2025,13,130012,CY001,CY,0,130012_202505_CY
5,2025,13,130012,FR001,FR,851,130012_202505_FR
5,2025,13,130012,PT001,PT,213,130012_202505_PT
5,2025,13,130037,BE001,BE,0,130037_202505_BE
5,2025,13,130013,GB001,GB,0,130013_202505_GB
5,2025,13,130013,SA001,SA,0,130013_202505_SA
5,2025,13,130013,TR001,TR,324,130013_202505_TR
5,2025,13,130015,ES001,ES,55,130015_202505_ES
5,2025,13,130016,ES001,ES,439,130016_202505_ES
5,2025,13,130017,AT001,AT,9,130017_202505_AT
5,2025,13,130017,DE001,DE,116,130017_202505_DE
5,2025,13,130018,IT001,IT,601,130018_202505_IT
5,2025,13,130019,PT001,PT,36,130019_202505_PT
5,2025,13,130020,GB001,GB,19,130020_202505_GB
5,2025,13,130021,JP001,JP,43,130021_202505_JP
5,2025,13,130030,CA001,CA,0,130030_202505_CA
5,2025,13,130031,CA001,CA,0,130031_202505_CA
5,2025,13,130032,CO001,CO,0,130032_202505_CO
5,2025,13,130032,US001,US,169,130032_202505_US
5,2025,13,130038,MX001,MX,0,130038_202505_MX
5,2025,13,130023,PL001,PL,14,130023_202505_PL
5,2025,13,130034,IT001,IT,59,130034_202505_IT
5,2025,13,130035,CH001,CH,3,130035_202505_CH
5,2025,13,130025,EG001,EG,156,130025_202505_EG
5,2025,13,130025,IQ001,IQ,0,130025_202505_IQ
5,2025,16,160001,GB001,GB,1418,160001_202505_GB
5,2025,16,160002,GB001,GB,2612,160002_202505_GB
5,2025,16,160002,IL001,IL,79,160002_202505_IL
5,2025,16,160003,GB001,GB,0,160003_202505_GB
5,2025,16,160003,PR001,PR,116,160003_202505_PR
5,2025,16,160003,US001,US,8327,160003_202505_US
5,2025,16,160004,GB001,GB,0,160004_202505_GB
5,2025,16,160004,IL001,IL,20,160004_202505_IL
5,2025,16,160004,PR001,PR,61,160004_202505_PR
5,2025,16,160004,US001,US,5155,160004_202505_US
5,2025,16,160005,DK001,DK,4,160005_202505_DK
5,2025,16,160005,NO001,NO,480,160005_202505_NO
5,2025,16,160006,DK001,DK,2,160006_202505_DK
5,2025,16,160006,NO001,NO,291,160006_202505_NO
5,2025,16,160007,FI001,FI,150,160007_202505_FI
5,2025,16,160007,GB001,GB,45,160007_202505_GB
5,2025,16,160008,FI001,FI,147,160008_202505_FI
5,2025,16,160008,GB001,GB,77,160008_202505_GB
5,2025,16,160009,CA001,CA,1444,160009_202505_CA
5,2025,16,160010,CA001,CA,1516,160010_202505_CA
5,2025,16,160013,AT001,AT,311,160013_202505_AT
5,2025,16,160014,AT001,AT,246,160014_202505_AT
5,2025,16,160015,DE001,DE,1925,160015_202505_DE
5,2025,16,160016,DE001,DE,2566,160016_202505_DE
5,2025,16,160017,CH001,CH,27,160017_202505_CH
5,2025,16,160018,CH001,CH,31,160018_202505_CH
5,2025,16,160019,FR001,FR,1640,160019_202505_FR
5,2025,16,160020,FR001,FR,2165,160020_202505_FR
5,2025,16,160021,BE001,BE,177,160021_202505_BE
5,2025,16,160021,NL001,NL,140,160021_202505_NL
5,2025,16,160022,BE001,BE,147,160022_202505_BE
5,2025,16,160022,NL001,NL,183,160022_202505_NL
5,2025,16,160023,CZ001,CZ,318,160023_202505_CZ
5,2025,16,160023,PL001,PL,57,160023_202505_PL
5,2025,16,160024,CZ001,CZ,338,160024_202505_CZ
5,2025,16,160024,PL001,PL,63,160024_202505_PL
5,2025,16,160025,IT001,IT,1915,160025_202505_IT
5,2025,16,160026,IT001,IT,1639,160026_202505_IT
5,2025,16,160028,BR001,BR,197,160028_202505_BR
5,2025,16,160029,BR001,BR,900,160029_202505_BR
5,2025,16,160030,TW001,TW,221,160030_202505_TW
5,2025,16,160031,GR001,GR,178,160031_202505_GR
5,2025,16,160033,DE001,DE,140,160033_202505_DE
5,2025,16,160033,ES001,ES,1849,160033_202505_ES
5,2025,16,160034,ES001,ES,2858,160034_202505_ES
5,2025,16,160035,PT001,PT,69,160035_202505_PT
5,2025,16,160036,PT001,PT,88,160036_202505_PT
5,2025,16,160037,MX001,MX,102,160037_202505_MX
5,2025,16,160038,MX001,MX,84,160038_202505_MX
5,2025,16,160039,AE002,AE,83,160039_202505_AE
5,2025,16,160040,AE002,AE,33,160040_202505_AE
5,2025,16,160040,IQ001,IQ,0,160040_202505_IQ
5,2025,16,160040,SA001,SA,106,160040_202505_SA
5,2025,16,160041,AR001,AR,577,160041_202505_AR
5,2025,16,160042,AR001,AR,379,160042_202505_AR
5,2025,16,160043,RO001,RO,0,160043_202505_RO
5,2025,16,160044,RO001,RO,0,160044_202505_RO
5,2025,16,160047,HK001,HK,271,160047_202505_HK
5,2025,16,160048,HK001,HK,185,160048_202505_HK
5,2025,16,160050,SG002,SG,31,160050_202505_SG
5,2025,16,160051,SG002,SG,8,160051_202505_SG
5,2025,16,160052,TR001,TR,22,160052_202505_TR
5,2025,16,160053,TR001,TR,11,160053_202505_TR
5,2025,16,160054,JP001,JP,4521,160054_202505_JP
5,2025,16,160055,JP001,JP,3522,160055_202505_JP
5,2025,16,160059,RU001,RU,1257,160059_202505_RU
5,2025,16,160060,RU001,RU,3087,160060_202505_RU
5,2025,16,160061,CN001,CN,147,160061_202505_CN
