Product.Family,GMID,GMID_Description,Market,Geography,Material.Type.GMID,Date,Coverage,Min,Max
PF_06,G_600001,PF_06 2.9MG/5ML,Korea,International,FG,23-Jul,1.82,2.73,4.91
PF_06,G_600002,PF_06 2.9MG/5ML,Hong Kong,Greater China,FG,23-Jul,3.09,2.86,5.68
PF_06,G_600003,PF_06 2.9MG/5ML,Canada,North America,FG,23-Jul,3.41,2.73,5.68
PF_06,G_600004,PF_06 2.9MG/5ML,Malaysia,International,FG,23-Jul,0.91,3.18,9.14
PF_06,G_600005,PF_06 500IU/5ML,Australia,International,FG,23-Jul,0.91,2.73,4.59
PF_06,G_600005,PF_06 500IU/5ML,United States,North America,FG,23-Jul,0,0,0
PF_06,G_600006,PF_06 2.9MG/5ML,Mexico,International,FG,23-Jul,2.45,1.82,3.64
PF_06,G_600007,PF_06 2.9MG/5ML,Argentina,International,FG,23-Jul,0.23,1.36,2.5
PF_06,G_600008,PF_06 2.9MG/5ML,Colombia,International,FG,23-Jul,3.77,2.05,4.86
PF_06,G_600011,PF_06 2.9MG/5ML,United States,North America,FG,23-Jul,1.82,2.86,5.59
PF_06,G_600012,PF_06 100IU/1ML,Italy,Key Markets,FG,23-Jul,3.36,2.73,4.59
PF_06,G_600013,PF_06 2.9MG/5ML,United States,North America,FG,23-Jul,1.64,1.91,3.73
PF_06,G_600056,PF_06 500IU/5ML,Australia,International,FG,23-Jul,14.18,2.73,13.05
PF_06,G_600056,PF_06 500IU/5ML,New Zealand,International,FG,23-Jul,6.41,2.73,5.45
PF_06,G_600014,PF_06 2.9MG/5ML,Paraguay,International,FG,23-Jul,,,
PF_06,G_600015,PF_06 2.9MG/5ML,Taiwan,Greater China,FG,23-Jul,0.18,1.91,4.09
PF_06,G_600016,PF_06 2.9MG/5ML,India,International,FG,23-Jul,2,2.73,5.14
PF_06,G_600057,PF_06 500IU/5ML,South Africa,International,FG,23-Jul,1.77,0,0
PF_06,G_600018,PF_06 100IU/1ML,Austria,Key Markets,FG,23-Jul,1.09,2.86,8.32
PF_06,G_600019,PF_06 100IU/1ML,Norway,Key Markets,FG,23-Jul,1.05,2.86,8.32
PF_06,G_600020,PF_06 100IU/1ML,Algeria,International,FG,23-Jul,6.41,0,0
PF_06,G_600020,PF_06 100IU/1ML,France,Key Markets,FG,23-Jul,0.59,0,0
PF_06,G_600020,PF_06 100IU/1ML,Morocco,International,FG,23-Jul,1.59,2.73,5.45
PF_06,G_600021,PF_06 100IU/1ML,Germany,Key Markets,FG,23-Jul,1.05,2.86,4.68
PF_06,G_600058,PF_06 100IU/1ML,Italy,Key Markets,FG,23-Jul,0,0,0
PF_06,G_600022,PF_06 100IU/1ML,Portugal,Key Markets,FG,23-Jul,0.86,2.86,6.64
PF_06,G_600023,PF_06 100IU/1ML,Spain,Key Markets,FG,23-Jul,2.09,1.91,3.73
PF_06,G_600024,PF_06 100IU/1ML,Poland,International,FG,23-Jul,4.73,2.82,4.64
PF_06,G_600025,PF_06 100IU/1ML,Hungary,International,FG,23-Jul,0.95,2.86,8.32
PF_06,G_600026,PF_06 100IU/1ML,Denmark,Key Markets,FG,23-Jul,0.09,1.91,4.64
PF_06,G_600026,PF_06 100IU/1ML,Finland,Key Markets,FG,23-Jul,1.91,2.86,4.68
PF_06,G_600026,PF_06 100IU/1ML,Sweden,Key Markets,FG,23-Jul,0.09,1.91,4.64
PF_06,G_600027,PF_06 100IU/1ML,Greece,International,FG,23-Jul,5.77,1.91,6.5
PF_06,G_600028,PF_06 100IU/1ML,Czech Republic,International,FG,23-Jul,5.18,2.86,6.5
PF_06,G_600029,PF_06 100IU/1ML,Romania,International,FG,23-Jul,8.23,2.86,4.68
PF_06,G_600030,PF_06 100IU/1ML,Austria,Key Markets,FG,23-Jul,6.86,2.86,6.5
PF_06,G_600030,PF_06 100IU/1ML,Germany,Key Markets,FG,23-Jul,1.41,2.86,4.64
PF_06,G_600031,PF_06 100IU/1ML,United Kingdom,Key Markets,FG,23-Jul,12,1.82,3.64
PF_06,G_600032,PF_06 2.9MG/5ML,Brazil,International,FG,23-Jul,6.86,4.09,7.95
PF_06,G_600033,PF_06 2.9MG/5ML,Brazil,International,FG,23-Jul,0.02,0,7.95
PF_06,G_600033,PF_06 2.9MG/5ML,United States,North America,FG,23-Jul,0,0,0
PF_06,G_600046,PF_06 100IU/1ML,Ukraine,International,FG,23-Jul,0.02,0,0
PF_06,G_600034,PF_06 100IU/1ML,Morocco,International,FG,23-Jul,0,0,0
PF_06,G_600035,PF_06 100IU/1ML,Turkey,International,FG,23-Jul,2.05,0,0
PF_06,G_600036,PF_06 100IU/1ML,South Africa,International,FG,23-Jul,11.86,0,0
PF_06,G_600037,PF_06 100IU/1ML,Egypt,International,FG,23-Jul,19.95,0,0
PF_06,G_600039,PF_06 100IU/1ML,Israel,International,FG,23-Jul,3.05,2.86,5.73
PF_06,G_600039,PF_06 100IU/1ML,Morocco,International,FG,23-Jul,0.02,0,0
PF_06,G_600039,PF_06 100IU/1ML,Saudi Arabia,Key Markets,FG,23-Jul,0.02,0,0
PF_06,G_600039,PF_06 100IU/1ML,United Kingdom,Key Markets,FG,23-Jul,0.68,1.91,3.82
PF_06,G_600055,PF_06 100IU/1ML,Russia,International,FG,23-Jul,5,0.91,5.45
PF_06,G_600040,PF_06 100IU/1ML,Saudi Arabia,Key Markets,FG,23-Jul,4.09,0,0
PF_06,G_600041,PF_06 100IU/1ML,Belgium,Key Markets,FG,23-Jul,2.05,2.73,5.45
PF_06,G_600041,PF_06 100IU/1ML,Netherlands,Key Markets,FG,23-Jul,3.64,2.73,5.45
PF_06,G_600042,PF_06 100IU/1ML,Russia,International,FG,23-Jul,2.05,0.91,5.45
PF_06,G_600043,PF_06 2.9MG/5ML,Japan,Key Markets,FG,23-Jul,3.09,0,0
PF_01,G_100054,PF_01 1KIU,Korea,International,FG,23-Jul,0.02,0,0
PF_01,G_100001,PF_01 500IU,Australia,International,FG,23-Jul,5.18,2.73,5.45
PF_01,G_100001,PF_01 500IU,New Zealand,International,FG,23-Jul,3.68,2.73,4.09
PF_01,G_100002,PF_01 1KIU,Australia,International,FG,23-Jul,5.18,2.73,5.45
PF_01,G_100002,PF_01 1KIU,New Zealand,International,FG,23-Jul,2,2.73,4.09
PF_01,G_100004,PF_01 3KIU,Australia,International,FG,23-Jul,6.05,2.73,5.45
PF_01,G_100004,PF_01 3KIU,New Zealand,International,FG,23-Jul,3.86,2.73,4.09
PF_01,G_100005,PF_01 2KIU,Australia,International,FG,23-Jul,5.59,2.73,5.45
PF_01,G_100005,PF_01 2KIU,New Zealand,International,FG,23-Jul,2.23,2.73,4.09
PF_01,G_100006,PF_01 250IU,Australia,International,FG,23-Jul,9.45,2.73,5.45
PF_01,G_100006,PF_01 250IU,New Zealand,International,FG,23-Jul,3.14,2.73,4.55
PF_01,G_100007,PF_01 4KIU,Australia,International,FG,23-Jul,5.5,2.73,5.45
PF_01,G_100007,PF_01 4KIU,New Zealand,International,FG,23-Jul,4,2.73,4.09
PF_01,G_100008,PF_01 2KIU,United States,North America,FG,23-Jul,5.55,2.73,5.45
PF_01,G_100009,PF_01 4KIU,United States,North America,FG,23-Jul,4.41,2.73,5.45
PF_01,G_100010,PF_01 250IU,United States,North America,FG,23-Jul,7.77,2.73,5.45
PF_01,G_100011,PF_01 1KIU,United States,North America,FG,23-Jul,6.86,2.73,5.45
PF_01,G_100012,PF_01 500IU,United States,North America,FG,23-Jul,7.09,2.73,5.45
PF_01,G_100013,PF_01 3KIU,United States,North America,FG,23-Jul,3.36,2.73,5.45
PF_01,G_100014,PF_01 250IU,Taiwan,Greater China,FG,23-Jul,5.05,2.73,5.45
PF_01,G_100015,PF_01 3KIU,Taiwan,Greater China,FG,23-Jul,3.86,2.73,5.45
PF_01,G_100016,PF_01 1KIU,Taiwan,Greater China,FG,23-Jul,7.05,2.73,5.45
PF_01,G_100017,PF_01 500IU,Taiwan,Greater China,FG,23-Jul,8,2.73,5.45
PF_01,G_100018,PF_01 500IU,Hong Kong,Greater China,FG,23-Jul,21.91,2.73,5.45
PF_01,G_100019,PF_01 3KIU,Hong Kong,Greater China,FG,23-Jul,10.73,2.73,5.45
PF_01,G_100020,PF_01 3KIU,Korea,International,FG,23-Jul,8.45,3.64,8.18
PF_01,G_100021,PF_01 1KIU,Korea,International,FG,23-Jul,9.09,3.64,8.18
PF_01,G_100022,PF_01 500IU,Korea,International,FG,23-Jul,7.55,3.64,8.18
PF_01,G_100023,PF_01 250IU,Korea,International,FG,23-Jul,6.64,3.64,8.18
PF_01,G_100024,PF_01 2KIU,Korea,International,FG,23-Jul,9.09,3.64,8.18
PF_01,G_100025,PF_01 250IU,Japan,Key Markets,FG,23-Jul,9.82,0,0
PF_01,G_100026,PF_01 500IU,Japan,Key Markets,FG,23-Jul,4.23,0,0
PF_01,G_100027,PF_01 1KIU,Japan,Key Markets,FG,23-Jul,19.86,0,0
PF_01,G_100028,PF_01 2KIU,Japan,Key Markets,FG,23-Jul,3.32,0,0
PF_01,G_100029,PF_01 3KIU,Japan,Key Markets,FG,23-Jul,4.82,0,0
PF_01,G_100030,PF_01 4KIU,Japan,Key Markets,FG,23-Jul,5.36,0,0
PF_01,G_100031,PF_01 500IU,Canada,North America,FG,23-Jul,10.73,3.64,5.45
PF_01,G_100032,PF_01 1KIU,Canada,North America,FG,23-Jul,9.82,3.64,5.45
PF_01,G_100033,PF_01 2KIU,Canada,North America,FG,23-Jul,6.64,3.64,5.45
PF_01,G_100034,PF_01 3KIU,Canada,North America,FG,23-Jul,10.73,3.64,5.45
PF_02,G_200022,PF_02 250IU,Japan,Key Markets,FG,23-Jul,0.02,0,0
PF_02,G_200022,PF_02 250IU,Taiwan,Greater China,FG,23-Jul,0.02,0,0
PF_02,G_200023,PF_02 500IU,Japan,Key Markets,FG,23-Jul,0.02,0,0
PF_02,G_200023,PF_02 500IU,Taiwan,Greater China,FG,23-Jul,0.02,0,0
PF_02,G_200024,PF_02 1000IU,Japan,Key Markets,FG,23-Jul,0.02,0,0
PF_02,G_200024,PF_02 1000IU,Taiwan,Greater China,FG,23-Jul,0.02,0,0
PF_02,G_200025,PF_02 2000IU,Japan,Key Markets,FG,23-Jul,0.02,0,0
PF_02,G_200025,PF_02 2000IU,Taiwan,Greater China,FG,23-Jul,0.02,0,0
PF_02,G_200026,PF_02 3000IU,Japan,Key Markets,FG,23-Jul,0.02,0,0
PF_02,G_200027,PF_02 4000IU,Japan,Key Markets,FG,23-Jul,0.02,0,0
PF_02,G_200001,PF_02 2000IU,United States,North America,FG,23-Jul,2.73,2.73,5.45
PF_02,G_200002,PF_02 1000IU,United States,North America,FG,23-Jul,4.64,2.73,5.45
PF_02,G_200003,PF_02 3KIU,United States,North America,FG,23-Jul,3,2.73,5.45
PF_02,G_200004,PF_02 4000IU,United States,North America,FG,23-Jul,1.82,2.73,5.45
PF_02,G_200005,PF_02 250IU,United States,North America,FG,23-Jul,3.32,2.73,5.45
PF_02,G_200006,PF_02 500IU,United States,North America,FG,23-Jul,5.64,2.73,5.45
PF_02,G_200007,PF_02 500IU,Japan,Key Markets,FG,23-Jul,,,
PF_02,G_200008,PF_02 1000IU,Japan,Key Markets,FG,23-Jul,,,
PF_02,G_200009,PF_02 2000IU,Japan,Key Markets,FG,23-Jul,,,
PF_02,G_200010,PF_02 3000IU,Japan,Key Markets,FG,23-Jul,,,
PF_02,G_200011,PF_02 4000IU,Japan,Key Markets,FG,23-Jul,,,
PF_02,G_200012,PF_02 250IU,Japan,Key Markets,FG,23-Jul,,,
PF_03,G_300001,PF_03 10MG,Austria,Key Markets,FG,23-Jul,5.18,5.45,10.91
PF_03,G_300001,PF_03 10MG,Germany,Key Markets,FG,23-Jul,3,3.64,9.09
PF_03,G_300002,PF_03 10MG,Austria,Key Markets,FG,23-Jul,9.82,5.45,10.91
PF_03,G_300002,PF_03 10MG,Germany,Key Markets,FG,23-Jul,1.64,5.45,10.91
PF_03,G_300003,PF_03 10MG,Denmark,Key Markets,FG,23-Jul,2.05,0,0
PF_03,G_300003,PF_03 10MG,Norway,Key Markets,FG,23-Jul,,,
PF_03,G_300004,PF_03 10MG,France,Key Markets,FG,23-Jul,8.91,0,0
PF_03,G_300005,PF_03 10MG,Finland,Key Markets,FG,23-Jul,8.45,2.73,8.18
PF_03,G_300005,PF_03 10MG,Russia,International,FG,23-Jul,,,
PF_03,G_300005,PF_03 10MG,Sweden,Key Markets,FG,23-Jul,0,2.73,8.18
PF_03,G_300005,PF_03 10MG,United Kingdom,Key Markets,FG,23-Jul,0,2.73,8.18
PF_03,G_300006,PF_03 11MG,United States,North America,FG,23-Jul,2.77,3.64,9.09
PF_03,G_300007,PF_03 10MG,Russia,International,FG,23-Jul,0.02,0,0
PF_03,G_300007,PF_03 10MG,Saudi Arabia,Key Markets,FG,23-Jul,0.02,0,0
PF_03,G_300007,PF_03 10MG,Spain,Key Markets,FG,23-Jul,0.02,0,0
PF_03,G_300007,PF_03 10MG,United Kingdom,Key Markets,FG,23-Jul,5.82,3.64,9.09
PF_03,G_300008,PF_03 10MG,Belgium,Key Markets,FG,23-Jul,1.73,5.45,9.09
PF_03,G_300008,PF_03 10MG,Netherlands,Key Markets,FG,23-Jul,3.86,5.45,9.09
PF_03,G_300009,PF_03 11MG,Canada,North America,FG,23-Jul,10,5.45,5.45
PF_03,G_300010,PF_03 10MG,Switzerland,Key Markets,FG,23-Jul,6.18,5.45,10.91
PF_03,G_300021,PF_03 10MG,Italy,Key Markets,FG,23-Jul,4.86,0,0
PF_03,G_300011,PF_03 10MG,Italy,Key Markets,FG,23-Jul,7.77,5.45,10.91
PF_03,G_300012,PF_03 10MG,Hungary,International,FG,23-Jul,5.23,2.73,8.18
PF_03,G_300012,PF_03 10MG,Romania,International,FG,23-Jul,3.41,2.73,8.18
PF_03,G_300013,PF_03 10MG,Israel,International,FG,23-Jul,0.02,5.45,10.91
PF_03,G_300014,PF_03 10MG,Czech Republic,International,FG,23-Jul,12,2.73,8.18
PF_03,G_300014,PF_03 10MG,Poland,International,FG,23-Jul,6.86,2.73,8.18
PF_03,G_300015,PF_03 10MG,Portugal,Key Markets,FG,23-Jul,0.02,5.45,10.91
PF_03,G_300015,PF_03 10MG,Spain,Key Markets,FG,23-Jul,0,5.45,10.91
PF_03,G_300016,PF_03 10MG,Greece,International,FG,23-Jul,0,5.45,10.91
PF_03,G_300022,PF_03 10MG,Australia,International,FG,23-Jul,0.02,0,0
PF_03,G_300017,PF_03 10MG,Brazil,International,FG,23-Jul,3.09,8.18,16.36
PF_03,G_300018,PF_03 10MG,Colombia,International,FG,23-Jul,0.23,5.45,10.91
PF_03,G_300019,PF_03 10MG,Japan,Key Markets,FG,23-Jul,5.59,0,0
PF_07,G_700001,PF_07 84MG,United States,North America,FG,23-Jul,0.45,2.73,3.95
PF_07,G_700002,PF_07 84MG,Austria,Key Markets,FG,23-Jul,6.05,1.82,1.82
PF_07,G_700002,PF_07 84MG,Germany,Key Markets,FG,23-Jul,6.86,2.73,6.73
PF_07,G_700003,PF_07 84MG,Denmark,Key Markets,FG,23-Jul,1.86,2.73,6.82
PF_07,G_700003,PF_07 84MG,Finland,Key Markets,FG,23-Jul,2.91,1.77,5.86
PF_07,G_700003,PF_07 84MG,Norway,Key Markets,FG,23-Jul,3.05,1.91,6
PF_07,G_700003,PF_07 84MG,Sweden,Key Markets,FG,23-Jul,2.41,2.73,6.82
PF_07,G_700004,PF_07 84MG,France,Key Markets,FG,23-Jul,1.73,0,5.91
PF_07,G_700005,PF_07 84MG,Germany,Key Markets,FG,23-Jul,6.64,2.73,6.91
PF_07,G_800079,PF_08 84MG,Russia,International,FG,23-Jul,0.02,0,0
PF_07,G_700006,PF_07 84MG,Korea,International,FG,23-Jul,4.77,2.77,8.68
PF_07,G_700007,PF_07 84MG,Belgium,Key Markets,FG,23-Jul,0.05,2.86,8.82
PF_07,G_700008,PF_07 84MG,Colombia,International,FG,23-Jul,2.5,2.05,7.95
PF_07,G_700009,PF_07 84MG,Argentina,International,FG,23-Jul,1.59,2.95,9.09
PF_07,G_700010,PF_07 84MG,Egypt,International,FG,23-Jul,0.02,0,7.05
PF_07,G_700010,PF_07 84MG,Saudi Arabia,Key Markets,FG,23-Jul,0.23,0,25
PF_07,G_700010,PF_07 84MG,United Kingdom,Key Markets,FG,23-Jul,0.27,1.91,6.09
PF_07,G_700011,PF_07 84MG,Spain,Key Markets,FG,23-Jul,0,2.73,6.86
PF_07,G_700012,PF_07 84MG,Israel,International,FG,23-Jul,2,2.73,6.82
PF_07,G_700013,PF_07 84MG,Australia,International,FG,23-Jul,5.64,4.55,8.73
PF_07,G_700049,PF_07 84MG,Austria,Key Markets,FG,23-Jul,2.05,0,0
PF_07,G_700014,PF_07 84MG,Netherlands,Key Markets,FG,23-Jul,2.68,3.64,8.68
PF_07,G_700015,PF_07 84MG,Greece,International,FG,23-Jul,0.14,1.91,7.82
PF_07,G_700016,PF_07 84MG,Portugal,Key Markets,FG,23-Jul,3.73,2.73,8.64
PF_07,G_700017,PF_07 84MG,Hungary,International,FG,23-Jul,0,2.73,8.64
PF_07,G_700018,PF_07 84MG,Romania,International,FG,23-Jul,2.14,2.73,8.5
PF_07,G_700050,PF_07 84MG,Italy,Key Markets,FG,23-Jul,0.36,0,0
PF_07,G_700019,PF_07 84MG,Italy,Key Markets,FG,23-Jul,2.23,1.82,4.55
PF_07,G_700020,PF_07 84MG,Poland,International,FG,23-Jul,0.5,2.82,9.18
PF_07,G_700021,PF_07 84MG,Czech Republic,International,FG,23-Jul,4.36,2.73,8.64
PF_07,G_700022,PF_07 84MG,Switzerland,Key Markets,FG,23-Jul,1.09,1.82,1.82
PF_07,G_700023,PF_07 84MG,Ireland,Key Markets,FG,23-Jul,0,2.73,2.73
PF_07,G_700023,PF_07 84MG,South Africa,International,FG,23-Jul,0.02,0,6.82
PF_07,G_700023,PF_07 84MG,Taiwan,Greater China,FG,23-Jul,3.59,1.82,5.91
PF_07,G_700024,PF_07 84MG,Colombia,International,FG,23-Jul,0,0,1.82
PF_07,G_700030,PF_07 84MG,United States,North America,FG,23-Jul,,,
PF_07,G_700031,PF_07 84MG,Austria,Key Markets,FG,23-Jul,0.02,1.82,6.73
PF_07,G_700031,PF_07 84MG,Germany,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700025,PF_07 84MG,Denmark,Key Markets,FG,23-Jul,0.02,2.73,6.82
PF_07,G_700025,PF_07 84MG,Finland,Key Markets,FG,23-Jul,0.02,2.73,5.86
PF_07,G_700025,PF_07 84MG,Norway,Key Markets,FG,23-Jul,0.02,2.73,6
PF_07,G_700025,PF_07 84MG,Sweden,Key Markets,FG,23-Jul,0.02,2.73,6.82
PF_07,G_700032,PF_07 84MG,France,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700033,PF_07 84MG,Germany,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700034,PF_07 84MG,Canada,North America,FG,23-Jul,0.02,1.82,13.64
PF_07,G_700051,PF_07 84MG,Korea,International,FG,23-Jul,0.02,2.77,8.68
PF_07,G_700052,PF_07 84MG,Colombia,International,FG,23-Jul,0.02,2.73,7.95
PF_07,G_700036,PF_07 84MG,Spain,Key Markets,FG,23-Jul,0.02,2.73,6.86
PF_07,G_700053,PF_07 84MG,Israel,International,FG,23-Jul,0.02,2.73,6.82
PF_07,G_700046,PF_07 84MG,Australia,International,FG,23-Jul,0.02,2.73,5.45
PF_07,G_700037,PF_07 84MG,Austria,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700026,PF_07 84MG,Greece,International,FG,23-Jul,0.02,1.91,7.82
PF_07,G_700038,PF_07 84MG,Portugal,Key Markets,FG,23-Jul,0.02,2.73,8.64
PF_07,G_700039,PF_07 84MG,Hungary,International,FG,23-Jul,0.02,2.73,8.64
PF_07,G_700040,PF_07 84MG,Romania,International,FG,23-Jul,0.02,2.73,8.5
PF_07,G_700054,PF_07 84MG,Italy,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700041,PF_07 84MG,Poland,International,FG,23-Jul,0.02,2.82,9.18
PF_07,G_700042,PF_07 84MG,Czech Republic,International,FG,23-Jul,0.02,2.73,32.73
PF_07,G_700043,PF_07 84MG,Switzerland,Key Markets,FG,23-Jul,0.02,1.82,8.18
PF_07,G_700044,PF_07 84MG,Saudi Arabia,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700044,PF_07 84MG,Taiwan,Greater China,FG,23-Jul,,,
PF_07,G_700045,PF_07 84MG,Belgium,Key Markets,FG,23-Jul,0.02,2.86,8.82
PF_07,G_700045,PF_07 84MG,Netherlands,Key Markets,FG,23-Jul,0.02,3.64,8.68
PF_07,G_700027,PF_07 84MG,Canada,North America,FG,23-Jul,1.73,1.82,1.82
PF_07,G_700047,PF_07 84MG,Italy,Key Markets,FG,23-Jul,0.02,0,0
PF_07,G_700028,PF_07 100MG,Japan,Key Markets,FG,23-Jul,6.64,0,0
PF_08,G_800001,PF_08 400IU,Brazil,International,FG,23-Jul,1.09,0,0
PF_08,G_800002,PF_08 400IU,Peru,International,FG,23-Jul,3.36,2.73,5.45
PF_08,G_800003,PF_08 400IU,Canada,North America,FG,23-Jul,1.36,3,7.18
PF_08,G_800004,PF_08 400IU,Colombia,International,FG,23-Jul,4.18,2.05,4.91
PF_08,G_800005,PF_08 400IU,New Zealand,International,FG,23-Jul,14,2,3.36
PF_08,G_800006,PF_08 400IU,Hong Kong,Greater China,FG,23-Jul,0.05,1.91,2.77
PF_08,G_800007,PF_08 400IU,South Africa,International,FG,23-Jul,2,1.91,5.59
PF_08,G_800008,PF_08 400IU,Argentina,International,FG,23-Jul,1.68,1.36,2.5
PF_08,G_800009,PF_08 400IU,Taiwan,Greater China,FG,23-Jul,5.23,1.91,3.32
PF_08,G_800010,PF_08 400IU,Malaysia,International,FG,23-Jul,18.86,2.86,4.14
PF_08,G_800011,PF_08 400IU,Korea,International,FG,23-Jul,6.41,2.73,6.55
PF_08,G_800012,PF_08 400IU,Thailand,International,FG,23-Jul,12.05,2.86,4.14
PF_08,G_800013,PF_08 400IU,India,International,FG,23-Jul,4.55,2.73,4.86
PF_08,G_800016,PF_08 400IU,Italy,Key Markets,FG,23-Jul,1.09,1.91,3.82
PF_08,G_800017,PF_08 400IU,Morocco,International,FG,23-Jul,0,0,0
PF_08,G_800019,PF_08 400IU,Paraguay,International,FG,23-Jul,,,
PF_08,G_800020,PF_08 400IU,Ecuador,International,FG,23-Jul,24.64,0,0
PF_08,G_800021,PF_08 400IU,Mexico,International,FG,23-Jul,3.73,2.73,5.45
PF_08,G_800021,PF_08 400IU,United States,North America,FG,23-Jul,0,2.86,3.77
PF_08,G_800080,PF_08 400IU/10ML,South Africa,International,FG,23-Jul,7.05,2.73,2.73
PF_08,G_800023,PF_08 400IU,Norway,Key Markets,FG,23-Jul,2.45,1.91,5.55
PF_08,G_800024,PF_08 400IU,Czech Republic,International,FG,23-Jul,4.64,1.91,5.82
PF_08,G_800025,PF_08 400IU,Poland,International,FG,23-Jul,3,2.82,6
PF_08,G_800026,PF_08 400IU,Hungary,International,FG,23-Jul,1.18,1.91,5.55
PF_08,G_800027,PF_08 400IU,Turkey,International,FG,23-Jul,0.36,0.95,2.18
PF_08,G_800028,PF_08 400IU,Austria,Key Markets,FG,23-Jul,12,1.91,7.36
PF_08,G_800029,PF_08 400IU,Switzerland,Key Markets,FG,23-Jul,4.27,1.91,6
PF_08,G_800030,PF_08 400IU,Denmark,Key Markets,FG,23-Jul,3,1.91,5.55
PF_08,G_800030,PF_08 400IU,Norway,Key Markets,FG,23-Jul,,,
PF_08,G_800031,PF_08 400IU,Finland,Key Markets,FG,23-Jul,1.45,2.73,6.36
PF_08,G_800031,PF_08 400IU,Sweden,Key Markets,FG,23-Jul,2.82,2.86,6.5
PF_08,G_800032,PF_08 400IU,Algeria,International,FG,23-Jul,0.02,1.23,2.68
PF_08,G_800032,PF_08 400IU,France,Key Markets,FG,23-Jul,2.86,0,0
PF_08,G_800033,PF_08 400IU,Greece,International,FG,23-Jul,0.32,1.91,5.14
PF_08,G_800081,PF_08 400IU,Italy,Key Markets,FG,23-Jul,0,0,0
PF_08,G_800034,PF_08 400IU,Portugal,Key Markets,FG,23-Jul,1.55,2.73,4.73
PF_08,G_800035,PF_08 400IU,Spain,Key Markets,FG,23-Jul,1.09,1.91,4.09
PF_08,G_800036,PF_08 400IU,Romania,International,FG,23-Jul,3.55,1.91,4.32
PF_08,G_800037,PF_08 400IU,Germany,Key Markets,FG,23-Jul,2.68,2.86,8.32
PF_08,G_800038,PF_08 400IU,Germany,Key Markets,FG,23-Jul,3.18,2.86,6.68
PF_08,G_800039,PF_08 400IU,Austria,Key Markets,FG,23-Jul,0.41,1.91,7.36
PF_08,G_800082,PF_08 400IU,Egypt,International,FG,23-Jul,0.02,2.36,3.91
PF_08,G_800040,PF_08 400IU,Morocco,International,FG,23-Jul,6.05,0,0
PF_08,G_800040,PF_08 400IU,United Kingdom,Key Markets,FG,23-Jul,1.59,1.91,3.95
PF_08,G_800041,PF_08 400IU,Saudi Arabia,Key Markets,FG,23-Jul,1.09,0,5.91
PF_08,G_800042,PF_08 400IU,Israel,International,FG,23-Jul,1.91,5.45,7.27
PF_08,G_800043,PF_08 400IU,United Kingdom,Key Markets,FG,23-Jul,2.05,2.73,5.45
PF_08,G_800044,PF_08 400IU,Egypt,International,FG,23-Jul,0.02,0,0
PF_08,G_800044,PF_08 400IU,Egypt,International,FG,23-Jul,,,
PF_08,G_800045,PF_08 400IU,Algeria,International,FG,23-Jul,0.02,0,0
PF_08,G_800045,PF_08 400IU,Morocco,International,FG,23-Jul,3.23,0,0
PF_08,G_800061,PF_08 400IU,Russia,International,FG,23-Jul,6.41,0.91,6.36
PF_08,G_800046,PF_08 400IU,United States,North America,FG,23-Jul,3.18,2.86,3.77
PF_08,G_800047,PF_08 400IU,Belgium,Key Markets,FG,23-Jul,2.59,2.73,5.45
PF_08,G_800047,PF_08 400IU,Netherlands,Key Markets,FG,23-Jul,3.18,2.73,5.45
PF_08,G_800063,PF_08 400IU,Taiwan,Greater China,FG,23-Jul,0.02,0,0
PF_08,G_800048,PF_08 400IU,Hong Kong,Greater China,FG,23-Jul,4.09,0,0
PF_08,G_800064,PF_08 400IU,Australia,International,FG,23-Jul,3.05,2.73,4.68
PF_08,G_800064,PF_08 400IU,New Zealand,International,FG,23-Jul,0.02,2,1.36
PF_08,G_800051,PF_08 400IU,Singapore,International,FG,23-Jul,4.09,2.86,4.14
PF_08,G_800052,PF_08 400IU,Thailand,International,FG,23-Jul,0.02,2.86,1.41
PF_08,G_800053,PF_08 400IU,Malaysia,International,FG,23-Jul,6.86,2.86,1.27
PF_08,G_800055,PF_08 400IU,Japan,Key Markets,FG,23-Jul,4.77,0,0
PF_08,G_800057,PF_08 400IU,Mexico,International,FG,23-Jul,,,
PF_15,G_150001,PF_15 300MG/2ML,Puerto Rico,North America,FG,23-Jul,3.55,0.91,3.64
PF_15,G_150001,PF_15 300MG/2ML,United States,North America,FG,23-Jul,1.32,3.64,6.36
PF_15,G_150002,PF_15 300MG/2ML,Austria,Key Markets,FG,23-Jul,2.77,2.73,5.45
PF_15,G_150002,PF_15 300MG/2ML,Belgium,Key Markets,FG,23-Jul,5.95,2.73,4.55
PF_15,G_150002,PF_15 300MG/2ML,Germany,Key Markets,FG,23-Jul,2.86,1.82,3.64
PF_15,G_150003,PF_15 300MG/2ML,Germany,Key Markets,FG,23-Jul,2.05,1.82,3.64
PF_15,G_150007,PF_15 300MG/2ML,Canada,North America,FG,23-Jul,1.73,3.18,5.45
