Product.Family,GMID,GMID_Description,Market,Geography,Material.Type.GMID,Date,Coverage,Min,Max
PF_11,G_110033,PF_11 50MG,Ecuador,International,FG,24-Jan,3.14,0,0
PF_11,G_110034,PF_11 50MG,Thailand,International,FG,24-Jan,8.45,0.91,2.73
PF_11,G_110035,PF_11 50MG,India,International,FG,24-Jan,8,0.91,2.73
PF_11,G_110036,PF_11 50MG,Saudi Arabia,Key Markets,FG,24-Jan,0,0.91,2.73
PF_11,G_110037,PF_11 50MG/ML,Argentina,International,FG,24-Jan,1.86,0.91,2.73
PF_11,G_110037,PF_11 50MG/ML,Uruguay,International,FG,24-Jan,0.09,0,0
PF_11,G_110038,PF_11 50MG,Guatemala,International,FG,24-Jan,6.18,0,0
PF_11,G_110038,PF_11 50MG,Panama,International,FG,24-Jan,2.91,0,0
PF_11,G_110039,PF_11 50MG,Vietnam,International,FG,24-Jan,2.91,2.73,4.55
PF_11,G_110040,PF_11 50MG,Egypt,International,FG,24-Jan,2.59,0,0
PF_11,G_110040,PF_11 50MG,Ireland,Key Markets,FG,24-Jan,6.86,0.91,2.73
PF_11,G_110040,PF_11 50MG,Israel,International,FG,24-Jan,0.02,0,0
PF_11,G_110040,PF_11 50MG,Mexico,International,FG,24-Jan,0.02,0,0
PF_11,G_110041,PF_11 50MG/10ML,Morocco,International,FG,24-Jan,0.02,0,0
PF_11,G_110042,PF_11 50MG/10ML,Algeria,International,FG,24-Jan,1.05,0.91,2.73
PF_11,G_110042,PF_11 50MG/10ML,Morocco,International,FG,24-Jan,4.14,0.91,2.73
PF_11,G_110043,PF_11 50MG,Russia,International,FG,24-Jan,0.18,0.91,2.73
PF_11,G_110045,PF_11 50MG,Brazil,International,FG,24-Jan,0,0,2.32
PF_11,G_110046,PF_11 50MG/10ML,Belgium,Key Markets,FG,24-Jan,25.68,0.91,2.73
PF_11,G_110046,PF_11 50MG/10ML,Netherlands,Key Markets,FG,24-Jan,1.36,0.91,2.73
PF_11,G_110066,PF_11 50MG,Turkey,International,FG,24-Jan,0.02,0.91,2.73
PF_11,G_110047,PF_11 50MG/10ML,France,Key Markets,FG,24-Jan,2.36,0,0
PF_11,G_110048,PF_11 50MG/10ML,France,Key Markets,FG,24-Jan,0.86,0,0
PF_11,G_110049,PF_11 50MG/10ML,Japan,Key Markets,FG,24-Jan,4.27,0,0
PF_11,G_110050,PF_11 50MG,South Africa,International,FG,24-Jan,0,2.73,4.55
PF_12,G_120002,PF_12 100MG/10ML,Egypt,International,FG,24-Jan,7.55,0.91,1.82
PF_12,G_120002,PF_12 100MG/10ML,Malaysia,International,FG,24-Jan,24.77,0,0
PF_12,G_120002,PF_12 100MG/10ML,Saudi Arabia,Key Markets,FG,24-Jan,0.02,0.91,0.91
PF_12,G_120002,PF_12 100MG/10ML,Singapore,International,FG,24-Jan,6.05,0,0
PF_12,G_120002,PF_12 100MG/10ML,United States,North America,FG,24-Jan,0.14,0.91,2.73
PF_12,G_120003,PF_12 100MG/10ML,Finland,Key Markets,FG,24-Jan,4.5,0.91,2.73
PF_12,G_120003,PF_12 100MG/10ML,Sweden,Key Markets,FG,24-Jan,4.18,0.91,2.73
PF_12,G_120004,PF_12 100MG/10ML,Canada,North America,FG,24-Jan,0.41,0.91,2.73
PF_12,G_120005,PF_12 100MG/10ML,Denmark,Key Markets,FG,24-Jan,5.77,0.91,2.73
PF_12,G_120006,PF_12 100MG/10ML,Germany,Key Markets,FG,24-Jan,0.45,0.91,2.73
PF_12,G_120007,PF_12 100MG/10ML,Belgium,Key Markets,FG,24-Jan,21.77,0,0
PF_12,G_120007,PF_12 100MG/10ML,Germany,Key Markets,FG,24-Jan,4.14,0.91,2.73
PF_12,G_120008,PF_12 100MG/10ML,Belgium,Key Markets,FG,24-Jan,12.95,0,0
PF_12,G_120008,PF_12 100MG/10ML,Germany,Key Markets,FG,24-Jan,4.09,0.91,2.73
PF_12,G_120009,PF_12 100MG/10ML,Austria,Key Markets,FG,24-Jan,2.41,0.91,2.73
PF_12,G_120010,PF_12 100MG/10ML,Austria,Key Markets,FG,24-Jan,2.82,0.91,2.73
PF_12,G_120013,PF_12 100MG/10ML,Switzerland,Key Markets,FG,24-Jan,1.77,0.91,2.73
PF_12,G_120014,PF_12 100MG/10ML,Taiwan,Greater China,FG,24-Jan,1.14,0.91,2.73
PF_12,G_120028,PF_12 100MG/10ML,Russia,International,FG,24-Jan,2.68,0.91,2.73
PF_12,G_120015,PF_12 100MG/10ML,Brazil,International,FG,24-Jan,1.32,0.91,2.73
PF_12,G_120045,PF_12 100MG/10ML,United States,North America,FG,24-Jan,1.18,0,0
PF_12,G_120016,PF_12 100MG/10ML,Belgium,Key Markets,FG,24-Jan,7.77,0.91,2.73
PF_12,G_120017,PF_12 100MG/10ML,France,Key Markets,FG,24-Jan,2.14,0,0
PF_12,G_120018,PF_12 100MG/10ML,Australia,International,FG,24-Jan,1.32,0.91,2.73
PF_12,G_120019,PF_12 100MG/10ML,Hungary,International,FG,24-Jan,2.05,0.91,2.73
PF_12,G_120019,PF_12 100MG/10ML,Romania,International,FG,24-Jan,0.02,0.91,2.73
PF_12,G_120020,PF_12 100MG/10ML,Belgium,Key Markets,FG,24-Jan,2.36,0.91,2.73
PF_12,G_120021,PF_12 100MG/10ML,Belgium,Key Markets,FG,24-Jan,1.86,0.91,2.73
PF_12,G_120021,PF_12 100MG/10ML,Netherlands,Key Markets,FG,24-Jan,0.73,0.91,2.73
PF_12,G_120029,PF_12 100MG/10ML,Czech Republic,International,FG,24-Jan,0.18,0.91,2.73
PF_12,G_120029,PF_12 100MG/10ML,Poland,International,FG,24-Jan,3.14,0.91,2.73
PF_12,G_120030,PF_12 100MG/10ML,Israel,International,FG,24-Jan,5.05,0,0
PF_12,G_120022,PF_12 100MG/10ML,Argentina,International,FG,24-Jan,1.32,0.91,2.73
PF_12,G_120023,PF_12 100MG/10ML,United Kingdom,Key Markets,FG,24-Jan,0.36,0.91,2.73
PF_12,G_120024,PF_12 100MG/10ML,Portugal,Key Markets,FG,24-Jan,0,0.91,2.73
PF_12,G_120024,PF_12 100MG/10ML,Spain,Key Markets,FG,24-Jan,0,0.91,2.73
PF_12,G_120031,PF_12 100MG/10ML,Hong Kong,Greater China,FG,24-Jan,2.09,0.91,2.73
PF_12,G_120025,PF_12 100MG/10ML,Japan,Key Markets,FG,24-Jan,3.77,0,0
PF_12,G_120032,PF_12 100MG/10ML,Korea,International,FG,24-Jan,1,0.91,2.73
PF_12,G_120033,PF_12 100MG/10ML,Italy,Key Markets,FG,24-Jan,4.86,0,0
PF_12,G_120026,PF_12 100MG/10ML,Egypt,International,FG,24-Jan,0.02,0.91,1.82
PF_12,G_120026,PF_12 100MG/10ML,Saudi Arabia,Key Markets,FG,24-Jan,0.02,0.91,1.82
PF_12,G_120027,PF_12 100MG/10ML,Malaysia,International,FG,24-Jan,0.02,0,0
PF_12,G_120034,PF_12 100MG/10ML,Singapore,International,FG,24-Jan,0.02,0,0
PF_12,G_120035,PF_12 100MG/10ML,Thailand,International,FG,24-Jan,0.02,0,0
PF_12,G_120046,PF_12 100MG/10ML,Algeria,International,FG,24-Jan,0.02,0,0
PF_12,G_120036,PF_12 100MG/10ML,India,International,FG,24-Jan,0.02,0.91,2.73
PF_13,G_130003,PF_13 20MG/5ML,United States,North America,FG,24-Jan,2.36,0,0
PF_13,G_130004,PF_13 20MG/5ML,Belgium,Key Markets,FG,24-Jan,0.02,2.73,6.82
PF_13,G_130004,PF_13 20MG/5ML,Netherlands,Key Markets,FG,24-Jan,12.05,2.73,6.82
PF_13,G_130026,PF_13 4MG/1ML,Belgium,Key Markets,FG,24-Jan,8.91,2.73,6.82
PF_13,G_130026,PF_13 4MG/1ML,Netherlands,Key Markets,FG,24-Jan,6.86,2.73,6.82
PF_13,G_130005,PF_13 20MG/5ML,Germany,Key Markets,FG,24-Jan,2.55,2.73,6
PF_13,G_130006,PF_13 20MG/5ML,Austria,Key Markets,FG,24-Jan,3.36,2.73,6.82
PF_13,G_130006,PF_13 20MG/5ML,Germany,Key Markets,FG,24-Jan,2.45,2.73,6.82
PF_13,G_130006,PF_13 20MG/5ML,Spain,Key Markets,FG,24-Jan,2.09,0,0
PF_13,G_130006,PF_13 20MG/5ML,Switzerland,Key Markets,FG,24-Jan,0,3.55,8
PF_13,G_130007,PF_13 20MG/5ML,United States,North America,FG,24-Jan,5.82,2.73,5
PF_13,G_130008,PF_13 20MG/5ML,Czech Republic,International,FG,24-Jan,0.02,2.73,3.18
PF_13,G_130008,PF_13 20MG/5ML,Poland,International,FG,24-Jan,8.45,2.73,9.27
PF_13,G_130009,PF_13 20MG/5ML,Hungary,International,FG,24-Jan,6.09,2.73,6.82
PF_13,G_130009,PF_13 20MG/5ML,Romania,International,FG,24-Jan,2.59,2.73,6.82
PF_13,G_130010,PF_13 4MG/1ML,Hungary,International,FG,24-Jan,12.95,2.73,8.64
PF_13,G_130036,PF_13 20MG/5ML,Russia,International,FG,24-Jan,0.02,0,0
PF_13,G_130039,PF_13 4MG/1ML,Russia,International,FG,24-Jan,0.02,0,0
PF_13,G_130027,PF_13 4MG/1ML,India,International,FG,24-Jan,0.02,4,8.64
PF_13,G_130028,PF_13 20MG/5ML,Switzerland,Key Markets,FG,24-Jan,0.02,2.73,8.64
PF_13,G_130029,PF_13 20MG/5ML,India,International,FG,24-Jan,0.02,4,9.27
PF_13,G_130011,PF_13 20MG/5ML,Brazil,International,FG,24-Jan,11.18,2.73,9.82
PF_13,G_130012,PF_13 20MG/5ML,France,Key Markets,FG,24-Jan,1.55,0,0
PF_13,G_130012,PF_13 20MG/5ML,Greece,International,FG,24-Jan,0.02,0,0
PF_13,G_130012,PF_13 20MG/5ML,Portugal,Key Markets,FG,24-Jan,0,0,0
PF_13,G_130013,PF_13 20MG/5ML,Egypt,International,FG,24-Jan,0.95,0,0
PF_13,G_130013,PF_13 20MG/5ML,Finland,Key Markets,FG,24-Jan,17.95,0,0
PF_13,G_130013,PF_13 20MG/5ML,Morocco,International,FG,24-Jan,5.18,0,0
PF_13,G_130013,PF_13 20MG/5ML,Russia,International,FG,24-Jan,0.18,0,0
PF_13,G_130013,PF_13 20MG/5ML,Saudi Arabia,Key Markets,FG,24-Jan,4.91,2.59,6.68
PF_13,G_130013,PF_13 20MG/5ML,Sweden,Key Markets,FG,24-Jan,6.18,2.73,7.09
PF_13,G_130013,PF_13 20MG/5ML,Turkey,International,FG,24-Jan,0.02,0,0
PF_13,G_130014,PF_13 4MG/1ML,Norway,Key Markets,FG,24-Jan,0.02,0,0
PF_13,G_130014,PF_13 4MG/1ML,Sweden,Key Markets,FG,24-Jan,0.02,0,0
PF_13,G_130015,PF_13 4MG/1ML,Spain,Key Markets,FG,24-Jan,0,2.73,8.64
PF_13,G_130016,PF_13 20MG/5ML,Spain,Key Markets,FG,24-Jan,0.02,2.73,6.82
PF_13,G_130017,PF_13 4MG/1ML,Austria,Key Markets,FG,24-Jan,9.09,2.73,6.73
PF_13,G_130017,PF_13 4MG/1ML,Germany,Key Markets,FG,24-Jan,7.77,2.73,6.82
PF_13,G_130018,PF_13 20MG,Italy,Key Markets,FG,24-Jan,4.09,3.64,7.73
PF_13,G_130019,PF_13 20MG/5ML,Portugal,Key Markets,FG,24-Jan,0.02,2.73,6.82
PF_13,G_130020,PF_13 20MG/5ML,United Kingdom,Key Markets,FG,24-Jan,2.64,2.73,5.45
PF_13,G_130021,PF_13 20MG/5ML,Japan,Key Markets,FG,24-Jan,3.59,0,0
PF_13,G_130030,PF_13 4MG/1ML,Canada,North America,FG,24-Jan,0.02,2.73,8.5
PF_13,G_130031,PF_13 20MG/5ML,Canada,North America,FG,24-Jan,0.02,2.73,8.36
PF_13,G_130040,PF_13 20MG/5ML,Algeria,International,FG,24-Jan,0.02,0,0
PF_13,G_130032,PF_13 4MG/1ML,United States,North America,FG,24-Jan,11.18,2.73,5.91
PF_13,G_130041,PF_13 4MG/1ML,Australia,International,FG,24-Jan,0.02,2.73,14.09
PF_13,G_130042,PF_13 20MG/5ML,Australia,International,FG,24-Jan,0.02,2.73,8.64
PF_13,G_130022,PF_13 20MG/5ML,Taiwan,Greater China,FG,24-Jan,0.02,0,0
PF_13,G_130046,PF_13 20MG/5ML,Mexico,International,FG,24-Jan,0.02,0,0
PF_13,G_130046,PF_13 20MG/5ML,Morocco,International,FG,24-Jan,0.02,0,0
PF_13,G_130038,PF_13 4MG/1ML,Greece,International,FG,24-Jan,0.02,2.73,9.27
PF_13,G_130038,PF_13 4MG/1ML,Mexico,International,FG,24-Jan,0.02,0,0
PF_13,G_130033,PF_13 20MG/5ML,Argentina,International,FG,24-Jan,0,2.73,2.73
PF_13,G_130023,PF_13 4MG/1ML,Poland,International,FG,24-Jan,10.05,0,0
PF_13,G_130043,PF_13 20MG/5ML,Chile,International,FG,24-Jan,0,0,0
PF_13,G_130034,PF_13 4MG/1ML,Italy,Key Markets,FG,24-Jan,0.02,2.73,2.73
PF_13,G_130044,PF_13 20MG/5ML,Malaysia,International,FG,24-Jan,,,
PF_13,G_130044,PF_13 20MG/5ML,Malaysia,International,FG,24-Jan,0.02,0,0
PF_13,G_130045,PF_13 20MG/5ML,Thailand,International,FG,24-Jan,,,
PF_13,G_130045,PF_13 20MG/5ML,Thailand,International,FG,24-Jan,0.02,0,0
PF_13,G_130035,PF_13 4MG/1ML,Switzerland,Key Markets,FG,24-Jan,0.02,0,0
PF_16,G_160001,PF_16 500MG/25ML,United Kingdom,Key Markets,FG,24-Jan,1.41,2.73,3.32
PF_16,G_160002,PF_16 100MG/5ML,Israel,International,FG,24-Jan,2.09,2.73,3.27
PF_16,G_160002,PF_16 100MG/5ML,United Kingdom,Key Markets,FG,24-Jan,3.05,2.73,3.45
PF_16,G_160003,PF_16 100MG/5ML,United States,North America,FG,24-Jan,4.05,2.73,2.73
PF_16,G_160004,PF_16 500MG/25ML,United States,North America,FG,24-Jan,3.73,2.73,3.23
PF_16,G_160005,PF_16 100MG/5ML,Denmark,Key Markets,FG,24-Jan,3.64,2.73,65.91
PF_16,G_160005,PF_16 100MG/5ML,Norway,Key Markets,FG,24-Jan,0,2.95,18.82
PF_16,G_160006,PF_16 500MG/25ML,Denmark,Key Markets,FG,24-Jan,10.95,2.73,150.45
PF_16,G_160006,PF_16 500MG/25ML,Norway,Key Markets,FG,24-Jan,0,2.73,5.09
PF_16,G_160007,PF_16 500MG/25ML,Finland,Key Markets,FG,24-Jan,4.95,2.73,4
PF_16,G_160007,PF_16 500MG/25ML,Sweden,Key Markets,FG,24-Jan,6.41,2.68,2.68
PF_16,G_160007,PF_16 500MG/25ML,United Kingdom,Key Markets,FG,24-Jan,5.27,2.73,47.91
PF_16,G_160008,PF_16 100MG/5ML,Finland,Key Markets,FG,24-Jan,3.55,2.73,3.95
PF_16,G_160008,PF_16 100MG/5ML,Sweden,Key Markets,FG,24-Jan,6.41,2.68,90.41
PF_16,G_160008,PF_16 100MG/5ML,United Kingdom,Key Markets,FG,24-Jan,4.45,2.73,5.45
PF_16,G_160009,PF_16 100MG/5ML,Canada,North America,FG,24-Jan,2.5,2.73,20.41
PF_16,G_160010,PF_16 500MG/25ML,Canada,North America,FG,24-Jan,2.27,2.73,20.68
PF_16,G_160010,PF_16 500MG/25ML,Israel,International,FG,24-Jan,2.73,2.73,3.27
PF_16,G_160011,PF_16 500MG/25ML,Russia,International,FG,24-Jan,0.02,1.36,1.36
PF_16,G_160012,PF_16 100MG/5ML,Russia,International,FG,24-Jan,0.14,1.36,1.36
PF_16,G_160013,PF_16 500MG/25ML,Austria,Key Markets,FG,24-Jan,4,2.95,4.09
PF_16,G_160014,PF_16 100MG/5ML,Austria,Key Markets,FG,24-Jan,3.36,2.95,4.41
PF_16,G_160015,PF_16 500MG/25ML,Germany,Key Markets,FG,24-Jan,2.82,2.95,3.45
PF_16,G_160016,PF_16 100MG/5ML,Germany,Key Markets,FG,24-Jan,2.59,2.95,3.86
PF_16,G_160017,PF_16 500MG/25ML,Switzerland,Key Markets,FG,24-Jan,4.27,2.95,19.68
PF_16,G_160018,PF_16 100MG/5ML,Switzerland,Key Markets,FG,24-Jan,4.82,2.95,26.82
PF_16,G_160019,PF_16 100MG/5ML,France,Key Markets,FG,24-Jan,4.41,0,0
PF_16,G_160020,PF_16 500MG/25ML,France,Key Markets,FG,24-Jan,4.23,0,0
PF_16,G_160021,PF_16 500MG/25ML,Belgium,Key Markets,FG,24-Jan,5.68,3.64,4.91
PF_16,G_160021,PF_16 500MG/25ML,Netherlands,Key Markets,FG,24-Jan,5,3.64,4.68
PF_16,G_160022,PF_16 100MG/5ML,Belgium,Key Markets,FG,24-Jan,6.18,3.64,5.55
PF_16,G_160022,PF_16 100MG/5ML,Netherlands,Key Markets,FG,24-Jan,4.86,3.64,3.64
PF_16,G_160023,PF_16 100MG/5ML,Czech Republic,International,FG,24-Jan,5.55,2.73,3.45
PF_16,G_160023,PF_16 100MG/5ML,Poland,International,FG,24-Jan,6.18,2.73,3.95
PF_16,G_160024,PF_16 500MG/25ML,Czech Republic,International,FG,24-Jan,2.86,2.73,5.77
PF_16,G_160024,PF_16 500MG/25ML,Poland,International,FG,24-Jan,4.41,2.73,8.59
PF_16,G_160025,PF_16 100MG/5ML,Italy,Key Markets,FG,24-Jan,4.95,2.73,3.64
PF_16,G_160026,PF_16 500MG/25ML,Italy,Key Markets,FG,24-Jan,7.55,2.73,4.05
PF_16,G_160027,PF_16 500MG/25ML,Taiwan,Greater China,FG,24-Jan,2.18,5.45,9.09
PF_16,G_160028,PF_16 500MG/25ML,Brazil,International,FG,24-Jan,7.09,4.09,4.14
PF_16,G_160029,PF_16 100MG/5ML,Brazil,International,FG,24-Jan,5.77,4.09,14.64
PF_16,G_160030,PF_16 100MG/5ML,Taiwan,Greater China,FG,24-Jan,18.91,5.45,48.36
PF_16,G_160031,PF_16 500MG/25ML,Greece,International,FG,24-Jan,4.05,2.73,3.68
PF_16,G_160032,PF_16 100MG/5ML,Greece,International,FG,24-Jan,1.55,2.73,2.73
PF_16,G_160033,PF_16 500MG/25ML,Spain,Key Markets,FG,24-Jan,3.68,4.09,5
PF_16,G_160034,PF_16 100MG/5ML,Colombia,International,FG,24-Jan,6.18,0,0
PF_16,G_160034,PF_16 100MG/5ML,Spain,Key Markets,FG,24-Jan,4.09,4.09,4.09
PF_16,G_160035,PF_16 100MG/5ML,Portugal,Key Markets,FG,24-Jan,4.91,2.73,3.64
PF_16,G_160036,PF_16 500MG/25ML,Portugal,Key Markets,FG,24-Jan,4.14,2.73,5.73
PF_16,G_160037,PF_16 500MG/25ML,Mexico,International,FG,24-Jan,3.09,2.73,7.41
PF_16,G_160038,PF_16 100MG/5ML,Mexico,International,FG,24-Jan,3.77,2.73,4.09
PF_16,G_160039,PF_16 100MG/5ML,REC,International,FG,24-Jan,0,0,0
PF_16,G_160039,PF_16 100MG/5ML,Saudi Arabia,Key Markets,FG,24-Jan,9.82,2.73,4.5
PF_16,G_160040,PF_16 500MG/25ML,REC,International,FG,24-Jan,0,0,0
PF_16,G_160040,PF_16 500MG/25ML,Saudi Arabia,Key Markets,FG,24-Jan,4.36,2.73,4.64
PF_16,G_160041,PF_16 100MG/5ML,Argentina,International,FG,24-Jan,1.82,2.73,5.23
PF_16,G_160042,PF_16 500MG/25ML,Argentina,International,FG,24-Jan,5.27,2.73,2.73
PF_16,G_160043,PF_16 100MG/5ML,Hungary,International,FG,24-Jan,6.18,2.73,5.23
PF_16,G_160043,PF_16 100MG/5ML,Romania,International,FG,24-Jan,5.23,2.73,11.36
PF_16,G_160044,PF_16 500MG/25ML,Hungary,International,FG,24-Jan,4.59,2.73,5.5
PF_16,G_160044,PF_16 500MG/25ML,Romania,International,FG,24-Jan,10.23,2.73,11.73
PF_16,G_160047,PF_16 100MG/5ML,Hong Kong,Greater China,FG,24-Jan,3.05,2.73,4.32
PF_16,G_160048,PF_16 500MG/25ML,Hong Kong,Greater China,FG,24-Jan,2.09,2.73,5.41
PF_16,G_160057,PF_16 100MG/5ML,Russia,International,FG,24-Jan,4.32,2.73,3.23
PF_16,G_160058,PF_16 500MG/25ML,Russia,International,FG,24-Jan,3.41,2.73,3.27
PF_16,G_160050,PF_16 100MG/5ML,Singapore,International,FG,24-Jan,9.05,2.73,2.73
PF_16,G_160051,PF_16 500MG/25ML,Singapore,International,FG,24-Jan,11,2.73,2.73
PF_16,G_160052,PF_16 100MG/5ML,Turkey,International,FG,24-Jan,10.18,2.73,2.05
PF_16,G_160053,PF_16 500MG/25ML,Turkey,International,FG,24-Jan,11.14,2.73,4.77
PF_16,G_160054,PF_16 100MG/5ML,Japan,Key Markets,FG,24-Jan,4.45,0,0
PF_16,G_160055,PF_16 500MG/25ML,Japan,Key Markets,FG,24-Jan,0.36,0,0
PF_06,G_600001,PF_06 2.9MG/5ML,Korea,International,FG,24-Feb,4,2.73,5
PF_06,G_600002,PF_06 2.9MG/5ML,Hong Kong,Greater China,FG,24-Feb,1.05,2.86,5.68
PF_06,G_600003,PF_06 2.9MG/5ML,Canada,North America,FG,24-Feb,0.73,2.73,5
PF_06,G_600004,PF_06 2.9MG/5ML,Malaysia,International,FG,24-Feb,0.91,3.18,11.41
PF_06,G_600005,PF_06 500IU/5ML,Australia,International,FG,24-Feb,3.77,2.73,5
PF_06,G_600006,PF_06 2.9MG/5ML,Mexico,International,FG,24-Feb,0.59,2.73,5
PF_06,G_600007,PF_06 2.9MG/5ML,Argentina,International,FG,24-Feb,1,1.36,4.09
PF_06,G_600007,PF_06 2.9MG/5ML,Uruguay,International,FG,24-Feb,0,0,0
PF_06,G_600008,PF_06 2.9MG/5ML,Colombia,International,FG,24-Feb,2.45,2.05,5
PF_06,G_600010,PF_06 2.9MG/5ML,Chile,International,FG,24-Feb,0.95,0,0
PF_06,G_600011,PF_06 2.9MG/5ML,United States,North America,FG,24-Feb,0.32,2.86,3.59
PF_06,G_600012,PF_06 100IU/1ML,Italy,Key Markets,FG,24-Feb,2.45,2.73,5.91
PF_06,G_600059,PF_06 2.9MG/5ML,Thailand,International,FG,24-Feb,0.02,0,0
PF_06,G_600056,PF_06 500IU/5ML,Australia,International,FG,24-Feb,7.5,2.73,13.05
PF_06,G_600056,PF_06 500IU/5ML,New Zealand,International,FG,24-Feb,5.5,2.73,5.45
PF_06,G_600014,PF_06 2.9MG/5ML,Paraguay,International,FG,24-Feb,2.18,0,0
PF_06,G_600015,PF_06 2.9MG/5ML,Taiwan,Greater China,FG,24-Feb,1.41,1.91,4.09
PF_06,G_600016,PF_06 2.9MG/5ML,India,International,FG,24-Feb,3.5,4,4.09
PF_06,G_600018,PF_06 100IU/1ML,Austria,Key Markets,FG,24-Feb,6.86,2.86,8.64
PF_06,G_600019,PF_06 100IU/1ML,Norway,Key Markets,FG,24-Feb,7.09,2.86,8.55
PF_06,G_600020,PF_06 100IU/1ML,Algeria,International,FG,24-Feb,20,2.73,4.09
PF_06,G_600020,PF_06 100IU/1ML,France,Key Markets,FG,24-Feb,0.73,0,0
PF_06,G_600020,PF_06 100IU/1ML,Morocco,International,FG,24-Feb,1,2.73,3.32
PF_06,G_600021,PF_06 100IU/1ML,Germany,Key Markets,FG,24-Feb,0.95,2.86,3.86
PF_06,G_600058,PF_06 100IU/1ML,Italy,Key Markets,FG,24-Feb,0,0,0
PF_06,G_600022,PF_06 100IU/1ML,Portugal,Key Markets,FG,24-Feb,3.36,2.86,6.82
PF_06,G_600023,PF_06 100IU/1ML,Spain,Key Markets,FG,24-Feb,0.09,1.91,5
PF_06,G_600024,PF_06 100IU/1ML,Poland,International,FG,24-Feb,0.86,2.82,5.91
PF_06,G_600025,PF_06 100IU/1ML,Hungary,International,FG,24-Feb,4.59,2.86,8.64
PF_06,G_600026,PF_06 100IU/1ML,Denmark,Key Markets,FG,24-Feb,6.64,1.91,6.82
PF_06,G_600026,PF_06 100IU/1ML,Finland,Key Markets,FG,24-Feb,4.36,2.86,6.86
PF_06,G_600026,PF_06 100IU/1ML,Sweden,Key Markets,FG,24-Feb,3.41,1.91,6.82
PF_06,G_600027,PF_06 100IU/1ML,Greece,International,FG,24-Feb,4.23,1.91,6.82
PF_06,G_600028,PF_06 100IU/1ML,Czech Republic,International,FG,24-Feb,0.18,2.86,6.82
PF_06,G_600029,PF_06 100IU/1ML,Romania,International,FG,24-Feb,2.09,2.86,6.82
PF_06,G_600030,PF_06 100IU/1ML,Austria,Key Markets,FG,24-Feb,6.14,2.86,33.55
PF_06,G_600030,PF_06 100IU/1ML,Germany,Key Markets,FG,24-Feb,5.14,2.86,8.82
PF_06,G_600031,PF_06 100IU/1ML,Ireland,Key Markets,FG,24-Feb,3.73,2.73,8.36
PF_06,G_600031,PF_06 100IU/1ML,United Kingdom,Key Markets,FG,24-Feb,2.14,11.82,14
PF_06,G_600032,PF_06 2.9MG/5ML,Brazil,International,FG,24-Feb,11.64,4.09,7.95
PF_06,G_600033,PF_06 2.9MG/5ML,Brazil,International,FG,24-Feb,1.14,0,5.23
PF_06,G_600033,PF_06 2.9MG/5ML,United States,North America,FG,24-Feb,0.02,0,0
PF_06,G_600034,PF_06 100IU/1ML,Morocco,International,FG,24-Feb,0,0,0
PF_06,G_600035,PF_06 100IU/1ML,Turkey,International,FG,24-Feb,0.23,2.73,4.41
PF_06,G_600036,PF_06 100IU/1ML,South Africa,International,FG,24-Feb,10.73,0,7.68
PF_06,G_600039,PF_06 100IU/1ML,Israel,International,FG,24-Feb,7.09,2.86,5.91
PF_06,G_600039,PF_06 100IU/1ML,Morocco,International,FG,24-Feb,0.95,0,0
PF_06,G_600039,PF_06 100IU/1ML,Saudi Arabia,Key Markets,FG,24-Feb,0.02,0,0
PF_06,G_600039,PF_06 100IU/1ML,United Kingdom,Key Markets,FG,24-Feb,2.64,1.91,1.41
PF_06,G_600040,PF_06 100IU/1ML,Saudi Arabia,Key Markets,FG,24-Feb,0.02,0,4.09
PF_06,G_600041,PF_06 100IU/1ML,Belgium,Key Markets,FG,24-Feb,3.32,2.73,6.09
PF_06,G_600041,PF_06 100IU/1ML,Netherlands,Key Markets,FG,24-Feb,3.36,2.73,4.77
PF_06,G_600047,PF_06 100IU/1ML,Egypt,International,FG,24-Feb,1.41,1.41,2.32
PF_06,G_600048,PF_06 100IU/1ML,France,Key Markets,FG,24-Feb,,,
PF_06,G_600042,PF_06 100IU/1ML,Russia,International,FG,24-Feb,2.18,0.91,0.91
PF_06,G_600043,PF_06 2.9MG/5ML,Japan,Key Markets,FG,24-Feb,9.27,0,0
PF_06,G_600045,PF_06 500IU/5ML,South Africa,International,FG,24-Feb,0.77,0,0
PF_06,G_600049,PF_06 100IU/1ML,Algeria,International,FG,24-Feb,0.02,0,0
PF_06,G_600049,PF_06 100IU/1ML,Morocco,International,FG,24-Feb,,,
PF_01,G_100054,PF_01 1KIU,Korea,International,FG,24-Feb,0,0,0
PF_01,G_100001,PF_01 500IU,Australia,International,FG,24-Feb,0.86,2.73,5
PF_01,G_100001,PF_01 500IU,New Zealand,International,FG,24-Feb,1.73,2,3.95
PF_01,G_100002,PF_01 1KIU,Australia,International,FG,24-Feb,9.59,2.73,6.36
PF_01,G_100002,PF_01 1KIU,New Zealand,International,FG,24-Feb,4.36,2,4
PF_01,G_100004,PF_01 3KIU,Australia,International,FG,24-Feb,4.09,2.73,6.36
PF_01,G_100004,PF_01 3KIU,New Zealand,International,FG,24-Feb,6.18,2,3.09
PF_01,G_100005,PF_01 2KIU,Australia,International,FG,24-Feb,7.32,2.73,6.36
PF_01,G_100005,PF_01 2KIU,New Zealand,International,FG,24-Feb,3.23,2,4
PF_01,G_100006,PF_01 250IU,Australia,International,FG,24-Feb,13.05,2.73,6.36
